"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 11492.6 540.549 NA NA
"SSB_Initial" "SSB_Initial" 11492.6 540.549 NA NA
"SSB_1952" "SSB_1952" 11806.9 982.974 NA NA
"SSB_1953" "SSB_1953" 11899.1 971.899 NA NA
"SSB_1954" "SSB_1954" 10873.1 962.115 NA NA
"SSB_1955" "SSB_1955" 5449.67 1047.65 NA NA
"SSB_1956" "SSB_1956" 4529.64 909.128 NA NA
"SSB_1957" "SSB_1957" 4400.62 827.808 NA NA
"SSB_1958" "SSB_1958" 4385.1 798.125 NA NA
"SSB_1959" "SSB_1959" 3453.32 743.363 NA NA
"SSB_1960" "SSB_1960" 3236.38 708.711 NA NA
"SSB_1961" "SSB_1961" 3120.02 681.736 NA NA
"SSB_1962" "SSB_1962" 2186.22 608.675 NA NA
"SSB_1963" "SSB_1963" 1858.93 535.211 NA NA
"SSB_1964" "SSB_1964" 1515.32 473.747 NA NA
"SSB_1965" "SSB_1965" 1920.06 520.385 NA NA
"SSB_1966" "SSB_1966" 1954.52 554.005 NA NA
"SSB_1967" "SSB_1967" 1638.4 567.107 NA NA
"SSB_1968" "SSB_1968" 2079.94 596.401 NA NA
"SSB_1969" "SSB_1969" 2600.77 641.835 NA NA
"SSB_1970" "SSB_1970" 3014.24 677.91 NA NA
"SSB_1971" "SSB_1971" 2296.48 599.364 NA NA
"SSB_1972" "SSB_1972" 1641.99 474.083 NA NA
"SSB_1973" "SSB_1973" 1458.13 395.491 NA NA
"SSB_1974" "SSB_1974" 1383.97 383.702 NA NA
"SSB_1975" "SSB_1975" 1478.28 403.165 NA NA
"SSB_1976" "SSB_1976" 1683.6 412.787 NA NA
"SSB_1977" "SSB_1977" 1765.13 419.598 NA NA
"SSB_1978" "SSB_1978" 2229.65 434.476 NA NA
"SSB_1979" "SSB_1979" 2007.97 395.927 NA NA
"SSB_1980" "SSB_1980" 1895.92 393.372 NA NA
"SSB_1981" "SSB_1981" 2457.57 385.054 NA NA
"SSB_1982" "SSB_1982" 2076.94 346.165 NA NA
"SSB_1983" "SSB_1983" 1599.7 308.075 NA NA
"SSB_1984" "SSB_1984" 1730.5 313.648 NA NA
"SSB_1985" "SSB_1985" 1741.7 310.41 NA NA
"SSB_1986" "SSB_1986" 1570.07 298.76 NA NA
"SSB_1987" "SSB_1987" 1503.7 269.745 NA NA
"SSB_1988" "SSB_1988" 1376.1 288.791 NA NA
"SSB_1989" "SSB_1989" 1354.25 311.015 NA NA
"SSB_1990" "SSB_1990" 1263.6 287.763 NA NA
"SSB_1991" "SSB_1991" 1325.13 292.871 NA NA
"SSB_1992" "SSB_1992" 1451.74 316.337 NA NA
"SSB_1993" "SSB_1993" 1699.41 357.384 NA NA
"SSB_1994" "SSB_1994" 1845.75 399.613 NA NA
"SSB_1995" "SSB_1995" 1596.12 369.692 NA NA
"SSB_1996" "SSB_1996" 1710.42 339.04 NA NA
"SSB_1997" "SSB_1997" 1789.98 339.414 NA NA
"SSB_1998" "SSB_1998" 2032.13 365.992 NA NA
"SSB_1999" "SSB_1999" 2239.45 384.415 NA NA
"SSB_2000" "SSB_2000" 2080.16 404.176 NA NA
"SSB_2001" "SSB_2001" 2326.81 424.788 NA NA
"SSB_2002" "SSB_2002" 2452.47 389.449 NA NA
"SSB_2003" "SSB_2003" 2072.97 336.482 NA NA
"SSB_2004" "SSB_2004" 1640.06 289.683 NA NA
"SSB_2005" "SSB_2005" 1289.08 263.795 NA NA
"SSB_2006" "SSB_2006" 1307.33 267.891 NA NA
"SSB_2007" "SSB_2007" 1450.97 290.283 NA NA
"SSB_2008" "SSB_2008" 1498.73 312.76 NA NA
"SSB_2009" "SSB_2009" 1480.31 316.793 NA NA
"SSB_2010" "SSB_2010" 1596.55 304.31 NA NA
"SSB_2011" "SSB_2011" 1536.46 275.736 NA NA
"SSB_2012" "SSB_2012" 1247.08 238.176 NA NA
"SSB_2013" "SSB_2013" 1021.28 206.388 NA NA
"SSB_2014" "SSB_2014" 1103.92 190.468 NA NA
"SSB_2015" "SSB_2015" 937.169 172.494 NA NA
"SSB_2016" "SSB_2016" 832.891 167.273 NA NA
"SSB_2017" "SSB_2017" 861.512 174.168 NA NA
"SSB_2018" "SSB_2018" 971.103 192.74 NA NA
"SSB_2019" "SSB_2019" 953.583 196.105 NA NA
"SSB_2020" "SSB_2020" 875.647 198.017 NA NA
"SSB_2021" "SSB_2021" 821.981 225.001 NA NA
"SSB_2022" "SSB_2022" 995.117 320.215 NA NA
"SSB_2023" "SSB_2023" 1460.03 507.989 NA NA
"Recr_Virgin" "Recr_Virgin" 160.89 4.40814 NA NA
"Recr_Initial" "Recr_Initial" 160.89 4.40814 NA NA
"Recr_1952" "Recr_1952" 182.579 37.1378 NA NA
"Recr_1953" "Recr_1953" 178.706 35.6554 NA NA
"Recr_1954" "Recr_1954" 172.49 34.0277 NA NA
"Recr_1955" "Recr_1955" 158.849 31.2602 NA NA
"Recr_1956" "Recr_1956" 156.335 30.8297 NA NA
"Recr_1957" "Recr_1957" 160.368 31.7818 NA NA
"Recr_1958" "Recr_1958" 163.216 32.0382 NA NA
"Recr_1959" "Recr_1959" 154.319 30.4832 NA NA
"Recr_1960" "Recr_1960" 155.133 30.0666 NA NA
"Recr_1961" "Recr_1961" 149.285 28.2415 NA NA
"Recr_1962" "Recr_1962" 129.802 25.802 NA NA
"Recr_1963" "Recr_1963" 123.917 25.0176 NA NA
"Recr_1964" "Recr_1964" 115.655 24.0464 NA NA
"Recr_1965" "Recr_1965" 121.874 24.2624 NA NA
"Recr_1966" "Recr_1966" 120.526 24.1985 NA NA
"Recr_1967" "Recr_1967" 115.26 24.4019 NA NA
"Recr_1968" "Recr_1968" 126.552 24.3256 NA NA
"Recr_1969" "Recr_1969" 131.45 23.6505 NA NA
"Recr_1970" "Recr_1970" 128.991 22.6957 NA NA
"Recr_1971" "Recr_1971" 122.505 22.1798 NA NA
"Recr_1972" "Recr_1972" 113.684 21.9181 NA NA
"Recr_1973" "Recr_1973" 114.191 21.0008 NA NA
"Recr_1974" "Recr_1974" 103.176 19.2223 NA NA
"Recr_1975" "Recr_1975" 102.402 19.0842 NA NA
"Recr_1976" "Recr_1976" 113.922 19.7788 NA NA
"Recr_1977" "Recr_1977" 117.662 20.8914 NA NA
"Recr_1978" "Recr_1978" 146.245 21.6141 NA NA
"Recr_1979" "Recr_1979" 138.566 21.227 NA NA
"Recr_1980" "Recr_1980" 147.092 17.9442 NA NA
"Recr_1981" "Recr_1981" 101.529 15.5361 NA NA
"Recr_1982" "Recr_1982" 118.057 16.5332 NA NA
"Recr_1983" "Recr_1983" 94.4235 14.1835 NA NA
"Recr_1984" "Recr_1984" 97.1623 12.6228 NA NA
"Recr_1985" "Recr_1985" 73.6714 11.7341 NA NA
"Recr_1986" "Recr_1986" 97.0773 18.6694 NA NA
"Recr_1987" "Recr_1987" 161.743 21.7645 NA NA
"Recr_1988" "Recr_1988" 112.714 18.1666 NA NA
"Recr_1989" "Recr_1989" 96.7157 16.359 NA NA
"Recr_1990" "Recr_1990" 93.4171 17.5214 NA NA
"Recr_1991" "Recr_1991" 112.283 21.8523 NA NA
