id,factor,fleet,value
63-CAAL-NZdblnormV2-75,4,1,0.1
63-CAAL-NZdblnormV2-75,7,1,0.1
63-CAAL-NZdblnormV2-75,4,2,0.0833333
63-CAAL-NZdblnormV2-75,7,2,0.1
63-CAAL-NZdblnormV2-75,4,3,0.1
63-CAAL-NZdblnormV2-75,7,3,0.1
63-CAAL-NZdblnormV2-75,4,4,0.1
63-CAAL-NZdblnormV2-75,7,4,0.1
63-CAAL-NZdblnormV2-75,4,5,0.1
63-CAAL-NZdblnormV2-75,7,5,0.1
63-CAAL-NZdblnormV2-75,4,6,0.0555556
63-CAAL-NZdblnormV2-75,7,6,0.1
63-CAAL-NZdblnormV2-75,4,7,0.1
63-CAAL-NZdblnormV2-75,7,7,0.1
63-CAAL-NZdblnormV2-75,4,8,0.1
63-CAAL-NZdblnormV2-75,7,8,0.1
63-CAAL-NZdblnormV2-75,4,9,0.1
63-CAAL-NZdblnormV2-75,7,9,0.0833333
63-CAAL-NZdblnormV2-75,4,10,0.1
63-CAAL-NZdblnormV2-75,7,10,0.0434783
63-CAAL-NZdblnormV2-75,4,11,0.0625
63-CAAL-NZdblnormV2-75,7,11,0.1
63-CAAL-NZdblnormV2-75,4,12,0.0294118
63-CAAL-NZdblnormV2-75,7,12,0.1
63-CAAL-NZdblnormV2-75,4,13,0.1
63-CAAL-NZdblnormV2-75,7,13,0.1
63-CAAL-NZdblnormV2-75,4,14,0.1
63-CAAL-NZdblnormV2-75,7,14,0.1
63-CAAL-NZdblnormV2-75,4,15,0.0666667
63-CAAL-NZdblnormV2-75,7,15,0.0666667
63-CAAL-NZdblnormV2-75,1,16,0.190777
63-CAAL-NZdblnormV2-75,4,16,0.1
63-CAAL-NZdblnormV2-75,7,16,0.1
