id,like_comp,fleet,phase,value,sizefreq_method
46-CAAL-revASPM-16,1,16,1,1,1
46-CAAL-revASPM-16,4,16,1,1,1
46-CAAL-revASPM-16,5,16,1,1,1
46-CAAL-revASPM-16,7,16,1,1,1
46-CAAL-revASPM-16,6,16,1,1,1
