id,factor,fleet,value
46-CAAL-revASPM-16,4,1,0.1
46-CAAL-revASPM-16,7,1,0.1
46-CAAL-revASPM-16,4,2,0.0833333
46-CAAL-revASPM-16,7,2,0.1
46-CAAL-revASPM-16,4,3,0.1
46-CAAL-revASPM-16,7,3,0.1
46-CAAL-revASPM-16,4,4,0.1
46-CAAL-revASPM-16,7,4,0.1
46-CAAL-revASPM-16,4,5,0.1
46-CAAL-revASPM-16,7,5,0.1
46-CAAL-revASPM-16,4,6,0.0555556
46-CAAL-revASPM-16,7,6,0.1
46-CAAL-revASPM-16,4,7,0.1
46-CAAL-revASPM-16,7,7,0.1
46-CAAL-revASPM-16,4,8,0.1
46-CAAL-revASPM-16,7,8,0.1
46-CAAL-revASPM-16,4,9,0.1
46-CAAL-revASPM-16,7,9,0.0833333
46-CAAL-revASPM-16,4,10,0.1
46-CAAL-revASPM-16,7,10,0.0434783
46-CAAL-revASPM-16,4,11,0.0625
46-CAAL-revASPM-16,7,11,0.1
46-CAAL-revASPM-16,4,12,0.0294118
46-CAAL-revASPM-16,7,12,0.1
46-CAAL-revASPM-16,4,13,0.1
46-CAAL-revASPM-16,7,13,0.1
46-CAAL-revASPM-16,4,14,0.1
46-CAAL-revASPM-16,7,14,0.1
46-CAAL-revASPM-16,4,15,0.0666667
46-CAAL-revASPM-16,7,15,0.0666667
46-CAAL-revASPM-16,1,16,0.190777
46-CAAL-revASPM-16,4,16,0.1
46-CAAL-revASPM-16,7,16,0.1
