id,factor,fleet,value
13-CAAL-noAgeerr-OGsd,4,1,0.1
13-CAAL-noAgeerr-OGsd,7,1,0.1
13-CAAL-noAgeerr-OGsd,4,2,0.0833333
13-CAAL-noAgeerr-OGsd,7,2,0.1
13-CAAL-noAgeerr-OGsd,4,3,0.1
13-CAAL-noAgeerr-OGsd,7,3,0.1
13-CAAL-noAgeerr-OGsd,4,4,0.1
13-CAAL-noAgeerr-OGsd,7,4,0.1
13-CAAL-noAgeerr-OGsd,4,5,0.1
13-CAAL-noAgeerr-OGsd,7,5,0.1
13-CAAL-noAgeerr-OGsd,4,6,0.0555556
13-CAAL-noAgeerr-OGsd,7,6,0.1
13-CAAL-noAgeerr-OGsd,4,7,0.1
13-CAAL-noAgeerr-OGsd,7,7,0.1
13-CAAL-noAgeerr-OGsd,4,8,0.1
13-CAAL-noAgeerr-OGsd,7,8,0.1
13-CAAL-noAgeerr-OGsd,4,9,0.1
13-CAAL-noAgeerr-OGsd,7,9,0.0833333
13-CAAL-noAgeerr-OGsd,4,10,0.1
13-CAAL-noAgeerr-OGsd,7,10,0.0434783
13-CAAL-noAgeerr-OGsd,4,11,0.0625
13-CAAL-noAgeerr-OGsd,7,11,0.1
13-CAAL-noAgeerr-OGsd,4,12,0.0294118
13-CAAL-noAgeerr-OGsd,7,12,0.1
13-CAAL-noAgeerr-OGsd,4,13,0.1
13-CAAL-noAgeerr-OGsd,7,13,0.1
13-CAAL-noAgeerr-OGsd,4,14,0.1
13-CAAL-noAgeerr-OGsd,7,14,0.1
13-CAAL-noAgeerr-OGsd,4,15,0.0666667
13-CAAL-noAgeerr-OGsd,7,15,0.0666667
13-CAAL-noAgeerr-OGsd,4,16,0.1
13-CAAL-noAgeerr-OGsd,7,16,0.1
