id,sex,age,m,len,len_sd,wt,mat,mat_fec,sr
13-CAAL-noAgeerr-OGsd,1,0,0.707867,77.1911,9.9314,3.38212,8.24305e-09,0,
13-CAAL-noAgeerr-OGsd,1,1,0.4718,130.231,10.3501,21.065,0.000338174,0.0120343,
13-CAAL-noAgeerr-OGsd,1,2,0.4007,163.641,10.6139,47.2976,0.102817,6.44347,
13-CAAL-noAgeerr-OGsd,1,3,0.3766,184.686,10.78,72.7032,0.599071,48.0088,
13-CAAL-noAgeerr-OGsd,1,4,0.3669,197.942,10.8847,93.0425,0.882845,84.6831,
13-CAAL-noAgeerr-OGsd,1,5,0.3629,206.292,10.9506,107.791,0.960492,104.695,
13-CAAL-noAgeerr-OGsd,1,6,0.3612,211.552,10.9922,117.906,0.98213,116.414,
13-CAAL-noAgeerr-OGsd,1,7,0.3605,214.865,11.0183,124.618,0.989548,123.709,
13-CAAL-noAgeerr-OGsd,1,8,0.3602,216.952,11.0348,128.986,0.992638,128.327,
13-CAAL-noAgeerr-OGsd,1,9,0.36,218.267,11.0452,131.793,0.994123,131.258,
13-CAAL-noAgeerr-OGsd,1,10,0.36,219.539,11.0517,134.548,0.995293,134.112,
13-CAAL-noAgeerr-OGsd,1,0.25,0.64885,92.8297,10.0549,6.41438,1.89695e-07,0,
13-CAAL-noAgeerr-OGsd,1,1.25,0.454025,140.082,10.4279,27.2602,0.00229099,0.0120343,
13-CAAL-noAgeerr-OGsd,1,2.25,0.394675,169.846,10.6629,53.9808,0.205731,6.44347,
13-CAAL-noAgeerr-OGsd,1,3.25,0.374175,188.594,10.8109,78.3265,0.702313,48.0088,
13-CAAL-noAgeerr-OGsd,1,4.25,0.3659,200.404,10.9041,97.2289,0.912922,84.6831,
13-CAAL-noAgeerr-OGsd,1,5.25,0.362475,207.843,10.9629,110.705,0.968481,104.695,
13-CAAL-noAgeerr-OGsd,1,6.25,0.361025,212.529,10.9999,119.857,0.984702,116.414,
13-CAAL-noAgeerr-OGsd,1,7.25,0.360425,215.481,11.0232,125.895,0.990565,123.709,
13-CAAL-noAgeerr-OGsd,1,8.25,0.36015,217.34,11.0378,129.809,0.993108,128.327,
13-CAAL-noAgeerr-OGsd,1,9.25,0.36,218.511,11.0471,132.319,0.994365,131.258,
13-CAAL-noAgeerr-OGsd,1,10.25,0.36,219.644,11.0517,134.779,0.99538,134.112,
13-CAAL-noAgeerr-OGsd,1,0.5,0.589834,106.762,10.1649,10.4628,3.10139e-06,0,
13-CAAL-noAgeerr-OGsd,1,1.5,0.43625,148.857,10.4972,33.8052,0.0112661,0.0120343,
13-CAAL-noAgeerr-OGsd,1,2.5,0.38865,175.374,10.7065,60.4873,0.336551,6.44347,
13-CAAL-noAgeerr-OGsd,1,3.5,0.37175,192.076,10.8384,83.5951,0.78187,48.0088,
13-CAAL-noAgeerr-OGsd,1,4.5,0.3649,202.598,10.9215,101.072,0.934282,84.6831,
13-CAAL-noAgeerr-OGsd,1,5.5,0.36205,209.225,10.9738,113.349,0.974375,104.695,
13-CAAL-noAgeerr-OGsd,1,6.5,0.36085,213.399,11.0067,121.615,0.986706,116.414,
13-CAAL-noAgeerr-OGsd,1,7.5,0.36035,216.029,11.0275,127.04,0.991393,123.709,
13-CAAL-noAgeerr-OGsd,1,8.5,0.3601,217.685,11.0406,130.545,0.993504,128.327,
13-CAAL-noAgeerr-OGsd,1,9.5,0.36,218.729,11.0488,132.789,0.994574,131.258,
13-CAAL-noAgeerr-OGsd,1,10.5,0.36,219.738,11.0517,134.984,0.995457,134.112,
13-CAAL-noAgeerr-OGsd,1,0.75,0.530817,119.173,10.2628,15.4034,3.73271e-05,0,
13-CAAL-noAgeerr-OGsd,1,1.75,0.418475,156.676,10.5589,40.5325,0.0397031,0.0120343,
13-CAAL-noAgeerr-OGsd,1,2.75,0.382625,180.298,10.7454,66.7453,0.473884,6.44347,
13-CAAL-noAgeerr-OGsd,1,3.75,0.369325,195.179,10.8629,88.5003,0.840581,48.0088,
13-CAAL-noAgeerr-OGsd,1,4.75,0.3639,204.552,10.9369,104.586,0.949522,84.6831,
13-CAAL-noAgeerr-OGsd,1,5.75,0.361625,210.456,10.9835,115.743,0.978785,104.695,
13-CAAL-noAgeerr-OGsd,1,6.75,0.360675,214.175,11.0129,123.197,0.988287,116.414,
13-CAAL-noAgeerr-OGsd,1,7.75,0.360275,216.517,11.0313,128.066,0.992074,123.709,
13-CAAL-noAgeerr-OGsd,1,8.75,0.36005,217.993,11.043,131.204,0.993838,128.327,
13-CAAL-noAgeerr-OGsd,1,9.75,0.36,218.922,11.0503,133.209,0.994753,131.258,
13-CAAL-noAgeerr-OGsd,1,10.75,0.36,219.821,11.0517,135.167,0.995524,134.112,
