"Value" "Parm_StDev" "type" "Yr"
"Main_RecrDev_1993" 0.122995 0.183349 "Main_RecrDev" 1993
"Main_RecrDev_1994" 0.109534 0.187307 "Main_RecrDev" 1994
"Main_RecrDev_1995" 0.172742 0.19703 "Main_RecrDev" 1995
"Main_RecrDev_1996" 0.275646 0.190422 "Main_RecrDev" 1996
"Main_RecrDev_1997" 0.126553 0.187905 "Main_RecrDev" 1997
"Main_RecrDev_1998" 0.0619855 0.181159 "Main_RecrDev" 1998
"Main_RecrDev_1999" 0.0583525 0.185481 "Main_RecrDev" 1999
"Main_RecrDev_2000" 0.130511 0.193702 "Main_RecrDev" 2000
"Main_RecrDev_2001" 0.229971 0.192867 "Main_RecrDev" 2001
"Main_RecrDev_2002" 0.147982 0.189045 "Main_RecrDev" 2002
"Main_RecrDev_2003" -0.00778415 0.178289 "Main_RecrDev" 2003
"Main_RecrDev_2004" -0.0843531 0.177632 "Main_RecrDev" 2004
"Main_RecrDev_2005" -0.0737185 0.178981 "Main_RecrDev" 2005
"Main_RecrDev_2006" -0.0708659 0.179943 "Main_RecrDev" 2006
"Main_RecrDev_2007" -0.104053 0.179082 "Main_RecrDev" 2007
"Main_RecrDev_2008" -0.0935227 0.178578 "Main_RecrDev" 2008
"Main_RecrDev_2009" -0.0880809 0.181216 "Main_RecrDev" 2009
"Main_RecrDev_2010" -0.099845 0.179564 "Main_RecrDev" 2010
"Main_RecrDev_2011" -0.101644 0.178728 "Main_RecrDev" 2011
"Main_RecrDev_2012" -0.0801836 0.179969 "Main_RecrDev" 2012
"Main_RecrDev_2013" -0.0964662 0.182605 "Main_RecrDev" 2013
"Main_RecrDev_2014" -0.145314 0.176391 "Main_RecrDev" 2014
"Main_RecrDev_2015" -0.144555 0.177675 "Main_RecrDev" 2015
"Main_RecrDev_2016" -0.104491 0.181681 "Main_RecrDev" 2016
"Main_RecrDev_2017" -0.0774739 0.18229 "Main_RecrDev" 2017
"Main_RecrDev_2018" -0.051448 0.182703 "Main_RecrDev" 2018
"Main_RecrDev_2019" -0.0259803 0.185362 "Main_RecrDev" 2019
"Main_RecrDev_2020" -0.0286035 0.191095 "Main_RecrDev" 2020
"Main_RecrDev_2021" -0.00641238 0.197405 "Main_RecrDev" 2021
"Late_RecrDev_2022" -0.000463722 0.19996 "Late_RecrDev" 2022
"ForeRecr_2023" 0 0.2 "ForeRecr" 2023
