"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 67142.8 848.837 NA NA
"SSB_Initial" "SSB_Initial" 58739.3 830.779 NA NA
"SSB_1979" "SSB_1979" 83187.2 5321.96 NA NA
"SSB_1980" "SSB_1980" 82068.1 4834.72 NA NA
"SSB_1981" "SSB_1981" 83757.6 4429.26 NA NA
"SSB_1982" "SSB_1982" 85102.6 4197.5 NA NA
"SSB_1983" "SSB_1983" 81649.9 3846.49 NA NA
"SSB_1984" "SSB_1984" 75129.2 3339 NA NA
"SSB_1985" "SSB_1985" 71169.9 2914.88 NA NA
"SSB_1986" "SSB_1986" 62596.2 2543.03 NA NA
"SSB_1987" "SSB_1987" 55138.3 2192.52 NA NA
"SSB_1988" "SSB_1988" 48898.6 1977.11 NA NA
"SSB_1989" "SSB_1989" 54308.5 2348.77 NA NA
"SSB_1990" "SSB_1990" 76437 3427.46 NA NA
"SSB_1991" "SSB_1991" 84617.7 3972.05 NA NA
"SSB_1992" "SSB_1992" 84497.3 3833.23 NA NA
"SSB_1993" "SSB_1993" 85369.3 3828.08 NA NA
"SSB_1994" "SSB_1994" 94349 4225.21 NA NA
"SSB_1995" "SSB_1995" 104386 4576.29 NA NA
"SSB_1996" "SSB_1996" 112360 4797.07 NA NA
"SSB_1997" "SSB_1997" 111642 4535 NA NA
"SSB_1998" "SSB_1998" 200351 6339.95 NA NA
"SSB_1999" "SSB_1999" 266135 8322.89 NA NA
"SSB_2000" "SSB_2000" 263868 8019.01 NA NA
"SSB_2001" "SSB_2001" 231721 6870.53 NA NA
"SSB_2002" "SSB_2002" 185923 5440.24 NA NA
"SSB_2003" "SSB_2003" 142728 4163.05 NA NA
"SSB_2004" "SSB_2004" 107457 3168.57 NA NA
"SSB_2005" "SSB_2005" 79036 2371.4 NA NA
"SSB_2006" "SSB_2006" 64338.9 1874.86 NA NA
"SSB_2007" "SSB_2007" 60390.5 1709.44 NA NA
"SSB_2008" "SSB_2008" 62831.4 1758.43 NA NA
"SSB_2009" "SSB_2009" 59323.6 1700.22 NA NA
"SSB_2010" "SSB_2010" 53656.9 1539.45 NA NA
"SSB_2011" "SSB_2011" 48439.5 1402.19 NA NA
"SSB_2012" "SSB_2012" 44787.8 1310.35 NA NA
"SSB_2013" "SSB_2013" 42963 1281.32 NA NA
"SSB_2014" "SSB_2014" 44786.4 1333.15 NA NA
"SSB_2015" "SSB_2015" 58773.6 1699.68 NA NA
"SSB_2016" "SSB_2016" 64321.3 1959.7 NA NA
"SSB_2017" "SSB_2017" 62336.4 1939.2 NA NA
"SSB_2018" "SSB_2018" 58315 1841.49 NA NA
"SSB_2019" "SSB_2019" 53249.4 1723.18 NA NA
"SSB_2020" "SSB_2020" 48134.2 1608.74 NA NA
"SSB_2021" "SSB_2021" 42987.1 1498.78 NA NA
"SSB_2022" "SSB_2022" 41727.9 1548.73 NA NA
"SSB_2023" "SSB_2023" 38577.3 1542.41 NA NA
"Recr_Virgin" "Recr_Virgin" 722.47 9.13366 NA NA
"Recr_Initial" "Recr_Initial" 716.067 9.12793 NA NA
"Recr_1979" "Recr_1979" 1099.88 94.6586 NA NA
"Recr_1980" "Recr_1980" 1057.74 85.5449 NA NA
"Recr_1981" "Recr_1981" 763.848 65.4593 NA NA
"Recr_1982" "Recr_1982" 601.081 65.4097 NA NA
"Recr_1983" "Recr_1983" 811.633 75.1923 NA NA
"Recr_1984" "Recr_1984" 306.704 36.3816 NA NA
"Recr_1985" "Recr_1985" 511.52 45.4567 NA NA
"Recr_1986" "Recr_1986" 355.183 34.4161 NA NA
"Recr_1987" "Recr_1987" 1133.71 105.273 NA NA
"Recr_1988" "Recr_1988" 1955.7 164.909 NA NA
"Recr_1989" "Recr_1989" 733.322 91.6336 NA NA
