id,Label,values,lambdas
25-mls-base-1979-corrected,TOTAL,33891.9,
25-mls-base-1979-corrected,Catch,3.75327e-06,
25-mls-base-1979-corrected,Equil_catch,4.66165,
25-mls-base-1979-corrected,Survey,86.452,
25-mls-base-1979-corrected,Length_comp,14047.2,
25-mls-base-1979-corrected,SizeFreq,19427.6,
25-mls-base-1979-corrected,Recruitment,272.773,1
25-mls-base-1979-corrected,InitEQ_Regime,0,1
25-mls-base-1979-corrected,Forecast_Recruitment,53.1323,1
25-mls-base-1979-corrected,Parm_priors,0,1
25-mls-base-1979-corrected,Parm_softbounds,0.0774756,
25-mls-base-1979-corrected,Parm_devs,0,1
25-mls-base-1979-corrected,Crash_Pen,0,1
