id,Year,B.Bmsy,F.Fmsy
25-mls-base-1979-corrected,1979,5.38671,0.0607349
25-mls-base-1979-corrected,1980,5.31424,0.0424445
25-mls-base-1979-corrected,1981,5.42364,0.0824429
25-mls-base-1979-corrected,1982,5.51074,0.0920563
25-mls-base-1979-corrected,1983,5.28716,0.0559204
25-mls-base-1979-corrected,1984,4.86492,0.0674042
25-mls-base-1979-corrected,1985,4.60854,0.0815737
25-mls-base-1979-corrected,1986,4.05336,0.0735616
25-mls-base-1979-corrected,1987,3.57043,0.0710527
25-mls-base-1979-corrected,1988,3.16638,0.0750947
25-mls-base-1979-corrected,1989,3.51669,0.0768621
25-mls-base-1979-corrected,1990,4.9496,0.0532607
25-mls-base-1979-corrected,1991,5.47934,0.0424955
25-mls-base-1979-corrected,1992,5.47154,0.0339147
25-mls-base-1979-corrected,1993,5.528,0.0377982
25-mls-base-1979-corrected,1994,6.10948,0.057762
25-mls-base-1979-corrected,1995,6.75941,0.0457143
25-mls-base-1979-corrected,1996,7.27573,0.0378858
25-mls-base-1979-corrected,1997,7.22928,0.0209282
25-mls-base-1979-corrected,1998,12.9735,0.0286167
25-mls-base-1979-corrected,1999,17.2333,0.0320454
25-mls-base-1979-corrected,2000,17.0865,0.0398304
25-mls-base-1979-corrected,2001,15.0049,0.0495236
25-mls-base-1979-corrected,2002,12.0393,0.068127
25-mls-base-1979-corrected,2003,9.24219,0.12188
25-mls-base-1979-corrected,2004,6.95828,0.118837
25-mls-base-1979-corrected,2005,5.1179,0.0894296
25-mls-base-1979-corrected,2006,4.1662,0.0682046
25-mls-base-1979-corrected,2007,3.91053,0.0603021
25-mls-base-1979-corrected,2008,4.06858,0.085765
25-mls-base-1979-corrected,2009,3.84144,0.0823959
25-mls-base-1979-corrected,2010,3.4745,0.0890501
25-mls-base-1979-corrected,2011,3.13665,0.10371
25-mls-base-1979-corrected,2012,2.90019,0.0959574
25-mls-base-1979-corrected,2013,2.78203,0.054014
25-mls-base-1979-corrected,2014,2.9001,0.0593502
25-mls-base-1979-corrected,2015,3.80583,0.0578498
25-mls-base-1979-corrected,2016,4.16506,0.0502742
25-mls-base-1979-corrected,2017,4.03653,0.0521344
25-mls-base-1979-corrected,2018,3.77613,0.0718795
25-mls-base-1979-corrected,2019,3.44811,0.0738723
25-mls-base-1979-corrected,2020,3.11688,0.0755051
25-mls-base-1979-corrected,2021,2.78359,0.0858159
25-mls-base-1979-corrected,2022,2.70205,0.0978604
25-mls-base-1979-corrected,2023,2.49803,0.0978604
