"Value" "Parm_StDev" "type" "Yr"
"Early_InitAge_10" 0.0834787 0.207112 "Early_InitAge" 1969
"Early_InitAge_9" 0.0376128 0.203535 "Early_InitAge" 1970
"Early_InitAge_8" 0.0565187 0.20514 "Early_InitAge" 1971
"Early_InitAge_7" 0.0862792 0.207464 "Early_InitAge" 1972
"Early_InitAge_6" 0.134488 0.210842 "Early_InitAge" 1973
"Early_InitAge_5" 0.21917 0.216527 "Early_InitAge" 1974
"Early_InitAge_4" 0.385078 0.230147 "Early_InitAge" 1975
"Early_InitAge_3" 0.66678 0.205459 "Early_InitAge" 1976
"Early_InitAge_2" 0.270326 0.143049 "Early_InitAge" 1977
"Early_InitAge_1" 0.170447 0.104843 "Early_InitAge" 1978
"Main_RecrDev_1979" 0.408149 0.0843751 "Main_RecrDev" 1979
"Main_RecrDev_1980" 0.369785 0.0796453 "Main_RecrDev" 1980
"Main_RecrDev_1981" 0.0432172 0.0843622 "Main_RecrDev" 1981
"Main_RecrDev_1982" -0.197224 0.108168 "Main_RecrDev" 1982
"Main_RecrDev_1983" 0.105206 0.0927489 "Main_RecrDev" 1983
"Main_RecrDev_1984" -0.863458 0.118255 "Main_RecrDev" 1984
"Main_RecrDev_1985" -0.348832 0.0893695 "Main_RecrDev" 1985
"Main_RecrDev_1986" -0.705515 0.0957574 "Main_RecrDev" 1986
"Main_RecrDev_1987" 0.464091 0.0918899 "Main_RecrDev" 1987
"Main_RecrDev_1988" 1.01888 0.0836131 "Main_RecrDev" 1988
"Main_RecrDev_1989" 0.0295716 0.124375 "Main_RecrDev" 1989
"Main_RecrDev_1990" 0.282696 0.11783 "Main_RecrDev" 1990
"Main_RecrDev_1991" 0.319993 0.130446 "Main_RecrDev" 1991
"Main_RecrDev_1992" 0.772087 0.117287 "Main_RecrDev" 1992
"Main_RecrDev_1993" 0.717922 0.106911 "Main_RecrDev" 1993
"Main_RecrDev_1994" 0.722296 0.0968704 "Main_RecrDev" 1994
"Main_RecrDev_1995" 0.250243 0.129676 "Main_RecrDev" 1995
"Main_RecrDev_1996" 2.32455 0.0441082 "Main_RecrDev" 1996
"Main_RecrDev_1997" 1.53831 0.0453183 "Main_RecrDev" 1997
"Main_RecrDev_1998" 0.912411 0.0417885 "Main_RecrDev" 1998
"Main_RecrDev_1999" 0.482345 0.0408118 "Main_RecrDev" 1999
"Main_RecrDev_2000" -0.597548 0.0519884 "Main_RecrDev" 2000
"Main_RecrDev_2001" -0.564923 0.0415825 "Main_RecrDev" 2001
"Main_RecrDev_2002" -0.851118 0.0437007 "Main_RecrDev" 2002
"Main_RecrDev_2003" -1.6911 0.059176 "Main_RecrDev" 2003
"Main_RecrDev_2004" -0.242151 0.0566852 "Main_RecrDev" 2004
"Main_RecrDev_2005" 0.0109667 0.0536592 "Main_RecrDev" 2005
"Main_RecrDev_2006" 0.255599 0.0437379 "Main_RecrDev" 2006
"Main_RecrDev_2007" -0.554252 0.0528463 "Main_RecrDev" 2007
"Main_RecrDev_2008" -0.360847 0.0524616 "Main_RecrDev" 2008
"Main_RecrDev_2009" -0.531378 0.0556427 "Main_RecrDev" 2009
"Main_RecrDev_2010" -0.37896 0.0506346 "Main_RecrDev" 2010
"Main_RecrDev_2011" -0.341416 0.048852 "Main_RecrDev" 2011
"Main_RecrDev_2012" -0.0740578 0.0496982 "Main_RecrDev" 2012
"Main_RecrDev_2013" 0.743618 0.039913 "Main_RecrDev" 2013
"Main_RecrDev_2014" -0.1695 0.0452659 "Main_RecrDev" 2014
"Main_RecrDev_2015" -0.154217 0.0420041 "Main_RecrDev" 2015
"Main_RecrDev_2016" -0.333936 0.0450325 "Main_RecrDev" 2016
"Main_RecrDev_2017" -0.427083 0.0449192 "Main_RecrDev" 2017
"Main_RecrDev_2018" -0.561011 0.0451879 "Main_RecrDev" 2018
"Main_RecrDev_2019" -0.701137 0.0483007 "Main_RecrDev" 2019
"Main_RecrDev_2020" -0.196063 0.0478212 "Main_RecrDev" 2020
"Main_RecrDev_2021" -0.926205 0.0560375 "Main_RecrDev" 2021
"Late_RecrDev_2022" -2.06169 0.0849206 "Late_RecrDev" 2022
"ForeRecr_2023" 0 0.2 "ForeRecr" 2023
