"Value" "Parm_StDev" "type" "Yr"
"Main_RecrDev_2009" -0.0102197 0 "Main_RecrDev" 2009
"Main_RecrDev_2010" -0.0884636 0 "Main_RecrDev" 2010
"Main_RecrDev_2011" -0.112148 0 "Main_RecrDev" 2011
"Main_RecrDev_2012" -0.0857431 0 "Main_RecrDev" 2012
"Main_RecrDev_2013" -0.0483248 0 "Main_RecrDev" 2013
"Main_RecrDev_2014" 0.0199146 0 "Main_RecrDev" 2014
"Main_RecrDev_2015" -0.0450414 0 "Main_RecrDev" 2015
"Main_RecrDev_2016" -0.0269418 0 "Main_RecrDev" 2016
"Main_RecrDev_2017" 0.0332024 0 "Main_RecrDev" 2017
"Main_RecrDev_2018" 0.00518838 0 "Main_RecrDev" 2018
"Main_RecrDev_2019" -0.169258 0 "Main_RecrDev" 2019
"Main_RecrDev_2020" 0.0939642 0 "Main_RecrDev" 2020
"Main_RecrDev_2021" 0.213918 0 "Main_RecrDev" 2021
"Late_RecrDev_2022" 0.146704 0 "Late_RecrDev" 2022
"ForeRecr_2023" 0 0 "ForeRecr" 2023
