"Value" "Parm_StDev" "type" "Yr"
"Early_InitAge_10" 0.00328451 0 "Early_InitAge" 1942
"Early_InitAge_9" 0.00142437 0 "Early_InitAge" 1943
"Early_InitAge_8" 0.00206802 0 "Early_InitAge" 1944
"Early_InitAge_7" 0.00304188 0 "Early_InitAge" 1945
"Early_InitAge_6" 0.00461875 0 "Early_InitAge" 1946
"Early_InitAge_5" 0.00743013 0 "Early_InitAge" 1947
"Early_InitAge_4" 0.0128685 0 "Early_InitAge" 1948
"Early_InitAge_3" 0.0219312 0 "Early_InitAge" 1949
"Early_InitAge_2" 0.0261904 0 "Early_InitAge" 1950
"Early_InitAge_1" 0.0235652 0 "Early_InitAge" 1951
"Main_RecrDev_1952" 0.0304855 0 "Main_RecrDev" 1952
"Main_RecrDev_1953" 0.0386002 0 "Main_RecrDev" 1953
"Main_RecrDev_1954" 0.0293204 0 "Main_RecrDev" 1954
"Main_RecrDev_1955" 0.00540578 0 "Main_RecrDev" 1955
"Main_RecrDev_1956" -0.00523274 0 "Main_RecrDev" 1956
"Main_RecrDev_1957" 0.000183822 0 "Main_RecrDev" 1957
"Main_RecrDev_1958" 0.0182888 0 "Main_RecrDev" 1958
"Main_RecrDev_1959" 0.0458283 0 "Main_RecrDev" 1959
"Main_RecrDev_1960" 0.0208159 0 "Main_RecrDev" 1960
"Main_RecrDev_1961" 0.0231767 0 "Main_RecrDev" 1961
"Main_RecrDev_1962" 0.00204134 0 "Main_RecrDev" 1962
"Main_RecrDev_1963" -0.0138321 0 "Main_RecrDev" 1963
"Main_RecrDev_1964" -0.0490091 0 "Main_RecrDev" 1964
"Main_RecrDev_1965" -0.0428341 0 "Main_RecrDev" 1965
"Main_RecrDev_1966" -0.0339531 0 "Main_RecrDev" 1966
"Main_RecrDev_1967" -0.137536 0 "Main_RecrDev" 1967
"Main_RecrDev_1968" -0.10103 0 "Main_RecrDev" 1968
"Main_RecrDev_1969" -0.173385 0 "Main_RecrDev" 1969
"Main_RecrDev_1970" -0.142375 0 "Main_RecrDev" 1970
"Main_RecrDev_1971" -0.153784 0 "Main_RecrDev" 1971
"Main_RecrDev_1972" -0.108059 0 "Main_RecrDev" 1972
"Main_RecrDev_1973" -0.173341 0 "Main_RecrDev" 1973
"Main_RecrDev_1974" -0.083662 0 "Main_RecrDev" 1974
"Main_RecrDev_1975" -0.0905027 0 "Main_RecrDev" 1975
"Main_RecrDev_1976" -0.113543 0 "Main_RecrDev" 1976
"Main_RecrDev_1977" -0.0944484 0 "Main_RecrDev" 1977
"Main_RecrDev_1978" -0.120676 0 "Main_RecrDev" 1978
"Main_RecrDev_1979" 0.098759 0 "Main_RecrDev" 1979
"Main_RecrDev_1980" 0.0336322 0 "Main_RecrDev" 1980
"Main_RecrDev_1981" 0.219743 0 "Main_RecrDev" 1981
"Main_RecrDev_1982" -0.298593 0 "Main_RecrDev" 1982
"Main_RecrDev_1983" 0.0710911 0 "Main_RecrDev" 1983
"Main_RecrDev_1984" -0.277113 0 "Main_RecrDev" 1984
"Main_RecrDev_1985" -0.0625716 0 "Main_RecrDev" 1985
"Main_RecrDev_1986" -0.277883 0 "Main_RecrDev" 1986
"Main_RecrDev_1987" -0.138366 0 "Main_RecrDev" 1987
"Main_RecrDev_1988" 0.404837 0 "Main_RecrDev" 1988
"Main_RecrDev_1989" 0.0613921 0 "Main_RecrDev" 1989
"Main_RecrDev_1990" -0.0327946 0 "Main_RecrDev" 1990
"Main_RecrDev_1991" -0.0801347 0 "Main_RecrDev" 1991
"Main_RecrDev_1992" 0.0346796 0 "Main_RecrDev" 1992
"Main_RecrDev_1993" 0.298307 0 "Main_RecrDev" 1993
"Main_RecrDev_1994" 0.124725 0 "Main_RecrDev" 1994
"Main_RecrDev_1995" 0.177987 0 "Main_RecrDev" 1995
"Main_RecrDev_1996" -0.101324 0 "Main_RecrDev" 1996
"Main_RecrDev_1997" 0.657487 0 "Main_RecrDev" 1997
"Main_RecrDev_1998" 0.138403 0 "Main_RecrDev" 1998
"Main_RecrDev_1999" 0.264816 0 "Main_RecrDev" 1999
"Main_RecrDev_2000" 0.328047 0 "Main_RecrDev" 2000
"Main_RecrDev_2001" -0.329902 0 "Main_RecrDev" 2001
"Main_RecrDev_2002" 0.329928 0 "Main_RecrDev" 2002
"Main_RecrDev_2003" -0.0519136 0 "Main_RecrDev" 2003
"Main_RecrDev_2004" -0.031777 0 "Main_RecrDev" 2004
"Main_RecrDev_2005" 0.050854 0 "Main_RecrDev" 2005
"Main_RecrDev_2006" -0.0670332 0 "Main_RecrDev" 2006
"Main_RecrDev_2007" 0.0710264 0 "Main_RecrDev" 2007
"Main_RecrDev_2008" 0.0266998 0 "Main_RecrDev" 2008
