"Value" "Parm_StDev" "type" "Yr"
"Early_InitAge_10" 3.56575e-05 0.200003 "Early_InitAge" 1942
"Early_InitAge_9" 1.54311e-05 0.200001 "Early_InitAge" 1943
"Early_InitAge_8" 2.20628e-05 0.200002 "Early_InitAge" 1944
"Early_InitAge_7" 3.14831e-05 0.200003 "Early_InitAge" 1945
"Early_InitAge_6" 4.47853e-05 0.200004 "Early_InitAge" 1946
"Early_InitAge_5" 6.34073e-05 0.200006 "Early_InitAge" 1947
"Early_InitAge_4" 8.90447e-05 0.200008 "Early_InitAge" 1948
"Early_InitAge_3" 0.000123083 0.20001 "Early_InitAge" 1949
"Early_InitAge_2" 0.000166957 0.200013 "Early_InitAge" 1950
"Early_InitAge_1" 0.000225954 0.200017 "Early_InitAge" 1951
"Main_RecrDev_1952" 0.000534233 0.198716 "Main_RecrDev" 1952
"Main_RecrDev_1953" 0.000617103 0.198722 "Main_RecrDev" 1953
"Main_RecrDev_1954" 0.00071605 0.19873 "Main_RecrDev" 1954
"Main_RecrDev_1955" 0.000826907 0.198739 "Main_RecrDev" 1955
"Main_RecrDev_1956" 0.000981349 0.19875 "Main_RecrDev" 1956
"Main_RecrDev_1957" 0.00117535 0.198764 "Main_RecrDev" 1957
"Main_RecrDev_1958" 0.00141694 0.198781 "Main_RecrDev" 1958
"Main_RecrDev_1959" 0.00170459 0.198801 "Main_RecrDev" 1959
"Main_RecrDev_1960" 0.00205108 0.198827 "Main_RecrDev" 1960
"Main_RecrDev_1961" 0.00245149 0.19886 "Main_RecrDev" 1961
"Main_RecrDev_1962" 0.00289124 0.1989 "Main_RecrDev" 1962
"Main_RecrDev_1963" 0.00349443 0.19895 "Main_RecrDev" 1963
"Main_RecrDev_1964" 0.00427552 0.199014 "Main_RecrDev" 1964
"Main_RecrDev_1965" 0.00533063 0.199102 "Main_RecrDev" 1965
"Main_RecrDev_1966" 0.00671245 0.19921 "Main_RecrDev" 1966
"Main_RecrDev_1967" 0.00853113 0.199341 "Main_RecrDev" 1967
"Main_RecrDev_1968" 0.0110304 0.199506 "Main_RecrDev" 1968
"Main_RecrDev_1969" 0.0142025 0.199704 "Main_RecrDev" 1969
"Main_RecrDev_1970" 0.0180468 0.199934 "Main_RecrDev" 1970
"Main_RecrDev_1971" 0.0225464 0.200176 "Main_RecrDev" 1971
"Main_RecrDev_1972" 0.0282652 0.200446 "Main_RecrDev" 1972
"Main_RecrDev_1973" 0.0361626 0.20073 "Main_RecrDev" 1973
"Main_RecrDev_1974" 0.0475624 0.200934 "Main_RecrDev" 1974
"Main_RecrDev_1975" 0.0639532 0.200765 "Main_RecrDev" 1975
"Main_RecrDev_1976" 0.0812859 0.199918 "Main_RecrDev" 1976
"Main_RecrDev_1977" 0.0766355 0.19881 "Main_RecrDev" 1977
"Main_RecrDev_1978" 0.0522464 0.196552 "Main_RecrDev" 1978
"Main_RecrDev_1979" 0.0497562 0.194699 "Main_RecrDev" 1979
"Main_RecrDev_1980" 0.0266167 0.192323 "Main_RecrDev" 1980
"Main_RecrDev_1981" -0.0174839 0.190315 "Main_RecrDev" 1981
"Main_RecrDev_1982" -0.0259989 0.190163 "Main_RecrDev" 1982
"Main_RecrDev_1983" -0.0438882 0.190585 "Main_RecrDev" 1983
"Main_RecrDev_1984" -0.0276991 0.191899 "Main_RecrDev" 1984
"Main_RecrDev_1985" 0.00263626 0.192426 "Main_RecrDev" 1985
"Main_RecrDev_1986" 0.0366818 0.193345 "Main_RecrDev" 1986
"Main_RecrDev_1987" 0.0444661 0.19467 "Main_RecrDev" 1987
"Main_RecrDev_1988" 0.000580539 0.192688 "Main_RecrDev" 1988
"Main_RecrDev_1989" -0.0252203 0.192496 "Main_RecrDev" 1989
"Main_RecrDev_1990" -0.00699179 0.193575 "Main_RecrDev" 1990
"Main_RecrDev_1991" 0.0431007 0.196429 "Main_RecrDev" 1991
"Main_RecrDev_1992" 0.084186 0.20039 "Main_RecrDev" 1992
"Main_RecrDev_1993" 0.103017 0.203078 "Main_RecrDev" 1993
"Main_RecrDev_1994" 0.115952 0.205267 "Main_RecrDev" 1994
"Main_RecrDev_1995" 0.114056 0.206956 "Main_RecrDev" 1995
"Main_RecrDev_1996" 0.0772773 0.204693 "Main_RecrDev" 1996
"Main_RecrDev_1997" 0.019478 0.197268 "Main_RecrDev" 1997
"Main_RecrDev_1998" 0.00245373 0.194549 "Main_RecrDev" 1998
"Main_RecrDev_1999" 0.0229576 0.196318 "Main_RecrDev" 1999
"Main_RecrDev_2000" 0.0532691 0.200343 "Main_RecrDev" 2000
"Main_RecrDev_2001" 0.0545779 0.20157 "Main_RecrDev" 2001
"Main_RecrDev_2002" 0.00830219 0.194706 "Main_RecrDev" 2002
"Main_RecrDev_2003" -0.0395215 0.189636 "Main_RecrDev" 2003
"Main_RecrDev_2004" -0.0619725 0.188393 "Main_RecrDev" 2004
"Main_RecrDev_2005" -0.0672696 0.188142 "Main_RecrDev" 2005
"Main_RecrDev_2006" -0.0797126 0.187871 "Main_RecrDev" 2006
"Main_RecrDev_2007" -0.0935963 0.187566 "Main_RecrDev" 2007
"Main_RecrDev_2008" -0.0941679 0.187598 "Main_RecrDev" 2008
"Main_RecrDev_2009" -0.0952623 0.187745 "Main_RecrDev" 2009
"Main_RecrDev_2010" -0.0941773 0.188036 "Main_RecrDev" 2010
"Main_RecrDev_2011" -0.0916834 0.188248 "Main_RecrDev" 2011
"Main_RecrDev_2012" -0.0929291 0.188312 "Main_RecrDev" 2012
"Main_RecrDev_2013" -0.0990155 0.188696 "Main_RecrDev" 2013
"Main_RecrDev_2014" -0.0990137 0.189562 "Main_RecrDev" 2014
"Main_RecrDev_2015" -0.0830719 0.190501 "Main_RecrDev" 2015
"Main_RecrDev_2016" -0.0574288 0.191526 "Main_RecrDev" 2016
"Main_RecrDev_2017" -0.0351626 0.192628 "Main_RecrDev" 2017
"Main_RecrDev_2018" -0.0144735 0.193864 "Main_RecrDev" 2018
"Main_RecrDev_2019" -0.00272497 0.195679 "Main_RecrDev" 2019
"Main_RecrDev_2020" -0.0051366 0.197305 "Main_RecrDev" 2020
"Main_RecrDev_2021" -0.00141081 0.1985 "Main_RecrDev" 2021
"Late_RecrDev_2022" -3.70568e-05 0.199996 "Late_RecrDev" 2022
"ForeRecr_2023" 0 0.2 "ForeRecr" 2023
