id,number,name,tag,n_warn,par_status,par_afterbound,nfleets,startyr,endyr,n_seasons,ss_version,n_par_active,n_par_active_nd,n_par_total,log_det_hessian,mgc,nll,Catch,Equil_catch,Survey,Length_comp,Age_comp,SizeFreq,Recruitment,InitEQ_Regime,Forecast_Recruitment,Parm_priors,Parm_softbounds,Parm_devs,Crash_Pen,ltrend,runs,ar,sdr,sigmaR,steepness,M_m,L0_m,Linf_m,k_m,M_f,L0_f,Linf_f,k_f,F_2016,F_2022,SSB_virgin,SSB_Initial,SSB_2016,SSB_2022,MSY,SSB_MSY,F_MSY,B_Bmsy_2016,B_Bmsy_2022,F_Fmsy_2016,F_Fmsy_2022,R_virgin,R_initial,dep_st,dep_dyn_2016,dep_dyn_2022,mohns_rho_ssb,mohns_rho_f,average_xval_cpue_mase,average_xval_len_mase
46-CAAL-revASPM-16,46,CAAL-revASPM-16,,170,0.00952380952380953,0.971428571428571,16,1952,2022,4,3.3,187,105,2605,1378.05,0.247253,-50.0407,0.000954385,0,-31.3906,0,0,9.09004,-27.7411,7.83875e-31,1.7165e-08,0,0,0,0,0.45,1.03169976284043e-12,3.22035087812832e-32,0.0531431888501678,0.2,0.8,,,,0.461432,0.36,77.3185,220.581,0.461432,0.207845,0.175523,21894.5,21894.5,12015,13972.1,3564.37,4822.6,0.629129,2.49138,2.8972,0.207845,0.175523,308.899,308.899,0.655676083034552,0.607440962198618,0.678619651270096,,,,
