Label,ALL,F01_LL.JP.1,F02_LL.JP.2,F03_LL.JP.3,F04_LL.JP.4,F05_LL.TW.4,F06_LL.AU.2,F07_LL.AU.3,F08_LL.NZ.3,F09.REC.AU.3,F10_REC.NZ.3,F11_LL.ALL.1,F12_LL.ALL.2,F13_LL.ALL.3,F14_LL.ALL.4,F16_LL.JP.2_early,S01_INDEX.1-4,id
Catch_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36-CAAL-revASPM-06
Catch_like,0.136093,0.00292663,0.000443708,0.00630023,0.00531359,0.000167069,0.000201981,0.000251091,0.000205425,0.000236993,0.00248559,9.30853e-05,0.000794536,0.000376548,7.95588e-05,0.116217,0,36-CAAL-revASPM-06
Init_equ_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36-CAAL-revASPM-06
Init_equ_like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36-CAAL-revASPM-06
Surv_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36-CAAL-revASPM-06
Surv_like,-27.8752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.8752,36-CAAL-revASPM-06
Surv_N_use,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,36-CAAL-revASPM-06
Surv_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36-CAAL-revASPM-06
Length_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36-CAAL-revASPM-06
Length_like,0,0,0,14.1182,0,6.33786,0,0,0,0,22.6287,39.2142,0,0,27.8668,0,0,36-CAAL-revASPM-06
Length_N_use,,0,0,23,0,17,0,0,0,0,20,48,0,0,41,0,0,36-CAAL-revASPM-06
Length_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36-CAAL-revASPM-06
Age_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36-CAAL-revASPM-06
Age_like,0,0,0,0,0,0,0,0,0,0.0345646,0.0487443,0,0.0263467,0,0,0,0,36-CAAL-revASPM-06
Age_N_use,,0,0,0,0,0,0,0,0,22,28,0,25,0,0,0,0,36-CAAL-revASPM-06
Age_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36-CAAL-revASPM-06
SizeFreq_lambda:_1,,,0,0,,,1,0,,0,0,,,,,,0,36-CAAL-revASPM-06
SizeFreq_like:_1,335.92,,94.2213,33.6954,,,335.92,191.97,,56.2403,59.9075,,,,,,8.26428,36-CAAL-revASPM-06
