Label,ALL,F01_LL.JP.1,F02_LL.JP.2,F03_LL.JP.3,F04_LL.JP.4,F05_LL.TW.4,F06_LL.AU.2,F07_LL.AU.3,F08_LL.NZ.3,F09.REC.AU.3,F10_REC.NZ.3,F11_LL.ALL.1,F12_LL.ALL.2,F13_LL.ALL.3,F14_LL.ALL.4,F16_LL.JP.2_early,S01_INDEX.1-4,id
Catch_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39-CAAL-revASPM-09
Catch_like,0.0750897,0.00327833,0.000495371,0.00792191,0.00598732,0.000216985,0.000211943,0.000266447,0.000217719,0.000267677,0.00294026,0.000118442,0.000996771,0.000422803,8.32634e-05,0.0516645,0,39-CAAL-revASPM-09
Init_equ_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39-CAAL-revASPM-09
Init_equ_like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39-CAAL-revASPM-09
Surv_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39-CAAL-revASPM-09
Surv_like,-31.5817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31.5817,39-CAAL-revASPM-09
Surv_N_use,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,39-CAAL-revASPM-09
Surv_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39-CAAL-revASPM-09
Length_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39-CAAL-revASPM-09
Length_like,0,0,0,14.3375,0,6.30486,0,0,0,0,22.4903,37.6468,0,0,28.4345,0,0,39-CAAL-revASPM-09
Length_N_use,,0,0,23,0,17,0,0,0,0,20,48,0,0,41,0,0,39-CAAL-revASPM-09
Length_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39-CAAL-revASPM-09
Age_lambda,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39-CAAL-revASPM-09
Age_like,0.034949,0,0,0,0,0,0,0,0,0.034949,0.0489383,0,0.0264129,0,0,0,0,39-CAAL-revASPM-09
Age_N_use,,0,0,0,0,0,0,0,0,22,28,0,25,0,0,0,0,39-CAAL-revASPM-09
Age_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39-CAAL-revASPM-09
SizeFreq_lambda:_1,,,0,0,,,0,0,,1,0,,,,,,0,39-CAAL-revASPM-09
SizeFreq_like:_1,56.6072,,94.744,34.6843,,,387.797,204.616,,56.6072,60.7982,,,,,,8.63849,39-CAAL-revASPM-09
