id,like_comp,fleet,phase,value,sizefreq_method
39-CAAL-revASPM-09,1,9,1,1,1
39-CAAL-revASPM-09,1,16,1,1,1
39-CAAL-revASPM-09,4,9,1,1,1
39-CAAL-revASPM-09,5,9,1,1,1
39-CAAL-revASPM-09,7,9,1,1,1
39-CAAL-revASPM-09,6,9,1,1,1
