"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 11825.7 336.472 NA NA
"SSB_Initial" "SSB_Initial" 11825.7 336.472 NA NA
"SSB_1952" "SSB_1952" 11874 906.918 NA NA
"SSB_1953" "SSB_1953" 11836 878.627 NA NA
"SSB_1954" "SSB_1954" 10643.2 893.135 NA NA
"SSB_1955" "SSB_1955" 4425.75 1223.91 NA NA
"SSB_1956" "SSB_1956" 3566.81 1015.38 NA NA
"SSB_1957" "SSB_1957" 3578.05 888.105 NA NA
"SSB_1958" "SSB_1958" 3671.15 844.528 NA NA
"SSB_1959" "SSB_1959" 2825.47 768.091 NA NA
"SSB_1960" "SSB_1960" 2612.31 701.252 NA NA
"SSB_1961" "SSB_1961" 2467.95 631.692 NA NA
"SSB_1962" "SSB_1962" 1548.87 512.181 NA NA
"SSB_1963" "SSB_1963" 1226.68 415.942 NA NA
"SSB_1964" "SSB_1964" 937.027 350.858 NA NA
"SSB_1965" "SSB_1965" 1298.63 405.275 NA NA
"SSB_1966" "SSB_1966" 1295.08 456.317 NA NA
"SSB_1967" "SSB_1967" 973.917 463.959 NA NA
"SSB_1968" "SSB_1968" 1405.33 517.733 NA NA
"SSB_1969" "SSB_1969" 1903.22 617.284 NA NA
"SSB_1970" "SSB_1970" 2259.5 728.49 NA NA
"SSB_1971" "SSB_1971" 1658.07 658.768 NA NA
"SSB_1972" "SSB_1972" 1215.84 522.346 NA NA
"SSB_1973" "SSB_1973" 1222.13 473.003 NA NA
"SSB_1974" "SSB_1974" 1232.59 501.852 NA NA
"SSB_1975" "SSB_1975" 1314.5 559.716 NA NA
"SSB_1976" "SSB_1976" 1521.56 616.364 NA NA
"SSB_1977" "SSB_1977" 1719.55 672.524 NA NA
"SSB_1978" "SSB_1978" 2313.7 751.789 NA NA
"SSB_1979" "SSB_1979" 2175.97 703.526 NA NA
"SSB_1980" "SSB_1980" 2011.13 658.401 NA NA
"SSB_1981" "SSB_1981" 2336.5 636.734 NA NA
"SSB_1982" "SSB_1982" 1768.02 533.69 NA NA
"SSB_1983" "SSB_1983" 1223 434.839 NA NA
"SSB_1984" "SSB_1984" 1519.66 430.928 NA NA
"SSB_1985" "SSB_1985" 1537.14 429.377 NA NA
"SSB_1986" "SSB_1986" 1391.6 434.182 NA NA
"SSB_1987" "SSB_1987" 1467.15 440.972 NA NA
"SSB_1988" "SSB_1988" 1672.23 481.524 NA NA
"SSB_1989" "SSB_1989" 1703.54 498.511 NA NA
"SSB_1990" "SSB_1990" 1298.08 425.183 NA NA
"SSB_1991" "SSB_1991" 1383.03 413.217 NA NA
"SSB_1992" "SSB_1992" 1622.17 453.335 NA NA
"SSB_1993" "SSB_1993" 1930.21 510.319 NA NA
"SSB_1994" "SSB_1994" 2038.67 530.628 NA NA
"SSB_1995" "SSB_1995" 1681.18 469.077 NA NA
"SSB_1996" "SSB_1996" 1832.62 475.416 NA NA
"SSB_1997" "SSB_1997" 2196.9 537.878 NA NA
"SSB_1998" "SSB_1998" 2496.87 579.467 NA NA
"SSB_1999" "SSB_1999" 1948.52 511.322 NA NA
"SSB_2000" "SSB_2000" 1715.8 432.732 NA NA
"SSB_2001" "SSB_2001" 1633.87 400.708 NA NA
"SSB_2002" "SSB_2002" 1678.41 427.068 NA NA
"SSB_2003" "SSB_2003" 1806.51 443.27 NA NA
"SSB_2004" "SSB_2004" 1476.74 380.623 NA NA
"SSB_2005" "SSB_2005" 1269.44 333.332 NA NA
"SSB_2006" "SSB_2006" 1202.45 327.022 NA NA
"SSB_2007" "SSB_2007" 1228.62 337.328 NA NA
"SSB_2008" "SSB_2008" 1277.25 345.776 NA NA
"SSB_2009" "SSB_2009" 1125.93 332.703 NA NA
"SSB_2010" "SSB_2010" 1141.17 328.22 NA NA
"SSB_2011" "SSB_2011" 1124.57 322.844 NA NA
"SSB_2012" "SSB_2012" 981.728 301.55 NA NA
"SSB_2013" "SSB_2013" 901.787 285.822 NA NA
"SSB_2014" "SSB_2014" 1090.46 311.394 NA NA
"SSB_2015" "SSB_2015" 975.83 310.221 NA NA
"SSB_2016" "SSB_2016" 852.151 304.358 NA NA
"SSB_2017" "SSB_2017" 974.872 323.548 NA NA
"SSB_2018" "SSB_2018" 1133.66 371.454 NA NA
"SSB_2019" "SSB_2019" 1162.35 414.59 NA NA
"SSB_2020" "SSB_2020" 1261.17 455.929 NA NA
"SSB_2021" "SSB_2021" 1454.45 501.829 NA NA
"SSB_2022" "SSB_2022" 1586.36 563.37 NA NA
"SSB_2023" "SSB_2023" 1847.36 653.925 NA NA
"Recr_Virgin" "Recr_Virgin" 166.843 4.74712 NA NA
"Recr_Initial" "Recr_Initial" 166.843 4.74712 NA NA
"Recr_1952" "Recr_1952" 171.013 34.1787 NA NA
"Recr_1953" "Recr_1953" 171.623 34.0968 NA NA
"Recr_1954" "Recr_1954" 170.817 33.8057 NA NA
"Recr_1955" "Recr_1955" 155.849 30.9683 NA NA
"Recr_1956" "Recr_1956" 150.819 29.8618 NA NA
"Recr_1957" "Recr_1957" 151.358 29.482 NA NA
"Recr_1958" "Recr_1958" 152.397 29.3444 NA NA
"Recr_1959" "Recr_1959" 144.887 27.7489 NA NA
"Recr_1960" "Recr_1960" 142.405 26.9774 NA NA
"Recr_1961" "Recr_1961" 140.334 26.3279 NA NA
"Recr_1962" "Recr_1962" 121.623 24.4707 NA NA
"Recr_1963" "Recr_1963" 110.979 23.4166 NA NA
"Recr_1964" "Recr_1964" 98.6841 22.6003 NA NA
"Recr_1965" "Recr_1965" 112.966 22.8873 NA NA
"Recr_1966" "Recr_1966" 112.538 23.789 NA NA
"Recr_1967" "Recr_1967" 99.808 25.8804 NA NA
"Recr_1968" "Recr_1968" 115.909 23.9888 NA NA
"Recr_1969" "Recr_1969" 128.128 24.3858 NA NA
"Recr_1970" "Recr_1970" 134.245 25.2026 NA NA
"Recr_1971" "Recr_1971" 122.426 24.7159 NA NA
"Recr_1972" "Recr_1972" 109.367 24.4568 NA NA
"Recr_1973" "Recr_1973" 109.321 23.6316 NA NA
"Recr_1974" "Recr_1974" 109.414 24.2869 NA NA
"Recr_1975" "Recr_1975" 112.558 24.9025 NA NA
"Recr_1976" "Recr_1976" 119.34 24.155 NA NA
"Recr_1977" "Recr_1977" 121.85 23.573 NA NA
"Recr_1978" "Recr_1978" 127.44 23.829 NA NA
"Recr_1979" "Recr_1979" 129.256 23.3395 NA NA
"Recr_1980" "Recr_1980" 126.052 21.6944 NA NA
"Recr_1981" "Recr_1981" 119.207 20.4653 NA NA
"Recr_1982" "Recr_1982" 108.698 18.7835 NA NA
"Recr_1983" "Recr_1983" 92.5281 17.4957 NA NA
"Recr_1984" "Recr_1984" 96.9674 16.9829 NA NA
"Recr_1985" "Recr_1985" 102.913 19.5028 NA NA
"Recr_1986" "Recr_1986" 113.101 22.9828 NA NA
"Recr_1987" "Recr_1987" 135.841 23.0579 NA NA
"Recr_1988" "Recr_1988" 117.941 20.3657 NA NA
"Recr_1989" "Recr_1989" 107.154 19.5368 NA NA
"Recr_1990" "Recr_1990" 101.024 20.6889 NA NA
"Recr_1991" "Recr_1991" 114.377 22.4344 NA NA
"Recr_1992" "Recr_1992" 135.506 24.2948 NA NA
"Recr_1993" "Recr_1993" 144.476 26.3162 NA NA
"Recr_1994" "Recr_1994" 147.166 28.9925 NA NA
"Recr_1995" "Recr_1995" 149.2 30.7693 NA NA
"Recr_1996" "Recr_1996" 157.035 29.8398 NA NA
"Recr_1997" "Recr_1997" 151.616 27.7951 NA NA
"Recr_1998" "Recr_1998" 150.487 26.2382 NA NA
"Recr_1999" "Recr_1999" 134.691 25.2995 NA NA
"Recr_2000" "Recr_2000" 134.745 26.799 NA NA
"Recr_2001" "Recr_2001" 155.887 27.4205 NA NA
"Recr_2002" "Recr_2002" 129.544 22.6835 NA NA
"Recr_2003" "Recr_2003" 114.427 19.2737 NA NA
"Recr_2004" "Recr_2004" 101.327 17.8592 NA NA
"Recr_2005" "Recr_2005" 97.9416 17.3221 NA NA
"Recr_2006" "Recr_2006" 98.0615 16.9703 NA NA
"Recr_2007" "Recr_2007" 96.7267 17.1441 NA NA
"Recr_2008" "Recr_2008" 99.4651 17.2124 NA NA
"Recr_2009" "Recr_2009" 96.2898 16.8446 NA NA
"Recr_2010" "Recr_2010" 96.1204 16.5104 NA NA
"Recr_2011" "Recr_2011" 94.6384 16.7075 NA NA
"Recr_2012" "Recr_2012" 90.6078 16.5653 NA NA
"Recr_2013" "Recr_2013" 86.6695 15.6418 NA NA
"Recr_2014" "Recr_2014" 89.8303 15.4601 NA NA
"Recr_2015" "Recr_2015" 85.2316 16.1583 NA NA
"Recr_2016" "Recr_2016" 83.3706 17.3704 NA NA
"Recr_2017" "Recr_2017" 90.9263 18.0923 NA NA
"Recr_2018" "Recr_2018" 99.2167 19.6023 NA NA
"Recr_2019" "Recr_2019" 102.945 21.4418 NA NA
"Recr_2020" "Recr_2020" 105.5 23.4983 NA NA
"Recr_2021" "Recr_2021" 113.535 25.8102 NA NA
"Recr_2022" "Recr_2022" 118.828 27.0408 NA NA
"Recr_2023" "Recr_2023" 124.737 27.7834 NA NA
"SPRratio_1952" "SPRratio_1952" 0.0222 0.00166031 -588.926 0
"SPRratio_1953" "SPRratio_1953" 0.424416 0.070175 -8.20212 1.194e-16
"SPRratio_1954" "SPRratio_1954" 1.12826 0.0636791 2.01415 0.978003
"SPRratio_1955" "SPRratio_1955" 1.00833 0.0823302 0.101217 0.540311
"SPRratio_1956" "SPRratio_1956" 0.947168 0.0844187 -0.625833 0.265712
"SPRratio_1957" "SPRratio_1957" 0.902399 0.0893149 -1.09278 0.137246
"SPRratio_1958" "SPRratio_1958" 1.08602 0.0671306 1.28134 0.899962
"SPRratio_1959" "SPRratio_1959" 1.04033 0.0733013 0.550217 0.708915
"SPRratio_1960" "SPRratio_1960" 1.06234 0.0673336 0.925827 0.822732
"SPRratio_1961" "SPRratio_1961" 1.2083 0.0449181 4.63724 0.999998
"SPRratio_1962" "SPRratio_1962" 1.21325 0.0466906 4.56723 0.999998
"SPRratio_1963" "SPRratio_1963" 1.24552 0.0403097 6.09091 1
"SPRratio_1964" "SPRratio_1964" 1.10662 0.0674188 1.58148 0.943115
"SPRratio_1965" "SPRratio_1965" 1.14916 0.0616854 2.41808 0.992199
"SPRratio_1966" "SPRratio_1966" 1.20345 0.0623163 3.26476 0.999452
"SPRratio_1967" "SPRratio_1967" 1.06305 0.0886214 0.711419 0.761588
"SPRratio_1968" "SPRratio_1968" 0.936111 0.0956323 -0.668073 0.252043
"SPRratio_1969" "SPRratio_1969" 0.88628 0.0976621 -1.16443 0.122126
"SPRratio_1970" "SPRratio_1970" 1.1554 0.0640916 2.42462 0.992338
"SPRratio_1971" "SPRratio_1971" 1.20283 0.0566435 3.58081 0.999829
"SPRratio_1972" "SPRratio_1972" 1.18136 0.0592986 3.05836 0.998887
"SPRratio_1973" "SPRratio_1973" 1.16868 0.0642685 2.62463 0.995663
"SPRratio_1974" "SPRratio_1974" 1.13681 0.0750701 1.82242 0.965805
"SPRratio_1975" "SPRratio_1975" 1.08745 0.0859249 1.01773 0.845598
"SPRratio_1976" "SPRratio_1976" 1.04711 0.0897348 0.524945 0.700189
"SPRratio_1977" "SPRratio_1977" 0.819691 0.104523 -1.72506 0.0422581
"SPRratio_1978" "SPRratio_1978" 1.07827 0.0674319 1.16079 0.877137
"SPRratio_1979" "SPRratio_1979" 1.0564 0.0712369 0.791753 0.785748
"SPRratio_1980" "SPRratio_1980" 0.937181 0.0763169 -0.82313 0.205217
"SPRratio_1981" "SPRratio_1981" 1.15901 0.0467818 3.39905 0.999662
"SPRratio_1982" "SPRratio_1982" 1.19583 0.0465729 4.20481 0.999987
"SPRratio_1983" "SPRratio_1983" 1.07694 0.0632896 1.21572 0.887955
"SPRratio_1984" "SPRratio_1984" 1.09527 0.0560626 1.69929 0.955368
"SPRratio_1985" "SPRratio_1985" 1.11034 0.0587574 1.87787 0.969801
"SPRratio_1986" "SPRratio_1986" 1.06714 0.0659534 1.01803 0.845668
"SPRratio_1987" "SPRratio_1987" 1.02795 0.0688344 0.406068 0.657654
"SPRratio_1988" "SPRratio_1988" 1.09722 0.0574962 1.69082 0.954564
"SPRratio_1989" "SPRratio_1989" 1.19292 0.0440682 4.37774 0.999994
"SPRratio_1990" "SPRratio_1990" 1.12297 0.0563143 2.18355 0.985502
"SPRratio_1991" "SPRratio_1991" 1.04231 0.0657133 0.6439 0.74018
"SPRratio_1992" "SPRratio_1992" 0.973326 0.0686635 -0.388477 0.348832
"SPRratio_1993" "SPRratio_1993" 1.01802 0.0614584 0.293132 0.615289
"SPRratio_1994" "SPRratio_1994" 1.15831 0.0440255 3.59586 0.999838
"SPRratio_1995" "SPRratio_1995" 1.09689 0.0523731 1.85005 0.967847
"SPRratio_1996" "SPRratio_1996" 1.04251 0.056563 0.751527 0.773832
"SPRratio_1997" "SPRratio_1997" 1.03094 0.0541607 0.571337 0.716114
"SPRratio_1998" "SPRratio_1998" 1.1613 0.0401717 4.01515 0.99997
"SPRratio_1999" "SPRratio_1999" 1.17322 0.0376174 4.60479 0.999998
"SPRratio_2000" "SPRratio_2000" 1.15192 0.0410305 3.70269 0.999893
"SPRratio_2001" "SPRratio_2001" 1.12301 0.0474952 2.58992 0.9952
"SPRratio_2002" "SPRratio_2002" 1.11806 0.0458123 2.57706 0.995018
"SPRratio_2003" "SPRratio_2003" 1.19873 0.0340508 5.83621 1
"SPRratio_2004" "SPRratio_2004" 1.19714 0.0355153 5.55072 1
"SPRratio_2005" "SPRratio_2005" 1.16035 0.043902 3.65246 0.99987
"SPRratio_2006" "SPRratio_2006" 1.12883 0.0499397 2.57973 0.995056
"SPRratio_2007" "SPRratio_2007" 1.11117 0.052118 2.13304 0.983539
"SPRratio_2008" "SPRratio_2008" 1.1661 0.0460189 3.60929 0.999846
"SPRratio_2009" "SPRratio_2009" 1.15134 0.0480994 3.14637 0.999173
"SPRratio_2010" "SPRratio_2010" 1.14906 0.0482241 3.09105 0.999003
"SPRratio_2011" "SPRratio_2011" 1.1896 0.0429643 4.41301 0.999995
"SPRratio_2012" "SPRratio_2012" 1.19706 0.0434578 4.53446 0.999997
"SPRratio_2013" "SPRratio_2013" 1.09876 0.0583419 1.69279 0.954752
"SPRratio_2014" "SPRratio_2014" 1.19641 0.0447295 4.39107 0.999994
"SPRratio_2015" "SPRratio_2015" 1.19111 0.0502667 3.80201 0.999928
"SPRratio_2016" "SPRratio_2016" 1.11587 0.0648029 1.78796 0.963109
"SPRratio_2017" "SPRratio_2017" 1.07817 0.0720559 1.08482 0.860999
"SPRratio_2018" "SPRratio_2018" 1.11743 0.0687805 1.70729 0.956116
"SPRratio_2019" "SPRratio_2019" 1.07679 0.0780576 0.983769 0.837385
"SPRratio_2020" "SPRratio_2020" 1.04922 0.0804878 0.611535 0.729577
"SPRratio_2021" "SPRratio_2021" 1.05142 0.0825213 0.623129 0.7334
"SPRratio_2022" "SPRratio_2022" 0.968242 0.0961167 -0.330406 0.370547
"SPRratio_2023" "SPRratio_2023" 0.968242 0.0961167 -0.330406 0.370547
"F_1952" "F_1952" 0.01527 0.00142273 -692.143 0
"F_1953" "F_1953" 0.188278 0.0423115 -19.1844 2.6849e-82
"F_1954" "F_1954" 1.58933 0.444108 1.32701 0.907747
"F_1955" "F_1955" 1.02488 0.290204 0.0857236 0.534157
"F_1956" "F_1956" 0.822069 0.217584 -0.817757 0.206748
"F_1957" "F_1957" 0.731077 0.193171 -1.39215 0.0819388
"F_1958" "F_1958" 1.28046 0.33456 0.838291 0.799066
"F_1959" "F_1959" 1.17128 0.314467 0.544677 0.707012
"F_1960" "F_1960" 1.27553 0.330998 0.832411 0.797412
"F_1961" "F_1961" 2.30737 0.626145 2.08797 0.9816
"F_1962" "F_1962" 2.38181 0.684692 2.01815 0.978212
"F_1963" "F_1963" 2.93913 0.856464 2.26411 0.988216
