id,number,name,tag,n_warn,par_status,par_afterbound,nfleets,startyr,endyr,n_seasons,ss_version,n_par_active,n_par_active_nd,n_par_total,log_det_hessian,mgc,nll,Catch,Equil_catch,Survey,Length_comp,Age_comp,SizeFreq,Recruitment,InitEQ_Regime,Forecast_Recruitment,Parm_priors,Parm_softbounds,Parm_devs,Crash_Pen,ltrend,runs,ar,sdr,sigmaR,steepness,M_m,L0_m,Linf_m,k_m,M_f,L0_f,Linf_f,k_f,F_2016,F_2022,SSB_virgin,SSB_Initial,SSB_2016,SSB_2022,MSY,SSB_MSY,F_MSY,B_Bmsy_2016,B_Bmsy_2022,F_Fmsy_2016,F_Fmsy_2022,R_virgin,R_initial,dep_st,dep_dyn_2016,dep_dyn_2022,mohns_rho_ssb,mohns_rho_f,average_xval_cpue_mase,average_xval_len_mase
57-CAAL-NZdblnorm-5,57,CAAL-NZdblnorm-5,,146,0.232394366197183,0.985915492957746,16,1952,2022,4,3.3,224,142,2609,1110.5,0.000350518,838.582,0.817529,0,-28.3413,108.474,0.108823,756.674,0.800644,0,0.0206925,0,0.0277735,0,0,0.076,0.000308490760256199,0.02650348446334,0.188516289084445,0.2,0.8,,,,0.463891,0.36,76.6973,220.529,0.463891,1.77132,1.06582,11386.3,11386.3,885.659,1090.76,1906.81,2518.41,0.727073,0.351673,0.433113,1.77132,1.06582,160.409,160.409,0.139798705461827,0.0902353441012166,0.113232069893366,,,,
