id,sex,age,m,len,len_sd,wt,mat,mat_fec,sr
57-CAAL-NZdblnorm-5,1,0,0.707867,76.6973,9.9314,3.30828,7.4772e-09,0,
57-CAAL-NZdblnorm-5,1,1,0.4718,130.083,10.3513,20.981,0.000328732,0.0116611,
57-CAAL-NZdblnorm-5,1,2,0.4007,163.654,10.6153,47.3112,0.103,6.4562,
57-CAAL-NZdblnorm-5,1,3,0.3766,184.764,10.7813,72.8131,0.601244,48.2305,
57-CAAL-NZdblnorm-5,1,4,0.3669,198.039,10.8858,93.2048,0.884156,84.9302,
57-CAAL-NZdblnorm-5,1,5,0.3629,206.387,10.9514,107.967,0.961023,104.909,
57-CAAL-NZdblnorm-5,1,6,0.3612,211.636,10.9927,118.072,0.982365,116.599,
57-CAAL-NZdblnorm-5,1,7,0.3605,214.937,11.0187,124.766,0.989672,123.866,
57-CAAL-NZdblnorm-5,1,8,0.3602,217.013,11.035,129.113,0.992713,128.461,
57-CAAL-NZdblnorm-5,1,9,0.36,218.318,11.0452,131.902,0.994175,131.371,
57-CAAL-NZdblnorm-5,1,10,0.36,219.576,11.0517,134.631,0.995324,134.197,
57-CAAL-NZdblnorm-5,1,0.25,0.64885,92.447,10.0553,6.32286,1.75917e-07,0,
57-CAAL-NZdblnorm-5,1,1.25,0.454025,139.987,10.4292,27.1954,0.00225193,0.0116611,
57-CAAL-NZdblnorm-5,1,2.25,0.394675,169.882,10.6643,54.0216,0.206483,6.4562,
57-CAAL-NZdblnorm-5,1,3.25,0.374175,188.68,10.8121,78.4539,0.704432,48.2305,
57-CAAL-NZdblnorm-5,1,4.25,0.3659,200.502,10.9051,97.3975,0.913973,84.9302,
57-CAAL-NZdblnorm-5,1,5.25,0.362475,207.935,10.9636,110.88,0.968907,104.909,
57-CAAL-NZdblnorm-5,1,6.25,0.361025,212.61,11.0004,120.019,0.984899,116.599,
57-CAAL-NZdblnorm-5,1,7.25,0.360425,215.549,11.0235,126.037,0.990673,123.866,
57-CAAL-NZdblnorm-5,1,8.25,0.36015,217.398,11.038,129.931,0.993177,128.461,
57-CAAL-NZdblnorm-5,1,9.25,0.36,218.56,11.0471,132.424,0.994413,131.371,
57-CAAL-NZdblnorm-5,1,10.25,0.36,219.681,11.0517,134.859,0.99541,134.197,
57-CAAL-NZdblnorm-5,1,0.5,0.589834,106.472,10.1656,10.3638,2.92985e-06,0,
57-CAAL-NZdblnorm-5,1,1.5,0.43625,148.806,10.4985,33.7644,0.011173,0.0116611,
57-CAAL-NZdblnorm-5,1,2.5,0.38865,175.428,10.7079,60.5536,0.337985,6.4562,
57-CAAL-NZdblnorm-5,1,3.5,0.37175,192.168,10.8396,83.737,0.783765,48.2305,
57-CAAL-NZdblnorm-5,1,4.5,0.3649,202.695,10.9224,101.244,0.935119,84.9302,
57-CAAL-NZdblnorm-5,1,5.5,0.36205,209.314,10.9744,113.522,0.974721,104.909,
57-CAAL-NZdblnorm-5,1,6.5,0.36085,213.477,11.0072,121.772,0.986873,116.599,
57-CAAL-NZdblnorm-5,1,7.5,0.36035,216.095,11.0278,127.177,0.991488,123.866,
57-CAAL-NZdblnorm-5,1,8.5,0.3601,217.741,11.0407,130.663,0.993566,128.461,
57-CAAL-NZdblnorm-5,1,9.5,0.36,218.776,11.0488,132.89,0.994618,131.371,
57-CAAL-NZdblnorm-5,1,10.5,0.36,219.773,11.0517,135.062,0.995485,134.197,
57-CAAL-NZdblnorm-5,1,0.75,0.530817,118.961,10.2638,15.3073,3.58129e-05,0,
57-CAAL-NZdblnorm-5,1,1.75,0.418475,156.66,10.5603,40.5185,0.0396231,0.0116611,
57-CAAL-NZdblnorm-5,1,2.75,0.382625,180.366,10.7468,66.8348,0.475838,6.4562,
57-CAAL-NZdblnorm-5,1,3.75,0.369325,195.274,10.864,88.6538,0.842184,48.2305,
57-CAAL-NZdblnorm-5,1,4.75,0.3639,204.648,10.9377,104.761,0.950187,84.9302,
57-CAAL-NZdblnorm-5,1,5.75,0.361625,210.542,10.9841,115.913,0.979069,104.909,
57-CAAL-NZdblnorm-5,1,6.75,0.360675,214.249,11.0132,123.349,0.98843,116.599,
57-CAAL-NZdblnorm-5,1,7.75,0.360275,216.58,11.0316,128.198,0.992158,123.866,
57-CAAL-NZdblnorm-5,1,8.75,0.36005,218.046,11.0431,131.317,0.993895,128.461,
57-CAAL-NZdblnorm-5,1,9.75,0.36,218.968,11.0504,133.307,0.994795,131.371,
57-CAAL-NZdblnorm-5,1,10.75,0.36,219.856,11.0517,135.243,0.995551,134.197,
