"Value" "Parm_StDev" "type" "Yr"
"Early_InitAge_10" -0.0147138 0.199116 "Early_InitAge" 1942
"Early_InitAge_9" -0.00548036 0.199553 "Early_InitAge" 1943
"Early_InitAge_8" -0.00546044 0.199616 "Early_InitAge" 1944
"Early_InitAge_7" -0.00249362 0.199946 "Early_InitAge" 1945
"Early_InitAge_6" 0.00737805 0.200767 "Early_InitAge" 1946
"Early_InitAge_5" 0.0296421 0.202193 "Early_InitAge" 1947
"Early_InitAge_4" 0.0611418 0.203576 "Early_InitAge" 1948
"Early_InitAge_3" 0.0733849 0.20361 "Early_InitAge" 1949
"Early_InitAge_2" 0.0773568 0.203444 "Early_InitAge" 1950
"Early_InitAge_1" 0.098673 0.20409 "Early_InitAge" 1951
"Main_RecrDev_1952" 0.133682 0.200475 "Main_RecrDev" 1952
"Main_RecrDev_1953" 0.109799 0.197325 "Main_RecrDev" 1953
"Main_RecrDev_1954" 0.0729116 0.195201 "Main_RecrDev" 1954
"Main_RecrDev_1955" 0.0589318 0.194393 "Main_RecrDev" 1955
"Main_RecrDev_1956" 0.0744296 0.195617 "Main_RecrDev" 1956
"Main_RecrDev_1957" 0.101078 0.197474 "Main_RecrDev" 1957
"Main_RecrDev_1958" 0.117004 0.196273 "Main_RecrDev" 1958
"Main_RecrDev_1959" 0.103391 0.197228 "Main_RecrDev" 1959
"Main_RecrDev_1960" 0.119007 0.194963 "Main_RecrDev" 1960
"Main_RecrDev_1961" 0.0829989 0.192264 "Main_RecrDev" 1961
"Main_RecrDev_1962" 0.0266736 0.193076 "Main_RecrDev" 1962
"Main_RecrDev_1963" 0.0249659 0.192726 "Main_RecrDev" 1963
"Main_RecrDev_1964" 0.0194149 0.193259 "Main_RecrDev" 1964
"Main_RecrDev_1965" -0.00201902 0.192242 "Main_RecrDev" 1965
"Main_RecrDev_1966" -0.0182519 0.191991 "Main_RecrDev" 1966
"Main_RecrDev_1967" -0.00720738 0.192723 "Main_RecrDev" 1967
"Main_RecrDev_1968" 0.0137748 0.191407 "Main_RecrDev" 1968
"Main_RecrDev_1969" -0.00875198 0.187058 "Main_RecrDev" 1969
"Main_RecrDev_1970" -0.0497648 0.182821 "Main_RecrDev" 1970
