id,like_comp,fleet,phase,value,sizefreq_method
38-CAAL-revASPM-08,1,8,1,1,1
38-CAAL-revASPM-08,1,16,1,1,1
38-CAAL-revASPM-08,4,8,1,1,1
38-CAAL-revASPM-08,5,8,1,1,1
38-CAAL-revASPM-08,7,8,1,1,1
