id,Label,Value,Parm_StDev,Phase,Min,Max,Init,Status,Afterbound
04-start-1952,SR_LN(R0),4.80092,0.00923888,1,2,15,5.49073,OK,OK
04-start-1952,Size_DblN_peak_F01_LL.JP.1(1),182.323,1.47313,2,45,325,175.466,OK,OK
04-start-1952,Size_DblN_ascend_se_F01_LL.JP.1(1),7.36222,0.102121,4,-10,10,7.25927,OK,OK
04-start-1952,Size_DblN_descend_se_F01_LL.JP.1(1),-5.54894,34.5625,5,-10,10,5.14734,OK,OK
04-start-1952,Size_DblN_end_logit_F01_LL.JP.1(1),1.83909,0.975403,3,-999,9,-1.00126,HI,OK
04-start-1952,Size_DblN_peak_F02_LL.JP.2(2),197.483,2.31754,2,45,325,196.432,OK,OK
04-start-1952,Size_DblN_top_logit_F02_LL.JP.2(2),0.0506379,173.631,3,-10,10,0.108229,OK,OK
04-start-1952,Size_DblN_ascend_se_F02_LL.JP.2(2),5.82703,0.19595,4,-10,10,6.93494,OK,OK
04-start-1952,Size_DblN_descend_se_F02_LL.JP.2(2),0.000654505,223.634,5,-10,10,0.00147782,OK,OK
04-start-1952,Size_DblN_peak_F03_LL.JP.3(3),199.385,1.69685,2,45,325,192.025,OK,OK
04-start-1952,Size_DblN_ascend_se_F03_LL.JP.3(3),6.23486,0.193821,4,-10,10,6.14855,OK,OK
04-start-1952,Size_DblN_descend_se_F03_LL.JP.3(3),-6.13788,43.2832,5,-10,10,3.95241,OK,OK
04-start-1952,Size_DblN_end_logit_F03_LL.JP.3(3),2.69018,3.76387,3,-999,9,-0.203926,HI,OK
04-start-1952,Size_DblN_peak_F04_LL.JP.4(4),188.848,18.3388,2,45,325,179.581,OK,OK
04-start-1952,Size_DblN_ascend_se_F04_LL.JP.4(4),7.36431,0.561123,4,-10,10,7.22933,OK,OK
04-start-1952,Size_DblN_descend_se_F04_LL.JP.4(4),0.918792,29.1978,5,-10,10,4.96125,OK,OK
04-start-1952,Size_DblN_end_logit_F04_LL.JP.4(4),0.391825,1.00565,3,-999,9,-1.46735,HI,OK
04-start-1952,Size_DblN_peak_F06_LL.AU.2(6),187.401,1.02802,2,45,325,182.632,OK,OK
04-start-1952,Size_DblN_ascend_se_F06_LL.AU.2(6),5.8286,0.0883257,4,-10,10,5.66444,OK,OK
04-start-1952,Size_DblN_descend_se_F06_LL.AU.2(6),5.09822,0.315256,5,-10,10,5.33581,OK,OK
04-start-1952,Size_DblN_end_logit_F06_LL.AU.2(6),-0.374883,0.256707,3,-999,9,-2.14536,HI,OK
04-start-1952,Size_DblN_peak_F07_LL.AU.3(7),194.349,2.06034,2,45,325,187.246,OK,OK
04-start-1952,Size_DblN_ascend_se_F07_LL.AU.3(7),6.16338,0.139213,4,-10,10,6.06471,OK,OK
04-start-1952,Size_DblN_descend_se_F07_LL.AU.3(7),4.0575,1.31473,5,-10,10,5.14204,OK,OK
04-start-1952,Size_DblN_end_logit_F07_LL.AU.3(7),0.439761,0.458647,3,-999,9,-1.55445,HI,OK
04-start-1952,Size_DblN_peak_F09.REC.AU.3(9),197.183,4.21822,2,45,325,183.489,OK,OK
04-start-1952,Size_DblN_top_logit_F09.REC.AU.3(9),-0.988118,0.117464,3,-10,10,-0.686316,OK,OK
04-start-1952,Size_DblN_ascend_se_F09.REC.AU.3(9),5.60531,0.383944,4,-10,10,4.61448,OK,OK
04-start-1952,Size_DblN_descend_se_F09.REC.AU.3(9),-8.53891,37.7652,5,-10,10,-3.09942,OK,OK
04-start-1952,Size_inflection_F10_REC.NZ.3(10),204.139,1.99304,2,45,325,187.853,OK,OK
04-start-1952,Size_95%width_F10_REC.NZ.3(10),22.6204,1.34923,3,0,500,19.5876,OK,OK
04-start-1952,Size_DblN_peak_F12_LL.ALL.2(12),196.896,6.32122,2,45,325,177.721,OK,OK
04-start-1952,Size_DblN_top_logit_F12_LL.ALL.2(12),-7.79318,40.7557,3,-10,10,-9.77624,OK,OK
04-start-1952,Size_DblN_ascend_se_F12_LL.ALL.2(12),7.63962,0.198552,4,-10,10,7.29868,OK,OK
04-start-1952,Size_DblN_descend_se_F12_LL.ALL.2(12),9.98534,0.463291,5,-10,10,6.68782,HI,OK
04-start-1952,Size_DblN_peak_S01_INDEX.1-4(15),220.511,42.5053,2,45,325,166.437,OK,OK
04-start-1952,Size_DblN_top_logit_S01_INDEX.1-4(15),0.00169009,223.78,3,-10,10,0.455676,OK,OK
04-start-1952,Size_DblN_ascend_se_S01_INDEX.1-4(15),7.89756,0.918249,4,-10,10,6.25712,OK,OK
04-start-1952,Size_DblN_descend_se_S01_INDEX.1-4(15),2.03729e-05,223.604,5,-10,10,0.00392247,OK,OK
