id,factor,fleet,value
08-relax-growth,4,1,0.1
08-relax-growth,7,1,0.1
08-relax-growth,4,2,0.0833333
08-relax-growth,7,2,0.1
08-relax-growth,4,3,0.1
08-relax-growth,7,3,0.1
08-relax-growth,4,4,0.1
08-relax-growth,7,4,0.1
08-relax-growth,4,5,0.1
08-relax-growth,7,5,0.1
08-relax-growth,4,6,0.0555556
08-relax-growth,7,6,0.1
08-relax-growth,4,7,0.1
08-relax-growth,7,7,0.1
08-relax-growth,4,8,0.1
08-relax-growth,7,8,0.1
08-relax-growth,4,9,0.1
08-relax-growth,7,9,0.0833333
08-relax-growth,4,10,0.1
08-relax-growth,7,10,0.0434783
08-relax-growth,4,11,0.0625
08-relax-growth,7,11,0.1
08-relax-growth,4,12,0.0294118
08-relax-growth,7,12,0.1
08-relax-growth,4,13,0.1
08-relax-growth,7,13,0.1
08-relax-growth,4,14,0.1
08-relax-growth,7,14,0.1
08-relax-growth,4,15,0.0666667
08-relax-growth,7,15,0.0666667
08-relax-growth,4,16,0.1
08-relax-growth,7,16,0.1
