id,factor,fleet,value
11-CAAL-no-ageerr,4,1,0.1
11-CAAL-no-ageerr,7,1,0.1
11-CAAL-no-ageerr,4,2,0.0833333
11-CAAL-no-ageerr,7,2,0.1
11-CAAL-no-ageerr,4,3,0.1
11-CAAL-no-ageerr,7,3,0.1
11-CAAL-no-ageerr,4,4,0.1
11-CAAL-no-ageerr,7,4,0.1
11-CAAL-no-ageerr,4,5,0.1
11-CAAL-no-ageerr,7,5,0.1
11-CAAL-no-ageerr,4,6,0.0555556
11-CAAL-no-ageerr,7,6,0.1
11-CAAL-no-ageerr,4,7,0.1
11-CAAL-no-ageerr,7,7,0.1
11-CAAL-no-ageerr,4,8,0.1
11-CAAL-no-ageerr,7,8,0.1
11-CAAL-no-ageerr,4,9,0.1
11-CAAL-no-ageerr,7,9,0.0833333
11-CAAL-no-ageerr,4,10,0.1
11-CAAL-no-ageerr,7,10,0.0434783
11-CAAL-no-ageerr,4,11,0.0625
11-CAAL-no-ageerr,7,11,0.1
11-CAAL-no-ageerr,4,12,0.0294118
11-CAAL-no-ageerr,7,12,0.1
11-CAAL-no-ageerr,4,13,0.1
11-CAAL-no-ageerr,7,13,0.1
11-CAAL-no-ageerr,4,14,0.1
11-CAAL-no-ageerr,7,14,0.1
11-CAAL-no-ageerr,4,15,0.0666667
11-CAAL-no-ageerr,7,15,0.0666667
11-CAAL-no-ageerr,4,16,0.1
11-CAAL-no-ageerr,7,16,0.1
