id,sex,age,m,len,len_sd,wt,mat,mat_fec,sr
54-CAAL-exdblnorm,1,0,0.707867,54.611,9.9314,1.04892,9.54397e-11,0,
54-CAAL-exdblnorm,1,1,0.4718,144.158,10.6355,30.1982,0.00517285,0.247568,
54-CAAL-exdblnorm,1,2,0.4007,177.432,10.8971,63.0828,0.393512,29.0151,
54-CAAL-exdblnorm,1,3,0.3766,189.795,10.9943,80.1543,0.729258,62.5461,
54-CAAL-exdblnorm,1,4,0.3669,194.389,11.0304,87.2735,0.824432,75.2714,
54-CAAL-exdblnorm,1,5,0.3629,196.097,11.0438,90.0316,0.853325,79.8188,
54-CAAL-exdblnorm,1,6,0.3612,196.731,11.0488,91.0723,0.863159,81.4789,
54-CAAL-exdblnorm,1,7,0.3605,196.966,11.0507,91.4612,0.866689,82.0916,
54-CAAL-exdblnorm,1,8,0.3602,197.054,11.0513,91.606,0.867984,82.3187,
54-CAAL-exdblnorm,1,9,0.36,197.087,11.0516,91.6599,0.868463,82.403,
54-CAAL-exdblnorm,1,10,0.36,197.101,11.0517,91.6836,0.868674,82.4401,
54-CAAL-exdblnorm,1,0.25,0.64885,85.853,10.177,4.89758,5.01997e-08,0,
54-CAAL-exdblnorm,1,1.25,0.454025,155.767,10.7267,39.7324,0.0358891,0.247568,
54-CAAL-exdblnorm,1,2.25,0.394675,181.745,10.931,68.7053,0.515405,29.0151,
54-CAAL-exdblnorm,1,3.25,0.374175,191.398,11.0069,82.5885,0.765259,62.5461,
54-CAAL-exdblnorm,1,4.25,0.3659,194.985,11.0351,88.2287,0.834917,75.2714,
54-CAAL-exdblnorm,1,5.25,0.362475,196.318,11.0456,90.3937,0.856811,79.8188,
54-CAAL-exdblnorm,1,6.25,0.361025,196.813,11.0495,91.2078,0.864398,81.4789,
54-CAAL-exdblnorm,1,7.25,0.360425,196.997,11.0509,91.5117,0.867142,82.0916,
54-CAAL-exdblnorm,1,8.25,0.36015,197.065,11.0514,91.6248,0.868152,82.3187,
54-CAAL-exdblnorm,1,9.25,0.36,197.091,11.0516,91.6668,0.868525,82.403,
54-CAAL-exdblnorm,1,10.25,0.36,197.102,11.0517,91.6854,0.86869,82.4401,
54-CAAL-exdblnorm,1,0.5,0.589834,110.245,10.3688,11.7272,6.69304e-06,0,
54-CAAL-exdblnorm,1,1.5,0.43625,164.83,10.798,48.5602,0.12108,0.247568,
54-CAAL-exdblnorm,1,2.5,0.38865,185.113,10.9575,73.3402,0.609817,29.0151,
54-CAAL-exdblnorm,1,3.5,0.37175,192.65,11.0167,84.5257,0.791321,62.5461,
54-CAAL-exdblnorm,1,4.5,0.3649,195.45,11.0387,88.9797,0.842802,75.2714,
54-CAAL-exdblnorm,1,5.5,0.36205,196.491,11.0469,90.6771,0.859492,79.8188,
54-CAAL-exdblnorm,1,6.5,0.36085,196.877,11.05,91.3138,0.86536,81.4789,
54-CAAL-exdblnorm,1,7.5,0.36035,197.021,11.0511,91.5511,0.867495,82.0916,
54-CAAL-exdblnorm,1,8.5,0.3601,197.074,11.0515,91.6395,0.868282,82.3187,
54-CAAL-exdblnorm,1,9.5,0.36,197.094,11.0517,91.6723,0.868574,82.403,
54-CAAL-exdblnorm,1,10.5,0.36,197.103,11.0517,91.6868,0.868702,82.4401,
54-CAAL-exdblnorm,1,0.75,0.530817,129.289,10.5186,20.5524,0.000300706,0,
54-CAAL-exdblnorm,1,1.75,0.418475,171.907,10.8536,56.3769,0.252723,0.247568,
54-CAAL-exdblnorm,1,2.75,0.382625,187.742,10.9781,77.1128,0.67922,29.0151,
54-CAAL-exdblnorm,1,3.75,0.369325,193.627,11.0244,86.0609,0.810368,62.5461,
54-CAAL-exdblnorm,1,4.75,0.3639,195.813,11.0416,89.5693,0.848774,75.2714,
54-CAAL-exdblnorm,1,5.75,0.361625,196.625,11.048,90.8989,0.861559,79.8188,
54-CAAL-exdblnorm,1,6.75,0.360675,196.927,11.0504,91.3965,0.866108,81.4789,
54-CAAL-exdblnorm,1,7.75,0.360275,197.04,11.0512,91.5819,0.86777,82.0916,
54-CAAL-exdblnorm,1,8.75,0.36005,197.081,11.0516,91.6509,0.868384,82.3187,
54-CAAL-exdblnorm,1,9.75,0.36,197.097,11.0517,91.6765,0.868611,82.403,
54-CAAL-exdblnorm,1,10.75,0.36,197.104,11.0517,91.6878,0.868712,82.4401,
