"Value" "Parm_StDev" "type" "Yr"
"Early_InitAge_10" 0.076878 0 "Early_InitAge" 1942
"Early_InitAge_9" 0.0318293 0 "Early_InitAge" 1943
"Early_InitAge_8" 0.0462068 0 "Early_InitAge" 1944
"Early_InitAge_7" 0.0673465 0 "Early_InitAge" 1945
"Early_InitAge_6" 0.0983855 0 "Early_InitAge" 1946
"Early_InitAge_5" 0.142689 0 "Early_InitAge" 1947
"Early_InitAge_4" 0.197813 0 "Early_InitAge" 1948
"Early_InitAge_3" 0.230857 0 "Early_InitAge" 1949
"Early_InitAge_2" 0.178143 0 "Early_InitAge" 1950
"Early_InitAge_1" -0.000855928 0 "Early_InitAge" 1951
"Main_RecrDev_1952" -0.0573335 0 "Main_RecrDev" 1952
"Main_RecrDev_1953" -0.0413187 0 "Main_RecrDev" 1953
"Main_RecrDev_1954" -0.0594287 0 "Main_RecrDev" 1954
"Main_RecrDev_1955" -0.077186 0 "Main_RecrDev" 1955
"Main_RecrDev_1956" -0.0979372 0 "Main_RecrDev" 1956
"Main_RecrDev_1957" -0.134069 0 "Main_RecrDev" 1957
"Main_RecrDev_1958" -0.0515515 0 "Main_RecrDev" 1958
"Main_RecrDev_1959" -0.0481398 0 "Main_RecrDev" 1959
"Main_RecrDev_1960" -0.119159 0 "Main_RecrDev" 1960
"Main_RecrDev_1961" -0.0223067 0 "Main_RecrDev" 1961
"Main_RecrDev_1962" -0.00728107 0 "Main_RecrDev" 1962
"Main_RecrDev_1963" -0.00935806 0 "Main_RecrDev" 1963
"Main_RecrDev_1964" -0.0164159 0 "Main_RecrDev" 1964
"Main_RecrDev_1965" -0.00534902 0 "Main_RecrDev" 1965
"Main_RecrDev_1966" 0.0299536 0 "Main_RecrDev" 1966
"Main_RecrDev_1967" 0.0326562 0 "Main_RecrDev" 1967
"Main_RecrDev_1968" 0.038881 0 "Main_RecrDev" 1968
"Main_RecrDev_1969" 0.131397 0 "Main_RecrDev" 1969
"Main_RecrDev_1970" 0.161577 0 "Main_RecrDev" 1970
"Main_RecrDev_1971" 0.161282 0 "Main_RecrDev" 1971
"Main_RecrDev_1972" 0.221295 0 "Main_RecrDev" 1972
"Main_RecrDev_1973" 0.15533 0 "Main_RecrDev" 1973
"Main_RecrDev_1974" 0.126029 0 "Main_RecrDev" 1974
"Main_RecrDev_1975" 0.0979097 0 "Main_RecrDev" 1975
"Main_RecrDev_1976" 0.133856 0 "Main_RecrDev" 1976
"Main_RecrDev_1977" 0.248008 0 "Main_RecrDev" 1977
"Main_RecrDev_1978" 2.86137 0 "Main_RecrDev" 1978
"Main_RecrDev_1979" 0.0521669 0 "Main_RecrDev" 1979
"Main_RecrDev_1980" -0.0868612 0 "Main_RecrDev" 1980
"Main_RecrDev_1981" -0.248162 0 "Main_RecrDev" 1981
"Main_RecrDev_1982" -0.457511 0 "Main_RecrDev" 1982
"Main_RecrDev_1983" -0.182954 0 "Main_RecrDev" 1983
"Main_RecrDev_1984" -0.388879 0 "Main_RecrDev" 1984
"Main_RecrDev_1985" -0.558008 0 "Main_RecrDev" 1985
"Main_RecrDev_1986" -0.57822 0 "Main_RecrDev" 1986
"Main_RecrDev_1987" -0.415339 0 "Main_RecrDev" 1987
"Main_RecrDev_1988" -0.0287444 0 "Main_RecrDev" 1988
"Main_RecrDev_1989" -0.0322439 0 "Main_RecrDev" 1989
"Main_RecrDev_1990" -0.294876 0 "Main_RecrDev" 1990
"Main_RecrDev_1991" -0.0022967 0 "Main_RecrDev" 1991
"Main_RecrDev_1992" -0.0215113 0 "Main_RecrDev" 1992
"Main_RecrDev_1993" -0.142585 0 "Main_RecrDev" 1993
"Main_RecrDev_1994" 0.0109057 0 "Main_RecrDev" 1994
"Main_RecrDev_1995" 0.0742643 0 "Main_RecrDev" 1995
"Main_RecrDev_1996" 2.44764 0 "Main_RecrDev" 1996
"Main_RecrDev_1997" 0.400984 0 "Main_RecrDev" 1997
"Main_RecrDev_1998" 0.411651 0 "Main_RecrDev" 1998
"Main_RecrDev_1999" -0.119726 0 "Main_RecrDev" 1999
"Main_RecrDev_2000" -0.618045 0 "Main_RecrDev" 2000
"Main_RecrDev_2001" -0.425779 0 "Main_RecrDev" 2001
"Main_RecrDev_2002" -0.51339 0 "Main_RecrDev" 2002
"Main_RecrDev_2003" -0.968829 0 "Main_RecrDev" 2003
"Main_RecrDev_2004" 0.236615 0 "Main_RecrDev" 2004
"Main_RecrDev_2005" 0.349325 0 "Main_RecrDev" 2005
"Main_RecrDev_2006" 0.0861827 0 "Main_RecrDev" 2006
"Main_RecrDev_2007" -0.285299 0 "Main_RecrDev" 2007
"Main_RecrDev_2008" 0.758249 0 "Main_RecrDev" 2008
"Main_RecrDev_2009" -0.0973039 0 "Main_RecrDev" 2009
"Main_RecrDev_2010" -0.0172713 0 "Main_RecrDev" 2010
"Main_RecrDev_2011" -0.155769 0 "Main_RecrDev" 2011
"Main_RecrDev_2012" -0.284209 0 "Main_RecrDev" 2012
"Main_RecrDev_2013" 1.31684 0 "Main_RecrDev" 2013
"Main_RecrDev_2014" -0.271282 0 "Main_RecrDev" 2014
"Main_RecrDev_2015" -0.1474 0 "Main_RecrDev" 2015
"Main_RecrDev_2016" -0.299253 0 "Main_RecrDev" 2016
"Main_RecrDev_2017" -0.377833 0 "Main_RecrDev" 2017
"Main_RecrDev_2018" -0.472225 0 "Main_RecrDev" 2018
"Main_RecrDev_2019" -0.422739 0 "Main_RecrDev" 2019
"Main_RecrDev_2020" -0.0752178 0 "Main_RecrDev" 2020
"Main_RecrDev_2021" -0.807777 0 "Main_RecrDev" 2021
"Late_RecrDev_2022" -1.2488 0 "Late_RecrDev" 2022
"ForeRecr_2023" 0 0 "ForeRecr" 2023
