Label,ALL,F01_LL.JP.1,F02_LL.JP.2,F03_LL.JP.3,F04_LL.JP.4,F05_LL.TW.4,F06_LL.AU.2,F07_LL.AU.3,F08_LL.NZ.3,F09.REC.AU.3,F10_REC.NZ.3,F11_LL.ALL.1,F12_LL.ALL.2,F13_LL.ALL.3,F14_LL.ALL.4,F16_LL.JP.2_early,S01_INDEX.1-4,id
Catch_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37-CAAL-revASPM-07
Catch_like,0.107703,0.00306815,0.000471909,0.00693144,0.00558285,0.000186564,0.000213355,0.000266148,0.000219837,0.000254964,0.00270191,0.000103057,0.000881539,0.000408343,8.30174e-05,0.0863304,0,37-CAAL-revASPM-07
Init_equ_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37-CAAL-revASPM-07
Init_equ_like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37-CAAL-revASPM-07
Surv_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37-CAAL-revASPM-07
Surv_like,-30.6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30.6363,37-CAAL-revASPM-07
Surv_N_use,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,37-CAAL-revASPM-07
Surv_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37-CAAL-revASPM-07
Length_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37-CAAL-revASPM-07
Length_like,0,0,0,14.2242,0,6.44055,0,0,0,0,22.6684,39.5893,0,0,27.7896,0,0,37-CAAL-revASPM-07
Length_N_use,,0,0,23,0,17,0,0,0,0,20,48,0,0,41,0,0,37-CAAL-revASPM-07
Length_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37-CAAL-revASPM-07
Age_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37-CAAL-revASPM-07
Age_like,0,0,0,0,0,0,0,0,0,0.0351347,0.049036,0,0.026339,0,0,0,0,37-CAAL-revASPM-07
Age_N_use,,0,0,0,0,0,0,0,0,22,28,0,25,0,0,0,0,37-CAAL-revASPM-07
Age_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37-CAAL-revASPM-07
SizeFreq_lambda:_1,,,0,0,,,0,1,,0,0,,,,,,0,37-CAAL-revASPM-07
SizeFreq_like:_1,188.943,,94.3849,34.2717,,,376.471,188.943,,57.382,60.2213,,,,,,8.36993,37-CAAL-revASPM-07
