id,sex,age,m,len,len_sd,wt,mat,mat_fec,sr
23-CAAL-2sex,1,0,0.707867,67.9476,9.9314,2.18597,1.32863e-09,0,0.5
23-CAAL-2sex,1,1,0.4718,131.554,10.3933,21.8349,0.000444698,0.016357,0.494012
23-CAAL-2sex,1,2,0.4007,169.072,10.6657,53.1134,0.190345,12.7136,0.454016
23-CAAL-2sex,1,3,0.3766,191.201,10.8264,82.2456,0.763226,66.5477,0.393785
23-CAAL-2sex,1,4,0.3669,204.253,10.9211,104.041,0.947529,100.023,0.388461
23-CAAL-2sex,1,5,0.3629,211.952,10.977,118.697,0.983305,117.295,0.404417
23-CAAL-2sex,1,6,0.3612,216.493,11.01,128.009,0.992092,127.306,0.423955
23-CAAL-2sex,1,7,0.3605,219.172,11.0295,133.743,0.995013,133.283,0.429599
23-CAAL-2sex,1,8,0.3602,220.752,11.0409,137.211,0.996223,136.855,0.41527
23-CAAL-2sex,1,9,0.36,221.683,11.0477,139.287,0.9968,138.981,0.409339
23-CAAL-2sex,1,10,0.36,222.482,11.0517,141.082,0.997229,140.815,0.449713
23-CAAL-2sex,2,0,0.707867,5,9.9314,0.00608448,5.609e-15,0,0.5
23-CAAL-2sex,2,1,0.4718,103.3,10.4543,9.34593,1.75897e-06,0,0.505988
23-CAAL-2sex,2,2,0.4007,155.802,10.7336,39.7652,0.0361267,0,0.545984
23-CAAL-2sex,2,3,0.3766,183.843,10.8828,71.553,0.57499,0,0.606215
23-CAAL-2sex,2,4,0.3669,198.82,10.9625,94.5366,0.893466,0,0.611538
23-CAAL-2sex,2,5,0.3629,206.819,11.005,108.787,0.963009,0,0.595583
23-CAAL-2sex,2,6,0.3612,211.091,11.0278,117.003,0.980599,0,0.576044
23-CAAL-2sex,2,7,0.3605,213.373,11.0399,121.57,0.986528,0,0.570398
23-CAAL-2sex,2,8,0.3602,214.592,11.0464,124.062,0.98897,0,0.584719
23-CAAL-2sex,2,9,0.36,215.243,11.0499,125.407,0.990102,0,0.590621
23-CAAL-2sex,2,10,0.36,215.716,11.0517,126.392,0.990857,0,0.550154
23-CAAL-2sex,1,0.25,0.64885,87.1211,10.0706,5.14624,6.18309e-08,0,0.499943
23-CAAL-2sex,1,1.25,0.454025,142.863,10.4754,29.2287,0.003888,0.016357,0.491871
23-CAAL-2sex,1,2.25,0.394675,175.742,10.7141,60.9411,0.346379,12.7136,0.44772
23-CAAL-2sex,1,3.25,0.374175,195.135,10.8549,88.4288,0.839948,66.5477,0.388518
23-CAAL-2sex,1,4.25,0.3659,206.574,10.938,108.312,0.962172,100.023,0.384686
23-CAAL-2sex,1,5.25,0.362475,213.321,10.987,121.451,0.986605,117.295,0.401288
23-CAAL-2sex,1,6.25,0.361025,217.301,11.0159,129.719,0.993108,127.306,0.421139
23-CAAL-2sex,1,7.25,0.360425,219.648,11.0329,134.782,0.995412,133.283,0.426942
23-CAAL-2sex,1,8.25,0.36015,221.032,11.043,137.835,0.996407,136.855,0.412708
23-CAAL-2sex,1,9.25,0.36,221.849,11.0489,139.658,0.996894,138.981,0.40681
23-CAAL-2sex,1,10.25,0.36,222.549,11.0517,141.234,0.997263,140.815,0.447103
23-CAAL-2sex,2,0.25,0.64885,35.6186,10.0943,0.270908,2.39143e-12,0,0.500057
23-CAAL-2sex,2,1.25,0.454025,119.653,10.5413,15.6511,4.58968e-05,0,0.508129
23-CAAL-2sex,2,2.25,0.394675,164.536,10.7801,48.2505,0.116745,0,0.55228
23-CAAL-2sex,2,3.25,0.374175,188.508,10.9076,78.2203,0.699156,0,0.611482
23-CAAL-2sex,2,4.25,0.3659,201.311,10.9757,98.8209,0.921623,0,0.615314
23-CAAL-2sex,2,5.25,0.362475,208.15,11.0121,111.3,0.969576,0,0.598712
23-CAAL-2sex,2,6.25,0.361025,211.802,11.0315,118.412,0.982658,0,0.57886
23-CAAL-2sex,2,7.25,0.360425,213.753,11.0419,122.342,0.987337,0,0.573054
23-CAAL-2sex,2,8.25,0.36015,214.794,11.0475,124.48,0.989335,0,0.587278
23-CAAL-2sex,2,9.25,0.36,215.351,11.0504,125.632,0.990279,0,0.593138
23-CAAL-2sex,2,10.25,0.36,215.755,11.0517,126.474,0.990919,0,0.552722
23-CAAL-2sex,1,0.5,0.589834,103.924,10.1926,9.52341,1.79072e-06,0,0.499608
23-CAAL-2sex,1,1.5,0.43625,152.774,10.5473,37.0681,0.0217621,0.016357,0.486573
23-CAAL-2sex,1,2.5,0.38865,181.588,10.7566,68.4586,0.511035,12.7136,0.4366
23-CAAL-2sex,1,3.5,0.37175,198.583,10.88,94.1177,0.891464,66.5477,0.38654
23-CAAL-2sex,1,4.5,0.3649,208.608,10.9528,112.159,0.971974,100.023,0.385912
23-CAAL-2sex,1,5.5,0.36205,214.521,10.9957,123.902,0.988997,117.295,0.40303
23-CAAL-2sex,1,6.5,0.36085,218.008,11.021,131.23,0.993897,127.306,0.423084
23-CAAL-2sex,1,7.5,0.36035,220.065,11.036,135.697,0.995736,133.283,0.429028
23-CAAL-2sex,1,8.5,0.3601,221.279,11.0448,138.382,0.996561,136.855,0.414881
23-CAAL-2sex,1,9.5,0.36,221.994,11.05,139.984,0.996974,138.981,0.409049
23-CAAL-2sex,1,10.5,0.36,222.607,11.0517,141.366,0.997292,140.815,0.449473
23-CAAL-2sex,2,0.5,0.589834,61.7939,10.2335,1.59576,4.43896e-10,0,0.500392
23-CAAL-2sex,2,1.5,0.43625,133.634,10.6157,23.1044,0.000723619,0,0.513427
23-CAAL-2sex,2,2.5,0.38865,172.003,10.8198,56.4825,0.254509,0,0.5634
23-CAAL-2sex,2,3.5,0.37175,192.496,10.9288,84.2665,0.78936,0,0.61346
23-CAAL-2sex,2,4.5,0.3649,203.441,10.9871,102.593,0.940698,0,0.614088
23-CAAL-2sex,2,5.5,0.36205,209.287,11.0182,113.481,0.974362,0,0.59697
23-CAAL-2sex,2,6.5,0.36085,212.41,11.0348,119.626,0.98426,0,0.576915
23-CAAL-2sex,2,7.5,0.36035,214.077,11.0437,123.005,0.987993,0,0.570967
23-CAAL-2sex,2,8.5,0.3601,214.968,11.0484,124.838,0.989638,0,0.5851
23-CAAL-2sex,2,9.5,0.36,215.444,11.0509,125.825,0.990428,0,0.590883
23-CAAL-2sex,2,10.5,0.36,215.789,11.0517,126.545,0.990971,0,0.550302
23-CAAL-2sex,1,0.75,0.530817,118.649,10.2996,15.1701,3.41608e-05,0,0.498355
23-CAAL-2sex,1,1.75,0.418475,161.46,10.6104,45.1002,0.077948,0.016357,0.477073
23-CAAL-2sex,1,2.75,0.382625,186.711,10.7938,75.5787,0.654099,12.7136,0.423886
23-CAAL-2sex,1,3.75,0.369325,201.605,10.9019,99.3167,0.925339,66.5477,0.385923
23-CAAL-2sex,1,4.75,0.3639,210.39,10.9657,115.61,0.978657,100.023,0.388215
23-CAAL-2sex,1,5.75,0.361625,215.572,11.0033,126.079,0.990763,117.295,0.40597
23-CAAL-2sex,1,6.75,0.360675,218.628,11.0255,132.565,0.994518,127.306,0.426398
23-CAAL-2sex,1,7.75,0.360275,220.431,11.0386,136.502,0.996003,133.283,0.432614
23-CAAL-2sex,1,8.75,0.36005,221.494,11.0463,138.864,0.996691,136.855,0.41863
23-CAAL-2sex,1,9.75,0.36,222.122,11.0509,140.271,0.997042,138.981,0.412916
23-CAAL-2sex,1,10.75,0.36,222.659,11.0517,141.483,0.997317,140.815,0.45356
23-CAAL-2sex,2,0.75,0.530817,84.1706,10.3526,4.58374,3.86315e-08,0,0.501645
23-CAAL-2sex,2,1.75,0.418475,145.585,10.6793,31.2743,0.00675136,0,0.522927
23-CAAL-2sex,2,2.75,0.382625,178.386,10.8538,64.287,0.419812,0,0.576114
23-CAAL-2sex,2,3.75,0.369325,195.905,10.947,89.6972,0.851549,0,0.614077
23-CAAL-2sex,2,4.75,0.3639,205.262,10.9968,105.9,0.953817,0,0.611785
23-CAAL-2sex,2,5.75,0.361625,210.26,11.0233,115.37,0.977915,0,0.59403
23-CAAL-2sex,2,6.75,0.360675,212.929,11.0375,120.672,0.985523,0,0.5736
23-CAAL-2sex,2,7.75,0.360275,214.355,11.0451,123.574,0.988529,0,0.567379
23-CAAL-2sex,2,8.75,0.36005,215.116,11.0492,125.145,0.98989,0,0.581345
23-CAAL-2sex,2,9.75,0.36,215.523,11.0513,125.989,0.990555,0,0.586993
23-CAAL-2sex,2,10.75,0.36,215.818,11.0517,126.606,0.991015,0,0.546138
