id,Year,B.Bmsy,F.Fmsy
23-CAAL-2sex,1952,4.54712,0.0131801
23-CAAL-2sex,1953,4.56824,0.190256
23-CAAL-2sex,1954,4.18307,1.41832
23-CAAL-2sex,1955,2.07707,0.875226
23-CAAL-2sex,1956,1.69832,0.707186
23-CAAL-2sex,1957,1.63514,0.635915
23-CAAL-2sex,1958,1.6253,1.14034
23-CAAL-2sex,1959,1.26716,1.0154
23-CAAL-2sex,1960,1.18079,1.07778
23-CAAL-2sex,1961,1.12884,1.88612
23-CAAL-2sex,1962,0.758487,1.8603
23-CAAL-2sex,1963,0.62299,2.20113
23-CAAL-2sex,1964,0.484501,1.1975
23-CAAL-2sex,1965,0.627579,1.38959
23-CAAL-2sex,1966,0.631776,1.88977
23-CAAL-2sex,1967,0.512363,0.994076
23-CAAL-2sex,1968,0.675657,0.724121
23-CAAL-2sex,1969,0.863205,0.655522
23-CAAL-2sex,1970,1.0176,1.53185
23-CAAL-2sex,1971,0.763319,2.24133
23-CAAL-2sex,1972,0.523803,2.37771
23-CAAL-2sex,1973,0.466101,2.3032
23-CAAL-2sex,1974,0.439163,2.06179
23-CAAL-2sex,1975,0.464939,1.53704
23-CAAL-2sex,1976,0.533242,1.4274
23-CAAL-2sex,1977,0.56188,0.718944
23-CAAL-2sex,1978,0.742489,1.36769
23-CAAL-2sex,1979,0.66019,1.46604
23-CAAL-2sex,1980,0.619002,0.95914
23-CAAL-2sex,1981,0.816412,1.79602
23-CAAL-2sex,1982,0.672325,2.32074
23-CAAL-2sex,1983,0.488621,1.51437
23-CAAL-2sex,1984,0.548656,1.56835
23-CAAL-2sex,1985,0.548691,1.55215
23-CAAL-2sex,1986,0.493296,1.41787
23-CAAL-2sex,1987,0.480626,1.40872
23-CAAL-2sex,1988,0.442167,1.91248
23-CAAL-2sex,1989,0.449826,2.87513
23-CAAL-2sex,1990,0.378422,1.99672
23-CAAL-2sex,1991,0.40136,1.51396
23-CAAL-2sex,1992,0.453953,1.13713
23-CAAL-2sex,1993,0.539749,1.42956
23-CAAL-2sex,1994,0.589531,2.35019
23-CAAL-2sex,1995,0.496003,2.07828
23-CAAL-2sex,1996,0.535911,1.76215
23-CAAL-2sex,1997,0.558189,1.60545
23-CAAL-2sex,1998,0.683159,2.18899
23-CAAL-2sex,1999,0.693657,1.97209
23-CAAL-2sex,2000,0.633972,1.59656
23-CAAL-2sex,2001,0.720393,1.32859
23-CAAL-2sex,2002,0.748219,1.43757
23-CAAL-2sex,2003,0.673427,2.18102
23-CAAL-2sex,2004,0.513493,2.21609
23-CAAL-2sex,2005,0.394571,2.024
23-CAAL-2sex,2006,0.402485,1.68607
23-CAAL-2sex,2007,0.441395,1.49667
23-CAAL-2sex,2008,0.466705,1.76771
23-CAAL-2sex,2009,0.453884,1.51964
23-CAAL-2sex,2010,0.493656,1.52196
23-CAAL-2sex,2011,0.480312,1.89095
23-CAAL-2sex,2012,0.388602,2.14269
23-CAAL-2sex,2013,0.314653,1.6641
23-CAAL-2sex,2014,0.346646,2.09264
23-CAAL-2sex,2015,0.29382,2.31853
23-CAAL-2sex,2016,0.249153,2.11737
23-CAAL-2sex,2017,0.26006,1.71865
23-CAAL-2sex,2018,0.296581,1.8905
23-CAAL-2sex,2019,0.292412,1.90597
23-CAAL-2sex,2020,0.261803,1.93664
23-CAAL-2sex,2021,0.242549,2.16164
23-CAAL-2sex,2022,0.284627,1.47566
23-CAAL-2sex,2023,0.392521,1.47566
