"Value" "Parm_StDev" "type" "Yr"
"Early_InitAge_10" -0.012716 0.199005 "Early_InitAge" 1942
"Early_InitAge_9" -0.00517841 0.199532 "Early_InitAge" 1943
"Early_InitAge_8" -0.00635356 0.199453 "Early_InitAge" 1944
"Early_InitAge_7" -0.00639898 0.199493 "Early_InitAge" 1945
"Early_InitAge_6" -0.00267554 0.199841 "Early_InitAge" 1946
"Early_InitAge_5" 0.0102376 0.200743 "Early_InitAge" 1947
"Early_InitAge_4" 0.0360981 0.20193 "Early_InitAge" 1948
"Early_InitAge_3" 0.0510179 0.201873 "Early_InitAge" 1949
"Early_InitAge_2" 0.0486951 0.201213 "Early_InitAge" 1950
"Early_InitAge_1" 0.0619574 0.201596 "Early_InitAge" 1951
"Main_RecrDev_1952" 0.0877932 0.198944 "Main_RecrDev" 1952
"Main_RecrDev_1953" 0.0719996 0.196112 "Main_RecrDev" 1953
"Main_RecrDev_1954" 0.0467487 0.194287 "Main_RecrDev" 1954
"Main_RecrDev_1955" 0.0282382 0.193086 "Main_RecrDev" 1955
"Main_RecrDev_1956" 0.0288113 0.193318 "Main_RecrDev" 1956
"Main_RecrDev_1957" 0.0550552 0.195136 "Main_RecrDev" 1957
"Main_RecrDev_1958" 0.0766323 0.193857 "Main_RecrDev" 1958
"Main_RecrDev_1959" 0.0596059 0.194529 "Main_RecrDev" 1959
"Main_RecrDev_1960" 0.0713574 0.193305 "Main_RecrDev" 1960
"Main_RecrDev_1961" 0.0529172 0.190424 "Main_RecrDev" 1961
"Main_RecrDev_1962" -0.00434542 0.191427 "Main_RecrDev" 1962
"Main_RecrDev_1963" -0.00482729 0.191448 "Main_RecrDev" 1963
"Main_RecrDev_1964" -0.00417712 0.192614 "Main_RecrDev" 1964
"Main_RecrDev_1965" -0.0230474 0.19125 "Main_RecrDev" 1965
"Main_RecrDev_1966" -0.0339537 0.19113 "Main_RecrDev" 1966
"Main_RecrDev_1967" -0.0315302 0.192535 "Main_RecrDev" 1967
"Main_RecrDev_1968" -0.00930748 0.192232 "Main_RecrDev" 1968
"Main_RecrDev_1969" -0.0173991 0.189137 "Main_RecrDev" 1969
"Main_RecrDev_1970" -0.068755 0.182903 "Main_RecrDev" 1970
"Main_RecrDev_1971" -0.0623499 0.183524 "Main_RecrDev" 1971
"Main_RecrDev_1972" -0.0402395 0.186688 "Main_RecrDev" 1972
"Main_RecrDev_1973" 0.0107359 0.185669 "Main_RecrDev" 1973
"Main_RecrDev_1974" -0.047467 0.186559 "Main_RecrDev" 1974
"Main_RecrDev_1975" -0.0909963 0.183204 "Main_RecrDev" 1975
"Main_RecrDev_1976" -0.02867 0.179965 "Main_RecrDev" 1976
"Main_RecrDev_1977" -0.0273249 0.176618 "Main_RecrDev" 1977
"Main_RecrDev_1978" 0.0953678 0.153472 "Main_RecrDev" 1978
"Main_RecrDev_1979" 0.0834218 0.152666 "Main_RecrDev" 1979
"Main_RecrDev_1980" 0.207375 0.13089 "Main_RecrDev" 1980
"Main_RecrDev_1981" -0.265363 0.145062 "Main_RecrDev" 1981
"Main_RecrDev_1982" -0.0791348 0.134795 "Main_RecrDev" 1982
"Main_RecrDev_1983" -0.197359 0.146737 "Main_RecrDev" 1983
"Main_RecrDev_1984" -0.151715 0.137014 "Main_RecrDev" 1984
"Main_RecrDev_1985" -0.456395 0.147343 "Main_RecrDev" 1985
"Main_RecrDev_1986" -0.210887 0.171887 "Main_RecrDev" 1986
"Main_RecrDev_1987" 0.353275 0.147597 "Main_RecrDev" 1987
"Main_RecrDev_1988" 0.0618331 0.172386 "Main_RecrDev" 1988
"Main_RecrDev_1989" -0.102949 0.163598 "Main_RecrDev" 1989
