"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 6858.98 597.869 NA NA
"SSB_Initial" "SSB_Initial" 6858.98 597.869 NA NA
"SSB_1952" "SSB_1952" 6984.23 760.913 NA NA
"SSB_1953" "SSB_1953" 7016.68 753.773 NA NA
"SSB_1954" "SSB_1954" 6425.07 726.625 NA NA
"SSB_1955" "SSB_1955" 3190.32 683.663 NA NA
"SSB_1956" "SSB_1956" 2608.57 582.723 NA NA
"SSB_1957" "SSB_1957" 2511.52 524.739 NA NA
"SSB_1958" "SSB_1958" 2496.42 499.289 NA NA
"SSB_1959" "SSB_1959" 1946.31 453.672 NA NA
"SSB_1960" "SSB_1960" 1813.66 424.576 NA NA
"SSB_1961" "SSB_1961" 1733.86 400.054 NA NA
"SSB_1962" "SSB_1962" 1165.01 339.525 NA NA
"SSB_1963" "SSB_1963" 956.894 284.704 NA NA
"SSB_1964" "SSB_1964" 744.18 241.845 NA NA
"SSB_1965" "SSB_1965" 963.943 269.191 NA NA
"SSB_1966" "SSB_1966" 970.389 291.132 NA NA
"SSB_1967" "SSB_1967" 786.974 292.418 NA NA
"SSB_1968" "SSB_1968" 1037.79 316.09 NA NA
"SSB_1969" "SSB_1969" 1325.86 353.467 NA NA
"SSB_1970" "SSB_1970" 1563 378.573 NA NA
"SSB_1971" "SSB_1971" 1172.43 322.733 NA NA
"SSB_1972" "SSB_1972" 804.546 239.758 NA NA
"SSB_1973" "SSB_1973" 715.917 192.004 NA NA
"SSB_1974" "SSB_1974" 674.542 182.664 NA NA
"SSB_1975" "SSB_1975" 714.133 191.629 NA NA
"SSB_1976" "SSB_1976" 819.043 203.529 NA NA
"SSB_1977" "SSB_1977" 863.03 211.703 NA NA
"SSB_1978" "SSB_1978" 1140.44 226.755 NA NA
"SSB_1979" "SSB_1979" 1014.03 205.917 NA NA
"SSB_1980" "SSB_1980" 950.768 194.936 NA NA
"SSB_1981" "SSB_1981" 1253.98 197.538 NA NA
"SSB_1982" "SSB_1982" 1032.67 165.675 NA NA
"SSB_1983" "SSB_1983" 750.507 145.975 NA NA
"SSB_1984" "SSB_1984" 842.72 144.715 NA NA
"SSB_1985" "SSB_1985" 842.773 147.946 NA NA
"SSB_1986" "SSB_1986" 757.688 137.118 NA NA
"SSB_1987" "SSB_1987" 738.228 127.382 NA NA
"SSB_1988" "SSB_1988" 679.156 133.514 NA NA
"SSB_1989" "SSB_1989" 690.919 135.808 NA NA
"SSB_1990" "SSB_1990" 581.245 126.241 NA NA
"SSB_1991" "SSB_1991" 616.478 123.558 NA NA
"SSB_1992" "SSB_1992" 697.258 137.268 NA NA
"SSB_1993" "SSB_1993" 829.039 159.644 NA NA
"SSB_1994" "SSB_1994" 905.502 178.72 NA NA
"SSB_1995" "SSB_1995" 761.846 162.262 NA NA
"SSB_1996" "SSB_1996" 823.143 150.155 NA NA
"SSB_1997" "SSB_1997" 857.362 150.627 NA NA
"SSB_1998" "SSB_1998" 1049.31 156.041 NA NA
"SSB_1999" "SSB_1999" 1065.44 168.969 NA NA
"SSB_2000" "SSB_2000" 973.763 165.038 NA NA
"SSB_2001" "SSB_2001" 1106.5 178.398 NA NA
"SSB_2002" "SSB_2002" 1149.24 177.991 NA NA
"SSB_2003" "SSB_2003" 1034.36 150.584 NA NA
"SSB_2004" "SSB_2004" 788.71 136.085 NA NA
"SSB_2005" "SSB_2005" 606.049 114.496 NA NA
"SSB_2006" "SSB_2006" 618.205 113.327 NA NA
"SSB_2007" "SSB_2007" 677.969 125.503 NA NA
"SSB_2008" "SSB_2008" 716.845 132.765 NA NA
"SSB_2009" "SSB_2009" 697.153 134.649 NA NA
"SSB_2010" "SSB_2010" 758.24 132.285 NA NA
"SSB_2011" "SSB_2011" 737.744 120.573 NA NA
"SSB_2012" "SSB_2012" 596.882 101.81 NA NA
"SSB_2013" "SSB_2013" 483.297 86.4435 NA NA
"SSB_2014" "SSB_2014" 532.438 82.5711 NA NA
"SSB_2015" "SSB_2015" 451.298 72.0828 NA NA
"SSB_2016" "SSB_2016" 382.691 67.0864 NA NA
"SSB_2017" "SSB_2017" 399.444 68.504 NA NA
"SSB_2018" "SSB_2018" 455.539 77.9052 NA NA
"SSB_2019" "SSB_2019" 449.137 79.4871 NA NA
"SSB_2020" "SSB_2020" 402.121 80.0336 NA NA
"SSB_2021" "SSB_2021" 372.548 89.1739 NA NA
"SSB_2022" "SSB_2022" 437.179 130.921 NA NA
"SSB_2023" "SSB_2023" 602.9 217.754 NA NA
"Recr_Virgin" "Recr_Virgin" 164.336 7.15989 NA NA
"Recr_Initial" "Recr_Initial" 164.336 7.15989 NA NA
"Recr_1952" "Recr_1952" 179.618 36.3493 NA NA
"Recr_1953" "Recr_1953" 176.853 35.1932 NA NA
"Recr_1954" "Recr_1954" 171.478 33.7721 NA NA
"Recr_1955" "Recr_1955" 157.709 30.9173 NA NA
"Recr_1956" "Recr_1956" 153.508 30.0396 NA NA
"Recr_1957" "Recr_1957" 156.687 30.6945 NA NA
"Recr_1958" "Recr_1958" 159.955 30.9959 NA NA
"Recr_1959" "Recr_1959" 150.663 29.1889 NA NA
"Recr_1960" "Recr_1960" 150.352 28.6245 NA NA
"Recr_1961" "Recr_1961" 146.25 27.1148 NA NA
"Recr_1962" "Recr_1962" 125.34 24.3631 NA NA
"Recr_1963" "Recr_1963" 118.018 23.4449 NA NA
"Recr_1964" "Recr_1964" 108.08 22.3826 NA NA
"Recr_1965" "Recr_1965" 116.109 22.7091 NA NA
"Recr_1966" "Recr_1966" 115.069 22.8327 NA NA
"Recr_1967" "Recr_1967" 107.313 22.9913 NA NA
"Recr_1968" "Recr_1968" 120.391 22.8368 NA NA
"Recr_1969" "Recr_1969" 127.891 22.6426 NA NA
"Recr_1970" "Recr_1970" 126.377 21.8919 NA NA
"Recr_1971" "Recr_1971" 118.246 20.8632 NA NA
"Recr_1972" "Recr_1972" 107.121 20.15 NA NA
"Recr_1973" "Recr_1973" 107.86 19.688 NA NA
"Recr_1974" "Recr_1974" 99.3632 18.2747 NA NA
"Recr_1975" "Recr_1975" 97.2877 17.946 NA NA
"Recr_1976" "Recr_1976" 108.968 18.7662 NA NA
"Recr_1977" "Recr_1977" 111.119 18.7413 NA NA
"Recr_1978" "Recr_1978" 137.147 20.6055 NA NA
"Recr_1979" "Recr_1979" 130.821 19.9811 NA NA
"Recr_1980" "Recr_1980" 145.052 17.1987 NA NA
"Recr_1981" "Recr_1981" 98.0909 14.5066 NA NA
"Recr_1982" "Recr_1982" 111.745 15.3432 NA NA
"Recr_1983" "Recr_1983" 88.9957 13.2464 NA NA
"Recr_1984" "Recr_1984" 97.1549 12.2981 NA NA
"Recr_1985" "Recr_1985" 71.6234 10.7564 NA NA
"Recr_1986" "Recr_1986" 88.056 16.0272 NA NA
"Recr_1987" "Recr_1987" 153.245 20.8269 NA NA
"Recr_1988" "Recr_1988" 110.791 18.2685 NA NA
"Recr_1989" "Recr_1989" 94.5862 15.2443 NA NA
"Recr_1990" "Recr_1990" 86.3871 15.4636 NA NA
"Recr_1991" "Recr_1991" 101.847 19.0574 NA NA
"Recr_1992" "Recr_1992" 134.265 23.2676 NA NA
"Recr_1993" "Recr_1993" 140.308 23.6015 NA NA
"Recr_1994" "Recr_1994" 121.115 19.6199 NA NA
"Recr_1995" "Recr_1995" 101.513 17.593 NA NA
"Recr_1996" "Recr_1996" 219.002 22.5304 NA NA
"Recr_1997" "Recr_1997" 132.159 15.9572 NA NA
"Recr_1998" "Recr_1998" 171.705 18.4858 NA NA
"Recr_1999" "Recr_1999" 166.484 14.4719 NA NA
"Recr_2000" "Recr_2000" 86.1333 10.7455 NA NA
"Recr_2001" "Recr_2001" 170.412 17.9299 NA NA
"Recr_2002" "Recr_2002" 111.52 14.9001 NA NA
"Recr_2003" "Recr_2003" 116.298 16.37 NA NA
"Recr_2004" "Recr_2004" 111.267 16.1128 NA NA
"Recr_2005" "Recr_2005" 89.2534 13.9987 NA NA
"Recr_2006" "Recr_2006" 105.694 16.5081 NA NA
"Recr_2007" "Recr_2007" 107.393 16.7263 NA NA
"Recr_2008" "Recr_2008" 103.344 14.9705 NA NA
"Recr_2009" "Recr_2009" 93.3197 13.5765 NA NA
"Recr_2010" "Recr_2010" 90.7444 12.192 NA NA
"Recr_2011" "Recr_2011" 86.7848 11.3719 NA NA
"Recr_2012" "Recr_2012" 79.6874 10.1138 NA NA
"Recr_2013" "Recr_2013" 93.3955 9.27033 NA NA
"Recr_2014" "Recr_2014" 75.5923 7.82107 NA NA
"Recr_2015" "Recr_2015" 74.9008 8.20179 NA NA
"Recr_2016" "Recr_2016" 76.6818 8.85855 NA NA
"Recr_2017" "Recr_2017" 78.3147 7.89265 NA NA
"Recr_2018" "Recr_2018" 63.2785 7.46411 NA NA
"Recr_2019" "Recr_2019" 80.4533 11.1421 NA NA
"Recr_2020" "Recr_2020" 105.218 19.0143 NA NA
"Recr_2021" "Recr_2021" 85.8045 19.2414 NA NA
"Recr_2022" "Recr_2022" 88.8604 22.3329 NA NA
"Recr_2023" "Recr_2023" 99.6931 25.2709 NA NA
