id,Label,values,lambdas
53-CAAL-oneFleet-11,TOTAL,-17.6667,
53-CAAL-oneFleet-11,Catch,0.0674524,
53-CAAL-oneFleet-11,Equil_catch,0,
53-CAAL-oneFleet-11,Survey,-30.9362,
53-CAAL-oneFleet-11,Length_comp,37.0394,
53-CAAL-oneFleet-11,Age_comp,0,
53-CAAL-oneFleet-11,SizeFreq,0,
53-CAAL-oneFleet-11,Recruitment,-23.8507,1
53-CAAL-oneFleet-11,InitEQ_Regime,7.83875e-31,1
53-CAAL-oneFleet-11,Forecast_Recruitment,0.0133068,1
53-CAAL-oneFleet-11,Parm_priors,0,1
53-CAAL-oneFleet-11,Parm_softbounds,0,
53-CAAL-oneFleet-11,Parm_devs,0,1
53-CAAL-oneFleet-11,Crash_Pen,0,1
