id,Label,values,lambdas
06-exclude-more-comp,TOTAL,945.137,
06-exclude-more-comp,Catch,0.0121853,
06-exclude-more-comp,Equil_catch,0,
06-exclude-more-comp,Survey,-16.9754,
06-exclude-more-comp,Length_comp,127.86,
06-exclude-more-comp,SizeFreq,836.134,
06-exclude-more-comp,Recruitment,-1.94447,1
06-exclude-more-comp,InitEQ_Regime,0,1
06-exclude-more-comp,Forecast_Recruitment,0.0217622,1
06-exclude-more-comp,Parm_priors,0,1
06-exclude-more-comp,Parm_softbounds,0.0287185,
06-exclude-more-comp,Parm_devs,0,1
06-exclude-more-comp,Crash_Pen,0,1
