id,Yr,SpawnBio,bias_adjusted,pred_recr
06-exclude-more-comp,1942,11260.8,121.169,122.829
06-exclude-more-comp,1943,11260.8,121.169,121.881
06-exclude-more-comp,1944,11260.8,121.169,122.198
06-exclude-more-comp,1945,11260.8,121.169,122.667
06-exclude-more-comp,1946,11260.8,121.169,123.382
06-exclude-more-comp,1947,11260.8,121.169,124.522
06-exclude-more-comp,1948,11260.8,121.169,126.413
06-exclude-more-comp,1949,11260.8,121.169,129.078
06-exclude-more-comp,1950,11260.8,121.169,130.123
06-exclude-more-comp,1951,11260.8,121.169,132.27
06-exclude-more-comp,1952,11726.9,121.471,140.046
06-exclude-more-comp,1953,11812.5,121.524,143.737
06-exclude-more-comp,1954,10875.1,120.901,138.065
06-exclude-more-comp,1955,4918.99,112.134,122.775
06-exclude-more-comp,1956,4217.96,109.719,119.439
06-exclude-more-comp,1957,4149.89,109.448,122.218
06-exclude-more-comp,1958,4183.57,109.583,124.9
06-exclude-more-comp,1959,3308.04,105.341,122.194
06-exclude-more-comp,1960,3211.26,104.758,120.294
06-exclude-more-comp,1961,3144.77,104.34,122.389
06-exclude-more-comp,1962,2142.44,95.7108,106.146
06-exclude-more-comp,1963,1877.59,92.3106,92.3447
06-exclude-more-comp,1964,1442.4,84.9681,85.6354
06-exclude-more-comp,1965,1845.28,91.8096,90.81
06-exclude-more-comp,1966,1802.92,91.1693,89.2617
06-exclude-more-comp,1967,1541.76,86.8254,83.9058
06-exclude-more-comp,1968,2026.7,94.1848,91.8968
06-exclude-more-comp,1969,2516.07,99.388,98.6893
06-exclude-more-comp,1970,3012.41,103.276,98.3976
06-exclude-more-comp,1971,2348.68,97.7422,91.0035
06-exclude-more-comp,1972,1637.08,88.4124,86.49
06-exclude-more-comp,1973,1415.91,84.2549,81.2888
06-exclude-more-comp,1974,1320.12,82.1702,83.1779
06-exclude-more-comp,1975,1366.76,83.1803,76.424
06-exclude-more-comp,1976,1588.39,87.4888,78.8906
06-exclude-more-comp,1977,1691.46,89.2135,87.7116
06-exclude-more-comp,1978,2209.83,96.1239,92.2939
06-exclude-more-comp,1979,1985.89,93.4308,108.482
06-exclude-more-comp,1980,1852.18,91.5957,109.64
06-exclude-more-comp,1981,2475.34,98.744,102.524
06-exclude-more-comp,1982,2142.5,95.2775,76.1439
06-exclude-more-comp,1983,1665.13,88.6611,88.2647
06-exclude-more-comp,1984,1807.13,90.8593,68.8097
06-exclude-more-comp,1985,1843.94,91.3739,74.7681
06-exclude-more-comp,1986,1646.03,88.2823,59.1591
06-exclude-more-comp,1987,1647.92,88.294,87.6905
06-exclude-more-comp,1988,1514.49,85.9055,109.653
06-exclude-more-comp,1989,1439.68,84.432,82.1434
06-exclude-more-comp,1990,1262.65,80.543,77.2889
06-exclude-more-comp,1991,1384.42,83.2548,79.4916
06-exclude-more-comp,1992,1617.96,87.6856,100.644
06-exclude-more-comp,1993,1980.54,93.065,108.441
06-exclude-more-comp,1994,2240.17,96.1051,112.586
06-exclude-more-comp,1995,1917.75,92.193,94.2155
06-exclude-more-comp,1996,2116.01,94.6673,124.24
06-exclude-more-comp,1997,2244.6,96.0872,184.411
06-exclude-more-comp,1998,2677.56,100.123,127.116
06-exclude-more-comp,1999,3159.97,103.562,149.985
06-exclude-more-comp,2000,3207.84,103.836,105.568
06-exclude-more-comp,2001,3465.26,105.295,91.6649
06-exclude-more-comp,2002,3363.76,104.709,113.921
06-exclude-more-comp,2003,2805.8,101.02,93.3337
06-exclude-more-comp,2004,2002.98,93.1194,99.7934
06-exclude-more-comp,2005,1610.72,87.3025,98.5714
06-exclude-more-comp,2006,1731.38,89.2601,76.2362
06-exclude-more-comp,2007,2084.79,94.0835,99.284
06-exclude-more-comp,2008,2141.02,94.7421,101.289
06-exclude-more-comp,2009,2159.29,94.9507,78.65
06-exclude-more-comp,2010,2439.77,97.8525,76.0648
06-exclude-more-comp,2011,2286.9,96.3374,68.424
06-exclude-more-comp,2012,1830.14,90.741,72.3645
06-exclude-more-comp,2013,1406.49,83.4318,69.2156
06-exclude-more-comp,2014,1496.74,85.2199,72.382
06-exclude-more-comp,2015,1255.16,80.0725,62.8414
06-exclude-more-comp,2016,1115.46,76.4879,62.2944
06-exclude-more-comp,2017,1173.99,78.0529,68.2002
06-exclude-more-comp,2018,1264.85,80.3028,56.2301
06-exclude-more-comp,2019,1276.36,80.5734,58.111
06-exclude-more-comp,2020,1126.35,76.7864,88.5903
06-exclude-more-comp,2021,1044.22,74.4451,86.614
06-exclude-more-comp,2022,1364.1,83.3689,86.921
06-exclude-more-comp,2023,1866.27,92.172,92.172
