"Value" "Parm_StDev" "type" "Yr"
"Early_InitAge_10" -0.0171278 0.198932 "Early_InitAge" 1942
"Early_InitAge_9" -0.0064868 0.199462 "Early_InitAge" 1943
"Early_InitAge_8" -0.00675345 0.199502 "Early_InitAge" 1944
"Early_InitAge_7" -0.00406492 0.199809 "Early_InitAge" 1945
"Early_InitAge_6" 0.00561685 0.200616 "Early_InitAge" 1946
"Early_InitAge_5" 0.028039 0.202061 "Early_InitAge" 1947
"Early_InitAge_4" 0.0603533 0.203506 "Early_InitAge" 1948
"Early_InitAge_3" 0.0725811 0.203535 "Early_InitAge" 1949
"Early_InitAge_2" 0.0754729 0.203243 "Early_InitAge" 1950
"Early_InitAge_1" 0.095681 0.20389 "Early_InitAge" 1951
"Main_RecrDev_1952" 0.129891 0.200392 "Main_RecrDev" 1952
"Main_RecrDev_1953" 0.1073 0.197158 "Main_RecrDev" 1953
"Main_RecrDev_1954" 0.0767603 0.195234 "Main_RecrDev" 1954
"Main_RecrDev_1955" 0.0576451 0.194293 "Main_RecrDev" 1955
"Main_RecrDev_1956" 0.0680702 0.194951 "Main_RecrDev" 1956
"Main_RecrDev_1957" 0.0983111 0.197081 "Main_RecrDev" 1957
"Main_RecrDev_1958" 0.114631 0.195908 "Main_RecrDev" 1958
"Main_RecrDev_1959" 0.0994025 0.196808 "Main_RecrDev" 1959
"Main_RecrDev_1960" 0.115803 0.194797 "Main_RecrDev" 1960
"Main_RecrDev_1961" 0.0829125 0.192005 "Main_RecrDev" 1961
"Main_RecrDev_1962" 0.0254038 0.19281 "Main_RecrDev" 1962
"Main_RecrDev_1963" 0.0230882 0.192511 "Main_RecrDev" 1963
"Main_RecrDev_1964" 0.0179261 0.1931 "Main_RecrDev" 1964
"Main_RecrDev_1965" -0.00289592 0.192072 "Main_RecrDev" 1965
"Main_RecrDev_1966" -0.0189416 0.191906 "Main_RecrDev" 1966
"Main_RecrDev_1967" -0.00960563 0.192705 "Main_RecrDev" 1967
"Main_RecrDev_1968" 0.0134063 0.191534 "Main_RecrDev" 1968
"Main_RecrDev_1969" -0.00533872 0.187122 "Main_RecrDev" 1969
"Main_RecrDev_1970" -0.0537966 0.182208 "Main_RecrDev" 1970
"Main_RecrDev_1971" -0.0421601 0.18285 "Main_RecrDev" 1971
"Main_RecrDev_1972" -0.0212029 0.185884 "Main_RecrDev" 1972
"Main_RecrDev_1973" 0.0157826 0.18372 "Main_RecrDev" 1973
"Main_RecrDev_1974" -0.067704 0.183018 "Main_RecrDev" 1974
"Main_RecrDev_1975" -0.0942528 0.18022 "Main_RecrDev" 1975
"Main_RecrDev_1976" -0.0290871 0.176327 "Main_RecrDev" 1976
"Main_RecrDev_1977" -0.00297101 0.175373 "Main_RecrDev" 1977
"Main_RecrDev_1978" 0.141847 0.149224 "Main_RecrDev" 1978
"Main_RecrDev_1979" 0.116013 0.1503 "Main_RecrDev" 1979
"Main_RecrDev_1980" 0.180866 0.133114 "Main_RecrDev" 1980
"Main_RecrDev_1981" -0.240839 0.146661 "Main_RecrDev" 1981
"Main_RecrDev_1982" -0.053792 0.134738 "Main_RecrDev" 1982
"Main_RecrDev_1983" -0.198623 0.143579 "Main_RecrDev" 1983
"Main_RecrDev_1984" -0.210596 0.139507 "Main_RecrDev" 1984
"Main_RecrDev_1985" -0.469224 0.148016 "Main_RecrDev" 1985
"Main_RecrDev_1986" -0.155418 0.171395 "Main_RecrDev" 1986
"Main_RecrDev_1987" 0.354948 0.143225 "Main_RecrDev" 1987
"Main_RecrDev_1988" 0.0182534 0.166614 "Main_RecrDev" 1988
"Main_RecrDev_1989" -0.12456 0.163921 "Main_RecrDev" 1989
"Main_RecrDev_1990" -0.125412 0.173106 "Main_RecrDev" 1990
"Main_RecrDev_1991" 0.0427951 0.179312 "Main_RecrDev" 1991
"Main_RecrDev_1992" 0.228203 0.178735 "Main_RecrDev" 1992
"Main_RecrDev_1993" 0.196234 0.176981 "Main_RecrDev" 1993
"Main_RecrDev_1994" 0.0254467 0.166797 "Main_RecrDev" 1994
"Main_RecrDev_1995" -0.0118489 0.163441 "Main_RecrDev" 1995
"Main_RecrDev_1996" 0.690889 0.0985103 "Main_RecrDev" 1996
"Main_RecrDev_1997" 0.119924 0.124584 "Main_RecrDev" 1997
"Main_RecrDev_1998" 0.41751 0.0963822 "Main_RecrDev" 1998
"Main_RecrDev_1999" 0.280285 0.0980045 "Main_RecrDev" 1999
"Main_RecrDev_2000" -0.378338 0.128764 "Main_RecrDev" 2000
"Main_RecrDev_2001" 0.321839 0.0977763 "Main_RecrDev" 2001
"Main_RecrDev_2002" -0.149578 0.140793 "Main_RecrDev" 2002
"Main_RecrDev_2003" -0.0147697 0.14345 "Main_RecrDev" 2003
"Main_RecrDev_2004" 0.0196113 0.147467 "Main_RecrDev" 2004
"Main_RecrDev_2005" -0.144226 0.155985 "Main_RecrDev" 2005
"Main_RecrDev_2006" 0.0648587 0.156377 "Main_RecrDev" 2006
"Main_RecrDev_2007" 0.0158559 0.156935 "Main_RecrDev" 2007
