"Value" "Parm_StDev" "type" "Yr"
"Main_RecrDev_2008" -0.0791776 0.152213 "Main_RecrDev" 2008
"Main_RecrDev_2009" -0.169235 0.153343 "Main_RecrDev" 2009
"Main_RecrDev_2010" -0.216772 0.139614 "Main_RecrDev" 2010
"Main_RecrDev_2011" -0.244953 0.136592 "Main_RecrDev" 2011
"Main_RecrDev_2012" -0.252864 0.129147 "Main_RecrDev" 2012
"Main_RecrDev_2013" -0.00949161 0.113117 "Main_RecrDev" 2013
"Main_RecrDev_2014" -0.26668 0.112305 "Main_RecrDev" 2014
"Main_RecrDev_2015" -0.158459 0.107121 "Main_RecrDev" 2015
"Main_RecrDev_2016" -0.0989996 0.117144 "Main_RecrDev" 2016
"Main_RecrDev_2017" -0.135227 0.122738 "Main_RecrDev" 2017
"Main_RecrDev_2018" -0.372745 0.117571 "Main_RecrDev" 2018
"Main_RecrDev_2019" -0.0497288 0.120772 "Main_RecrDev" 2019
"Main_RecrDev_2020" 0.32859 0.150912 "Main_RecrDev" 2020
"Main_RecrDev_2021" 0.0692068 0.179388 "Main_RecrDev" 2021
"Late_RecrDev_2022" 0.0403346 0.199098 "Late_RecrDev" 2022
"ForeRecr_2023" 0 0.2 "ForeRecr" 2023
