id,Year,B.Bmsy,F.Fmsy
21-CAAL-NZrecwtQtr,1952,4.65525,0.0156998
21-CAAL-NZrecwtQtr,1953,4.69498,0.183525
21-CAAL-NZrecwtQtr,1954,4.29356,1.28207
21-CAAL-NZrecwtQtr,1955,2.16776,0.82147
21-CAAL-NZrecwtQtr,1956,1.80277,0.67694
21-CAAL-NZrecwtQtr,1957,1.74831,0.618007
21-CAAL-NZrecwtQtr,1958,1.74071,1.08186
21-CAAL-NZrecwtQtr,1959,1.37831,0.972546
21-CAAL-NZrecwtQtr,1960,1.29311,1.0392
21-CAAL-NZrecwtQtr,1961,1.24603,1.75969
21-CAAL-NZrecwtQtr,1962,0.88244,1.68938
21-CAAL-NZrecwtQtr,1963,0.754194,1.9936
21-CAAL-NZrecwtQtr,1964,0.618069,1.09728
21-CAAL-NZrecwtQtr,1965,0.777989,1.25675
21-CAAL-NZrecwtQtr,1966,0.793877,1.64674
21-CAAL-NZrecwtQtr,1967,0.672396,0.857918
21-CAAL-NZrecwtQtr,1968,0.846115,0.650384
21-CAAL-NZrecwtQtr,1969,1.051,0.60407
21-CAAL-NZrecwtQtr,1970,1.21588,1.36736
21-CAAL-NZrecwtQtr,1971,0.934389,1.97301
21-CAAL-NZrecwtQtr,1972,0.673212,2.13539
21-CAAL-NZrecwtQtr,1973,0.597701,2.10689
21-CAAL-NZrecwtQtr,1974,0.57019,1.84771
21-CAAL-NZrecwtQtr,1975,0.610594,1.36609
21-CAAL-NZrecwtQtr,1976,0.691143,1.26774
21-CAAL-NZrecwtQtr,1977,0.724586,0.642016
21-CAAL-NZrecwtQtr,1978,0.90963,1.17427
21-CAAL-NZrecwtQtr,1979,0.825837,1.26511
21-CAAL-NZrecwtQtr,1980,0.78544,0.85797
21-CAAL-NZrecwtQtr,1981,1.00487,1.57938
21-CAAL-NZrecwtQtr,1982,0.85447,2.03982
21-CAAL-NZrecwtQtr,1983,0.660703,1.34818
21-CAAL-NZrecwtQtr,1984,0.713367,1.39532
21-CAAL-NZrecwtQtr,1985,0.71678,1.33676
21-CAAL-NZrecwtQtr,1986,0.648935,1.2518
21-CAAL-NZrecwtQtr,1987,0.617332,1.22877
21-CAAL-NZrecwtQtr,1988,0.569444,1.61999
21-CAAL-NZrecwtQtr,1989,0.564861,2.50574
21-CAAL-NZrecwtQtr,1990,0.524688,1.74377
21-CAAL-NZrecwtQtr,1991,0.548205,1.33518
21-CAAL-NZrecwtQtr,1992,0.599858,0.976797
21-CAAL-NZrecwtQtr,1993,0.702,1.22021
21-CAAL-NZrecwtQtr,1994,0.763397,1.97177
21-CAAL-NZrecwtQtr,1995,0.661935,1.83779
21-CAAL-NZrecwtQtr,1996,0.702349,1.57391
21-CAAL-NZrecwtQtr,1997,0.7348,1.39676
21-CAAL-NZrecwtQtr,1998,0.838585,1.91421
21-CAAL-NZrecwtQtr,1999,0.919356,1.64925
21-CAAL-NZrecwtQtr,2000,0.861284,1.32678
21-CAAL-NZrecwtQtr,2001,0.959555,1.1405
21-CAAL-NZrecwtQtr,2002,0.999317,1.22521
21-CAAL-NZrecwtQtr,2003,0.847972,1.87492
21-CAAL-NZrecwtQtr,2004,0.670903,1.86837
21-CAAL-NZrecwtQtr,2005,0.532094,1.72516
21-CAAL-NZrecwtQtr,2006,0.540387,1.43505
21-CAAL-NZrecwtQtr,2007,0.598619,1.27619
21-CAAL-NZrecwtQtr,2008,0.620038,1.46717
21-CAAL-NZrecwtQtr,2009,0.612637,1.28341
21-CAAL-NZrecwtQtr,2010,0.656512,1.30014
21-CAAL-NZrecwtQtr,2011,0.630785,1.61192
21-CAAL-NZrecwtQtr,2012,0.514226,1.80924
21-CAAL-NZrecwtQtr,2013,0.422348,1.44433
21-CAAL-NZrecwtQtr,2014,0.452939,1.77789
21-CAAL-NZrecwtQtr,2015,0.386937,1.95725
21-CAAL-NZrecwtQtr,2016,0.345111,1.80853
21-CAAL-NZrecwtQtr,2017,0.357023,1.43084
21-CAAL-NZrecwtQtr,2018,0.401922,1.59661
21-CAAL-NZrecwtQtr,2019,0.394695,1.57066
21-CAAL-NZrecwtQtr,2020,0.363789,1.50332
21-CAAL-NZrecwtQtr,2021,0.346237,1.63131
21-CAAL-NZrecwtQtr,2022,0.423098,1.08612
21-CAAL-NZrecwtQtr,2023,0.618295,1.08612
