"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 11599.1 718.138 NA NA
"SSB_Initial" "SSB_Initial" 11599.1 718.138 NA NA
"SSB_1952" "SSB_1952" 11923.6 1086.69 NA NA
"SSB_1953" "SSB_1953" 12028.6 1081.61 NA NA
"SSB_1954" "SSB_1954" 11007.6 1058.65 NA NA
"SSB_1955" "SSB_1955" 5575.94 1063.32 NA NA
"SSB_1956" "SSB_1956" 4626.8 920.144 NA NA
"SSB_1957" "SSB_1957" 4467.31 839.999 NA NA
"SSB_1958" "SSB_1958" 4446.47 809.97 NA NA
"SSB_1959" "SSB_1959" 3521.26 749.966 NA NA
"SSB_1960" "SSB_1960" 3308.22 715.922 NA NA
"SSB_1961" "SSB_1961" 3189.43 689.842 NA NA
"SSB_1962" "SSB_1962" 2260.69 612.973 NA NA
"SSB_1963" "SSB_1963" 1926.59 539.142 NA NA
"SSB_1964" "SSB_1964" 1573.73 478.819 NA NA
"SSB_1965" "SSB_1965" 1982.09 525.268 NA NA
"SSB_1966" "SSB_1966" 2020.08 557.042 NA NA
"SSB_1967" "SSB_1967" 1708.57 568.548 NA NA
"SSB_1968" "SSB_1968" 2146.05 598.4 NA NA
"SSB_1969" "SSB_1969" 2669.42 643.092 NA NA
"SSB_1970" "SSB_1970" 3091.06 675.243 NA NA
"SSB_1971" "SSB_1971" 2364.46 595.967 NA NA
"SSB_1972" "SSB_1972" 1695.35 476.489 NA NA
"SSB_1973" "SSB_1973" 1507.78 402.239 NA NA
"SSB_1974" "SSB_1974" 1443.28 390.49 NA NA
"SSB_1975" "SSB_1975" 1540.84 407.159 NA NA
"SSB_1976" "SSB_1976" 1741.73 416.105 NA NA
"SSB_1977" "SSB_1977" 1817.07 422.956 NA NA
"SSB_1978" "SSB_1978" 2285.31 437.175 NA NA
"SSB_1979" "SSB_1979" 2056.12 397.872 NA NA
"SSB_1980" "SSB_1980" 1949.75 393.449 NA NA
"SSB_1981" "SSB_1981" 2505.86 384.514 NA NA
"SSB_1982" "SSB_1982" 2108.99 343.906 NA NA
"SSB_1983" "SSB_1983" 1624.47 310.863 NA NA
"SSB_1984" "SSB_1984" 1762.18 315.588 NA NA
"SSB_1985" "SSB_1985" 1770.49 312.294 NA NA
"SSB_1986" "SSB_1986" 1597.11 297.427 NA NA
"SSB_1987" "SSB_1987" 1524.37 270.162 NA NA
"SSB_1988" "SSB_1988" 1400.12 287.313 NA NA
"SSB_1989" "SSB_1989" 1383.63 304.729 NA NA
"SSB_1990" "SSB_1990" 1290.11 282.531 NA NA
"SSB_1991" "SSB_1991" 1349.75 290.596 NA NA
"SSB_1992" "SSB_1992" 1474.31 314.927 NA NA
"SSB_1993" "SSB_1993" 1723.17 354.856 NA NA
"SSB_1994" "SSB_1994" 1872.84 394.799 NA NA
"SSB_1995" "SSB_1995" 1619.75 364.165 NA NA
"SSB_1996" "SSB_1996" 1731.24 336.043 NA NA
"SSB_1997" "SSB_1997" 1809.62 335.739 NA NA
"SSB_1998" "SSB_1998" 2058.32 358.656 NA NA
"SSB_1999" "SSB_1999" 2257.51 384.688 NA NA
"SSB_2000" "SSB_2000" 2101.63 402.065 NA NA
"SSB_2001" "SSB_2001" 2349.52 423.914 NA NA
"SSB_2002" "SSB_2002" 2470.16 390.697 NA NA
"SSB_2003" "SSB_2003" 2100.15 332.066 NA NA
"SSB_2004" "SSB_2004" 1659.34 286.155 NA NA
"SSB_2005" "SSB_2005" 1304.52 259.265 NA NA
"SSB_2006" "SSB_2006" 1316.83 263.214 NA NA
"SSB_2007" "SSB_2007" 1457.99 286.582 NA NA
"SSB_2008" "SSB_2008" 1512.89 308.418 NA NA
"SSB_2009" "SSB_2009" 1495.28 314.192 NA NA
"SSB_2010" "SSB_2010" 1610.23 301.979 NA NA
"SSB_2011" "SSB_2011" 1550.16 272.099 NA NA
"SSB_2012" "SSB_2012" 1260.6 234.274 NA NA
"SSB_2013" "SSB_2013" 1033.62 202.973 NA NA
"SSB_2014" "SSB_2014" 1116.05 188.591 NA NA
"SSB_2015" "SSB_2015" 951.156 169.957 NA NA
"SSB_2016" "SSB_2016" 847.069 165.415 NA NA
"SSB_2017" "SSB_2017" 876.747 172.822 NA NA
"SSB_2018" "SSB_2018" 986.54 191.156 NA NA
"SSB_2019" "SSB_2019" 971.538 194.039 NA NA
"SSB_2020" "SSB_2020" 893.172 196.032 NA NA
"SSB_2021" "SSB_2021" 839.692 222.188 NA NA
"SSB_2022" "SSB_2022" 1020.4 317.211 NA NA
"SSB_2023" "SSB_2023" 1492.74 506.222 NA NA
"Recr_Virgin" "Recr_Virgin" 161.486 4.62606 NA NA
"Recr_Initial" "Recr_Initial" 161.486 4.62606 NA NA
"Recr_1952" "Recr_1952" 184.141 37.4494 NA NA
"Recr_1953" "Recr_1953" 179.903 35.8864 NA NA
"Recr_1954" "Recr_1954" 172.442 34.0022 NA NA
"Recr_1955" "Recr_1955" 159.907 31.4848 NA NA
"Recr_1956" "Recr_1956" 158.273 31.2675 NA NA
"Recr_1957" "Recr_1957" 161.668 32.0996 NA NA
"Recr_1958" "Recr_1958" 164.373 32.3487 NA NA
"Recr_1959" "Recr_1959" 155.92 30.8429 NA NA
"Recr_1960" "Recr_1960" 156.6 30.3501 NA NA
"Recr_1961" "Recr_1961" 149.987 28.4699 NA NA
"Recr_1962" "Recr_1962" 131.256 26.027 NA NA
"Recr_1963" "Recr_1963" 125.543 25.234 NA NA
"Recr_1964" "Recr_1964" 117.283 24.2203 NA NA
