"Value" "Parm_StDev" "type" "Yr"
"Early_InitAge_10" -0.0176286 0.198824 "Early_InitAge" 1942
"Early_InitAge_9" -0.00676874 0.199427 "Early_InitAge" 1943
"Early_InitAge_8" -0.0072744 0.199447 "Early_InitAge" 1944
"Early_InitAge_7" -0.00496342 0.199736 "Early_InitAge" 1945
"Early_InitAge_6" 0.00434449 0.200538 "Early_InitAge" 1946
"Early_InitAge_5" 0.0268425 0.20197 "Early_InitAge" 1947
"Early_InitAge_4" 0.0600868 0.203359 "Early_InitAge" 1948
"Early_InitAge_3" 0.0732143 0.203409 "Early_InitAge" 1949
"Early_InitAge_2" 0.0760947 0.203195 "Early_InitAge" 1950
"Early_InitAge_1" 0.0959062 0.203807 "Early_InitAge" 1951
"Main_RecrDev_1952" 0.129576 0.200189 "Main_RecrDev" 1952
"Main_RecrDev_1953" 0.105762 0.197059 "Main_RecrDev" 1953
"Main_RecrDev_1954" 0.0689902 0.195008 "Main_RecrDev" 1954
"Main_RecrDev_1955" 0.0555 0.19418 "Main_RecrDev" 1955
"Main_RecrDev_1956" 0.0699052 0.195461 "Main_RecrDev" 1956
"Main_RecrDev_1957" 0.0962301 0.197371 "Main_RecrDev" 1957
"Main_RecrDev_1958" 0.113515 0.196036 "Main_RecrDev" 1958
"Main_RecrDev_1959" 0.0988998 0.197185 "Main_RecrDev" 1959
"Main_RecrDev_1960" 0.11478 0.194842 "Main_RecrDev" 1960
"Main_RecrDev_1961" 0.0786651 0.192102 "Main_RecrDev" 1961
"Main_RecrDev_1962" 0.0223738 0.192977 "Main_RecrDev" 1962
"Main_RecrDev_1963" 0.0213453 0.192576 "Main_RecrDev" 1963
"Main_RecrDev_1964" 0.0157507 0.193134 "Main_RecrDev" 1964
"Main_RecrDev_1965" -0.0055818 0.192063 "Main_RecrDev" 1965
"Main_RecrDev_1966" -0.0217644 0.191843 "Main_RecrDev" 1966
"Main_RecrDev_1967" -0.0107145 0.192653 "Main_RecrDev" 1967
"Main_RecrDev_1968" 0.0102725 0.191354 "Main_RecrDev" 1968
"Main_RecrDev_1969" -0.0126562 0.186994 "Main_RecrDev" 1969
"Main_RecrDev_1970" -0.0551975 0.182566 "Main_RecrDev" 1970
"Main_RecrDev_1971" -0.0409824 0.183054 "Main_RecrDev" 1971
"Main_RecrDev_1972" -0.02244 0.186167 "Main_RecrDev" 1972
"Main_RecrDev_1973" 0.0111375 0.183771 "Main_RecrDev" 1973
"Main_RecrDev_1974" -0.072995 0.182711 "Main_RecrDev" 1974
"Main_RecrDev_1975" -0.0975774 0.180145 "Main_RecrDev" 1975
"Main_RecrDev_1976" -0.0343918 0.17579 "Main_RecrDev" 1976
"Main_RecrDev_1977" -0.0134398 0.17534 "Main_RecrDev" 1977
"Main_RecrDev_1978" 0.138657 0.148033 "Main_RecrDev" 1978
"Main_RecrDev_1979" 0.109016 0.149249 "Main_RecrDev" 1979
"Main_RecrDev_1980" 0.178959 0.132543 "Main_RecrDev" 1980
"Main_RecrDev_1981" -0.242365 0.14614 "Main_RecrDev" 1981
"Main_RecrDev_1982" -0.0567601 0.134114 "Main_RecrDev" 1982
"Main_RecrDev_1983" -0.199359 0.142996 "Main_RecrDev" 1983
"Main_RecrDev_1984" -0.203628 0.14035 "Main_RecrDev" 1984
"Main_RecrDev_1985" -0.473885 0.147234 "Main_RecrDev" 1985
"Main_RecrDev_1986" -0.164319 0.170566 "Main_RecrDev" 1986
"Main_RecrDev_1987" 0.360374 0.14237 "Main_RecrDev" 1987
"Main_RecrDev_1988" 0.0233386 0.166567 "Main_RecrDev" 1988
"Main_RecrDev_1989" -0.12199 0.16361 "Main_RecrDev" 1989
"Main_RecrDev_1990" -0.128198 0.172554 "Main_RecrDev" 1990
"Main_RecrDev_1991" 0.0392975 0.178977 "Main_RecrDev" 1991
"Main_RecrDev_1992" 0.233018 0.178385 "Main_RecrDev" 1992
"Main_RecrDev_1993" 0.201005 0.176907 "Main_RecrDev" 1993
"Main_RecrDev_1994" 0.0253894 0.166256 "Main_RecrDev" 1994
"Main_RecrDev_1995" -0.0173651 0.162524 "Main_RecrDev" 1995
"Main_RecrDev_1996" 0.687148 0.0982448 "Main_RecrDev" 1996
"Main_RecrDev_1997" 0.122494 0.123047 "Main_RecrDev" 1997
"Main_RecrDev_1998" 0.410209 0.0961268 "Main_RecrDev" 1998
"Main_RecrDev_1999" 0.288657 0.0964598 "Main_RecrDev" 1999
"Main_RecrDev_2000" -0.368281 0.128734 "Main_RecrDev" 2000
"Main_RecrDev_2001" 0.326623 0.0971672 "Main_RecrDev" 2001
"Main_RecrDev_2002" -0.148331 0.139901 "Main_RecrDev" 2002
"Main_RecrDev_2003" -0.0265362 0.142077 "Main_RecrDev" 2003
"Main_RecrDev_2004" 0.0122879 0.146279 "Main_RecrDev" 2004
"Main_RecrDev_2005" -0.136802 0.155318 "Main_RecrDev" 2005
"Main_RecrDev_2006" 0.0671263 0.155818 "Main_RecrDev" 2006
"Main_RecrDev_2007" 0.0215292 0.156499 "Main_RecrDev" 2007
"Main_RecrDev_2008" -0.071816 0.152462 "Main_RecrDev" 2008
"Main_RecrDev_2009" -0.161195 0.153643 "Main_RecrDev" 2009
"Main_RecrDev_2010" -0.212462 0.139592 "Main_RecrDev" 2010
"Main_RecrDev_2011" -0.238877 0.136203 "Main_RecrDev" 2011
"Main_RecrDev_2012" -0.244819 0.128844 "Main_RecrDev" 2012
"Main_RecrDev_2013" 0.000526499 0.114059 "Main_RecrDev" 2013
"Main_RecrDev_2014" -0.260083 0.112263 "Main_RecrDev" 2014
"Main_RecrDev_2015" -0.154783 0.107137 "Main_RecrDev" 2015
"Main_RecrDev_2016" -0.0875833 0.118033 "Main_RecrDev" 2016
"Main_RecrDev_2017" -0.121461 0.124867 "Main_RecrDev" 2017
"Main_RecrDev_2018" -0.366666 0.117714 "Main_RecrDev" 2018
"Main_RecrDev_2019" -0.0555335 0.119207 "Main_RecrDev" 2019
"Main_RecrDev_2020" 0.320242 0.150858 "Main_RecrDev" 2020
"Main_RecrDev_2021" 0.0722381 0.179356 "Main_RecrDev" 2021
"Late_RecrDev_2022" 0.0402304 0.199099 "Late_RecrDev" 2022
"ForeRecr_2023" 0 0.2 "ForeRecr" 2023
