id,Fleet,Fleet_name,Used,Kind,Sex,Bin,Obs,Exp,Dev,effN,Nsamp_in,Nsamp_adj
31-CAAL-revASPM-01,3,F03_LL.JP.3,yes,LEN,1,150,0.2619736733,0.01841516,0.2435585133,147.96531,235.0157,23.50157
31-CAAL-revASPM-01,3,F03_LL.JP.3,yes,LEN,1,155,0.1016467435,0.03458908,0.0670576635,177.91881,246.6102,24.66102
31-CAAL-revASPM-01,3,F03_LL.JP.3,yes,LEN,1,160,0.4021734015,0.07131919,0.3308542115,184.13635,279.0613,27.90613
31-CAAL-revASPM-01,3,F03_LL.JP.3,yes,LEN,1,165,0.6382521629,0.14730436,0.4909478029,201.30635,285.37399,28.537399
31-CAAL-revASPM-01,3,F03_LL.JP.3,yes,LEN,1,170,1.1300885506,0.3206122,0.8094763506,226.44136,291.19186,29.119186
31-CAAL-revASPM-01,3,F03_LL.JP.3,yes,LEN,1,175,1.0708283504,0.5383494,0.5324789504,231.29923,293.554,29.3554
31-CAAL-revASPM-01,3,F03_LL.JP.3,yes,LEN,1,180,2.0293335107,1.094571,0.9347625107,259.94447,306.64002,30.664002
31-CAAL-revASPM-01,3,F03_LL.JP.3,yes,LEN,1,185,2.6420956001,1.4761472,1.1659484001,274.34607,309.90665,30.990665
31-CAAL-revASPM-01,3,F03_LL.JP.3,yes,LEN,1,190,3.2405472002,2.0960243,1.1445229002,284.49097,313.42835,31.342835
31-CAAL-revASPM-01,3,F03_LL.JP.3,yes,LEN,1,195,2.8063412403,2.438744,0.3675972403,284.49097,313.42835,31.342835
31-CAAL-revASPM-01,3,F03_LL.JP.3,yes,LEN,1,200,2.3776542108,3.354056,-0.976401789199999,284.49097,313.42835,31.342835
31-CAAL-revASPM-01,3,F03_LL.JP.3,yes,LEN,1,205,1.6340529807,3.611118,-1.9770650193,283.23001,307.85817,30.785817
31-CAAL-revASPM-01,3,F03_LL.JP.3,yes,LEN,1,120,0.0215308525,0.000405797,0.0211250555,65.83008,114.13841,11.413841
31-CAAL-revASPM-01,3,F03_LL.JP.3,yes,LEN,1,125,0.0374469832,0.000531202,0.0369157812,82.47068,121.59494,12.159494
31-CAAL-revASPM-01,3,F03_LL.JP.3,yes,LEN,1,130,0.0004986438,0.000593645,-9.50012e-05,82.47068,121.59494,12.159494
31-CAAL-revASPM-01,3,F03_LL.JP.3,yes,LEN,1,135,0.0077949227,0.000828028,0.0069668947,82.47068,121.59494,12.159494
31-CAAL-revASPM-01,3,F03_LL.JP.3,yes,LEN,1,140,0.0778866021,0.001824858,0.0760617441,100.14378,127.41939,12.741939
31-CAAL-revASPM-01,3,F03_LL.JP.3,yes,LEN,1,145,0.1213681231,0.005772264,0.1155958591,110.3723,146.52692,14.652692
31-CAAL-revASPM-01,3,F03_LL.JP.3,yes,LEN,1,210,1.7057103708,3.200046,-1.4943356292,278.14592,281.00757,28.100757
31-CAAL-revASPM-01,3,F03_LL.JP.3,yes,LEN,1,215,1.1277379622,2.2298198,-1.1020818378,252.16011,267.92269,26.792269
31-CAAL-revASPM-01,3,F03_LL.JP.3,yes,LEN,1,220,0.8523702404,1.6090308,-0.7566605596,233.17802,229.50192,22.950192
31-CAAL-revASPM-01,3,F03_LL.JP.3,yes,LEN,1,225,0.229254363,0.4765332,-0.247278837,164.0713,163.74584,16.374584
31-CAAL-revASPM-01,3,F03_LL.JP.3,yes,LEN,1,230,0.1896826004,0.1950871,-0.0054044996,139.5721,134.71558,13.471558
31-CAAL-revASPM-01,3,F03_LL.JP.3,yes,LEN,1,235,0.1025047606,0.0555932,0.0469115606,90.245,109.73118,10.973118
31-CAAL-revASPM-01,3,F03_LL.JP.3,yes,LEN,1,240,0.0590636904,0.01617583,0.0428878604,72.5719,103.90673,10.390673
