id,Label,values,lambdas
31-CAAL-revASPM-01,TOTAL,-60.605,
31-CAAL-revASPM-01,Catch,3.97079e-11,
31-CAAL-revASPM-01,Equil_catch,0,
31-CAAL-revASPM-01,Survey,-31.5233,
31-CAAL-revASPM-01,Length_comp,0,
31-CAAL-revASPM-01,Age_comp,0,
31-CAAL-revASPM-01,SizeFreq,0,
31-CAAL-revASPM-01,Recruitment,-29.0817,1
31-CAAL-revASPM-01,InitEQ_Regime,0,1
31-CAAL-revASPM-01,Forecast_Recruitment,1.02591e-25,1
31-CAAL-revASPM-01,Parm_priors,0,1
31-CAAL-revASPM-01,Parm_softbounds,0,
31-CAAL-revASPM-01,Parm_devs,0,1
31-CAAL-revASPM-01,Crash_Pen,0,1
