id,like_comp,fleet,phase,value,sizefreq_method
31-CAAL-revASPM-01,1,1,1,1,1
31-CAAL-revASPM-01,1,16,1,1,1
31-CAAL-revASPM-01,4,1,1,1,1
31-CAAL-revASPM-01,5,1,1,1,1
31-CAAL-revASPM-01,7,1,1,1,1
