id,like_comp,fleet,phase,value,sizefreq_method
52-CAAL-oneFleet-10,1,10,1,1,1
52-CAAL-oneFleet-10,1,16,1,1,1
52-CAAL-oneFleet-10,4,10,1,1,1
52-CAAL-oneFleet-10,5,10,1,1,1
52-CAAL-oneFleet-10,7,10,1,1,1
52-CAAL-oneFleet-10,6,10,1,1,1
