id,Year,B.Bmsy,F.Fmsy
52-CAAL-oneFleet-10,1952,4.62288,0.0154329
52-CAAL-oneFleet-10,1953,4.65853,0.177695
52-CAAL-oneFleet-10,1954,4.26219,1.25812
52-CAAL-oneFleet-10,1955,2.14771,0.79799
52-CAAL-oneFleet-10,1956,1.78442,0.659783
52-CAAL-oneFleet-10,1957,1.7241,0.604133
52-CAAL-oneFleet-10,1958,1.71362,1.05922
52-CAAL-oneFleet-10,1959,1.35642,0.949718
52-CAAL-oneFleet-10,1960,1.27031,1.01688
52-CAAL-oneFleet-10,1961,1.2214,1.7286
52-CAAL-oneFleet-10,1962,0.861911,1.66382
52-CAAL-oneFleet-10,1963,0.732024,1.97535
52-CAAL-oneFleet-10,1964,0.595477,1.08428
52-CAAL-oneFleet-10,1965,0.751882,1.23906
52-CAAL-oneFleet-10,1966,0.768968,1.62439
52-CAAL-oneFleet-10,1967,0.650369,0.844254
52-CAAL-oneFleet-10,1968,0.820919,0.638222
52-CAAL-oneFleet-10,1969,1.02288,0.591951
52-CAAL-oneFleet-10,1970,1.18562,1.33788
52-CAAL-oneFleet-10,1971,0.912379,1.92531
52-CAAL-oneFleet-10,1972,0.657837,2.07991
52-CAAL-oneFleet-10,1973,0.586935,2.03581
52-CAAL-oneFleet-10,1974,0.565828,1.77023
52-CAAL-oneFleet-10,1975,0.611035,1.30251
52-CAAL-oneFleet-10,1976,0.694673,1.20201
52-CAAL-oneFleet-10,1977,0.734484,0.604725
52-CAAL-oneFleet-10,1978,0.927657,1.09809
52-CAAL-oneFleet-10,1979,0.859567,1.17939
52-CAAL-oneFleet-10,1980,0.809295,0.832262
52-CAAL-oneFleet-10,1981,0.974046,1.63181
52-CAAL-oneFleet-10,1982,0.765734,2.35671
52-CAAL-oneFleet-10,1983,0.50079,1.63087
52-CAAL-oneFleet-10,1984,0.576095,1.60561
52-CAAL-oneFleet-10,1985,0.588355,1.47693
52-CAAL-oneFleet-10,1986,0.552059,1.30469
52-CAAL-oneFleet-10,1987,0.572083,1.14186
52-CAAL-oneFleet-10,1988,0.615987,1.42752
52-CAAL-oneFleet-10,1989,0.623797,2.41692
52-CAAL-oneFleet-10,1990,0.491042,1.77216
52-CAAL-oneFleet-10,1991,0.513857,1.3269
52-CAAL-oneFleet-10,1992,0.586498,0.952799
52-CAAL-oneFleet-10,1993,0.695463,1.18481
52-CAAL-oneFleet-10,1994,0.753224,1.94703
52-CAAL-oneFleet-10,1995,0.630831,1.82111
52-CAAL-oneFleet-10,1996,0.68794,1.45303
52-CAAL-oneFleet-10,1997,0.814835,1.23558
52-CAAL-oneFleet-10,1998,0.909952,2.08516
52-CAAL-oneFleet-10,1999,0.694687,2.11487
52-CAAL-oneFleet-10,2000,0.593045,1.95148
52-CAAL-oneFleet-10,2001,0.539329,1.77458
52-CAAL-oneFleet-10,2002,0.552275,1.6028
52-CAAL-oneFleet-10,2003,0.601551,2.32213
52-CAAL-oneFleet-10,2004,0.477242,2.16474
52-CAAL-oneFleet-10,2005,0.436717,1.99181
52-CAAL-oneFleet-10,2006,0.437782,1.71248
52-CAAL-oneFleet-10,2007,0.455459,1.53908
52-CAAL-oneFleet-10,2008,0.480922,1.82992
52-CAAL-oneFleet-10,2009,0.433887,1.67115
52-CAAL-oneFleet-10,2010,0.447998,1.66531
52-CAAL-oneFleet-10,2011,0.4493,1.94328
52-CAAL-oneFleet-10,2012,0.393698,2.05488
52-CAAL-oneFleet-10,2013,0.352853,1.55887
52-CAAL-oneFleet-10,2014,0.418309,1.78849
52-CAAL-oneFleet-10,2015,0.373292,1.96419
52-CAAL-oneFleet-10,2016,0.323531,1.76029
52-CAAL-oneFleet-10,2017,0.369664,1.32041
52-CAAL-oneFleet-10,2018,0.429367,1.41431
52-CAAL-oneFleet-10,2019,0.437101,1.25005
52-CAAL-oneFleet-10,2020,0.472957,1.05296
52-CAAL-oneFleet-10,2021,0.54557,1.1603
52-CAAL-oneFleet-10,2022,0.59406,0.900131
52-CAAL-oneFleet-10,2023,0.691696,0.900131
