"Value" "Parm_StDev" "type" "Yr"
"Early_InitAge_10" -0.081326 0.197761 "Early_InitAge" 1942
"Early_InitAge_9" -0.022389 0.198549 "Early_InitAge" 1943
"Early_InitAge_8" -0.00325855 0.199943 "Early_InitAge" 1944
"Early_InitAge_7" 0.0347377 0.201995 "Early_InitAge" 1945
"Early_InitAge_6" 0.0771658 0.203912 "Early_InitAge" 1946
"Early_InitAge_5" 0.0907709 0.204439 "Early_InitAge" 1947
"Early_InitAge_4" 0.0966295 0.204484 "Early_InitAge" 1948
"Early_InitAge_3" 0.116415 0.204816 "Early_InitAge" 1949
"Early_InitAge_2" 0.132387 0.202973 "Early_InitAge" 1950
"Early_InitAge_1" 0.100131 0.199535 "Early_InitAge" 1951
"Main_RecrDev_1952" 0.0707274 0.194758 "Main_RecrDev" 1952
"Main_RecrDev_1953" 0.052074 0.193858 "Main_RecrDev" 1953
"Main_RecrDev_1954" 0.0662332 0.195617 "Main_RecrDev" 1954
"Main_RecrDev_1955" 0.0916142 0.198781 "Main_RecrDev" 1955
"Main_RecrDev_1956" 0.108103 0.198063 "Main_RecrDev" 1956
"Main_RecrDev_1957" 0.105929 0.198298 "Main_RecrDev" 1957
"Main_RecrDev_1958" 0.116242 0.195086 "Main_RecrDev" 1958
"Main_RecrDev_1959" 0.0748306 0.193512 "Main_RecrDev" 1959
"Main_RecrDev_1960" 0.03181 0.193268 "Main_RecrDev" 1960
"Main_RecrDev_1961" 0.0258881 0.192304 "Main_RecrDev" 1961
"Main_RecrDev_1962" 0.0154176 0.193784 "Main_RecrDev" 1962
"Main_RecrDev_1963" 0.00345526 0.194092 "Main_RecrDev" 1963
"Main_RecrDev_1964" -0.00235909 0.194212 "Main_RecrDev" 1964
"Main_RecrDev_1965" 0.00895378 0.193201 "Main_RecrDev" 1965
"Main_RecrDev_1966" 0.0202793 0.191248 "Main_RecrDev" 1966
"Main_RecrDev_1967" -0.00622807 0.189041 "Main_RecrDev" 1967
"Main_RecrDev_1968" -0.0227254 0.187203 "Main_RecrDev" 1968
"Main_RecrDev_1969" 0.00954698 0.185232 "Main_RecrDev" 1969
"Main_RecrDev_1970" 0.0179711 0.183369 "Main_RecrDev" 1970
"Main_RecrDev_1971" -0.00359976 0.180632 "Main_RecrDev" 1971
"Main_RecrDev_1972" -0.0859177 0.181104 "Main_RecrDev" 1972
"Main_RecrDev_1973" -0.0911498 0.180106 "Main_RecrDev" 1973
"Main_RecrDev_1974" -0.0307011 0.177909 "Main_RecrDev" 1974
"Main_RecrDev_1975" 0.0443323 0.17879 "Main_RecrDev" 1975
"Main_RecrDev_1976" 0.174731 0.159256 "Main_RecrDev" 1976
"Main_RecrDev_1977" 0.153188 0.157849 "Main_RecrDev" 1977
"Main_RecrDev_1978" 0.14776 0.144318 "Main_RecrDev" 1978
"Main_RecrDev_1979" -0.127067 0.154088 "Main_RecrDev" 1979
"Main_RecrDev_1980" -0.0234883 0.142546 "Main_RecrDev" 1980
"Main_RecrDev_1981" -0.229004 0.1437 "Main_RecrDev" 1981
"Main_RecrDev_1982" -0.323664 0.145803 "Main_RecrDev" 1982
"Main_RecrDev_1983" -0.423283 0.157437 "Main_RecrDev" 1983
"Main_RecrDev_1984" -0.118029 0.178248 "Main_RecrDev" 1984
"Main_RecrDev_1985" 0.330727 0.148669 "Main_RecrDev" 1985
"Main_RecrDev_1986" -0.0220146 0.170764 "Main_RecrDev" 1986
"Main_RecrDev_1987" -0.159956 0.168344 "Main_RecrDev" 1987
"Main_RecrDev_1988" -0.0946337 0.178322 "Main_RecrDev" 1988
"Main_RecrDev_1989" 0.110855 0.18107 "Main_RecrDev" 1989
"Main_RecrDev_1990" 0.222563 0.185383 "Main_RecrDev" 1990
"Main_RecrDev_1991" 0.160985 0.18065 "Main_RecrDev" 1991
"Main_RecrDev_1992" 0.00792216 0.169786 "Main_RecrDev" 1992
"Main_RecrDev_1993" -0.0398285 0.171261 "Main_RecrDev" 1993
"Main_RecrDev_1994" 0.663337 0.101708 "Main_RecrDev" 1994
"Main_RecrDev_1995" 0.136318 0.146109 "Main_RecrDev" 1995
"Main_RecrDev_1996" 0.477955 0.117718 "Main_RecrDev" 1996
"Main_RecrDev_1997" 0.352003 0.129195 "Main_RecrDev" 1997
"Main_RecrDev_1998" -0.344135 0.139222 "Main_RecrDev" 1998
"Main_RecrDev_1999" 0.356932 0.111886 "Main_RecrDev" 1999
"Main_RecrDev_2000" -0.077369 0.152045 "Main_RecrDev" 2000
"Main_RecrDev_2001" -0.0492535 0.149179 "Main_RecrDev" 2001
"Main_RecrDev_2002" -0.0389502 0.149804 "Main_RecrDev" 2002
"Main_RecrDev_2003" -0.178581 0.156224 "Main_RecrDev" 2003
"Main_RecrDev_2004" 0.00631196 0.157216 "Main_RecrDev" 2004
"Main_RecrDev_2005" 0.0725909 0.162794 "Main_RecrDev" 2005
