id,Label,values,lambdas
62-CAAL-NZdblnormV2-5,TOTAL,847.81,
62-CAAL-NZdblnormV2-5,Catch,0.806963,
62-CAAL-NZdblnormV2-5,Equil_catch,0,
62-CAAL-NZdblnormV2-5,Survey,-27.8932,
62-CAAL-NZdblnormV2-5,Length_comp,109.926,
62-CAAL-NZdblnormV2-5,Age_comp,0.218579,
62-CAAL-NZdblnormV2-5,SizeFreq,762.183,
62-CAAL-NZdblnormV2-5,Recruitment,2.54651,1
62-CAAL-NZdblnormV2-5,InitEQ_Regime,0,1
62-CAAL-NZdblnormV2-5,Forecast_Recruitment,3.54115e-08,1
62-CAAL-NZdblnormV2-5,Parm_priors,0,1
62-CAAL-NZdblnormV2-5,Parm_softbounds,0.0227852,
62-CAAL-NZdblnormV2-5,Parm_devs,0,1
62-CAAL-NZdblnormV2-5,Crash_Pen,0,1
