Label,ALL,F01_LL.JP.1,F02_LL.JP.2,F03_LL.JP.3,F04_LL.JP.4,F05_LL.TW.4,F06_LL.AU.2,F07_LL.AU.3,F08_LL.NZ.3,F09.REC.AU.3,F10_REC.NZ.3,F11_LL.ALL.1,F12_LL.ALL.2,F13_LL.ALL.3,F14_LL.ALL.4,F16_LL.JP.2_early,S01_INDEX.1-4,id
Catch_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62-CAAL-NZdblnormV2-5
Catch_like,0.806963,0.00134223,0.000562615,0.00153682,0.0020544,0.000120475,0.000183471,0.000269567,0.000219332,0.00028807,0.00294275,5.31597e-05,0.000739124,0.000549161,9.32811e-05,0.796008,0,62-CAAL-NZdblnormV2-5
Init_equ_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62-CAAL-NZdblnormV2-5
Init_equ_like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62-CAAL-NZdblnormV2-5
Surv_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62-CAAL-NZdblnormV2-5
Surv_like,-27.8932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.8932,62-CAAL-NZdblnormV2-5
Surv_N_use,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,62-CAAL-NZdblnormV2-5
Surv_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62-CAAL-NZdblnormV2-5
Length_lambda,,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,62-CAAL-NZdblnormV2-5
Length_like,109.926,0,0,13.9984,0,6.22812,0,0,0,0,21.6508,40.3615,0,0,27.6868,0,0,62-CAAL-NZdblnormV2-5
Length_N_use,,0,0,23,0,17,0,0,0,0,20,48,0,0,41,0,0,62-CAAL-NZdblnormV2-5
Length_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62-CAAL-NZdblnormV2-5
Age_lambda,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,62-CAAL-NZdblnormV2-5
Age_like,0.218579,0,0,0,0,0,0,0,0,0.0678559,0.0658638,0,0.0848591,0,0,0,0,62-CAAL-NZdblnormV2-5
Age_N_use,,0,0,0,0,0,0,0,0,22,28,0,25,0,0,0,0,62-CAAL-NZdblnormV2-5
Age_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62-CAAL-NZdblnormV2-5
SizeFreq_lambda:_1,,,1,1,,,1,1,,1,1,,,,,,1,62-CAAL-NZdblnormV2-5
SizeFreq_like:_1,762.183,,85.4907,32.9464,,,335.759,184.923,,56.0084,58.9146,,,,,,8.14155,62-CAAL-NZdblnormV2-5
