"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 11866.6 421.226 NA NA
"SSB_Initial" "SSB_Initial" 11866.6 421.226 NA NA
"SSB_1952" "SSB_1952" 11910.9 936.632 NA NA
"SSB_1953" "SSB_1953" 11871.5 906.508 NA NA
"SSB_1954" "SSB_1954" 10675.9 916.039 NA NA
"SSB_1955" "SSB_1955" 4438.29 1230.49 NA NA
"SSB_1956" "SSB_1956" 3576.86 1020.59 NA NA
"SSB_1957" "SSB_1957" 3586.79 892.03 NA NA
"SSB_1958" "SSB_1958" 3678.32 847.354 NA NA
"SSB_1959" "SSB_1959" 2828.63 769.977 NA NA
"SSB_1960" "SSB_1960" 2613.33 702.615 NA NA
"SSB_1961" "SSB_1961" 2466.58 632.865 NA NA
"SSB_1962" "SSB_1962" 1543.61 514.794 NA NA
"SSB_1963" "SSB_1963" 1219.97 419.877 NA NA
"SSB_1964" "SSB_1964" 929.438 356.44 NA NA
"SSB_1965" "SSB_1965" 1289.49 413.309 NA NA
"SSB_1966" "SSB_1966" 1284.12 467.637 NA NA
"SSB_1967" "SSB_1967" 961.565 478.003 NA NA
"SSB_1968" "SSB_1968" 1391.41 535.397 NA NA
"SSB_1969" "SSB_1969" 1886.73 640.899 NA NA
"SSB_1970" "SSB_1970" 2239.49 760.825 NA NA
"SSB_1971" "SSB_1971" 1639.01 692.072 NA NA
"SSB_1972" "SSB_1972" 1200.14 552.003 NA NA
"SSB_1973" "SSB_1973" 1207.66 503.887 NA NA
"SSB_1974" "SSB_1974" 1216.5 541.153 NA NA
"SSB_1975" "SSB_1975" 1295.9 609.943 NA NA
"SSB_1976" "SSB_1976" 1500.84 677.496 NA NA
"SSB_1977" "SSB_1977" 1696.87 745.99 NA NA
"SSB_1978" "SSB_1978" 2288.02 842.852 NA NA
"SSB_1979" "SSB_1979" 2151 802.28 NA NA
"SSB_1980" "SSB_1980" 1987.87 762.681 NA NA
"SSB_1981" "SSB_1981" 2316.92 745.787 NA NA
"SSB_1982" "SSB_1982" 1759.8 633.274 NA NA
"SSB_1983" "SSB_1983" 1229.64 525.124 NA NA
"SSB_1984" "SSB_1984" 1541.71 530.615 NA NA
"SSB_1985" "SSB_1985" 1576.16 545.496 NA NA
"SSB_1986" "SSB_1986" 1457.52 567.808 NA NA
"SSB_1987" "SSB_1987" 1570.94 581.933 NA NA
"SSB_1988" "SSB_1988" 1788.62 622.173 NA NA
"SSB_1989" "SSB_1989" 1783.95 630.543 NA NA
"SSB_1990" "SSB_1990" 1307.55 532.533 NA NA
"SSB_1991" "SSB_1991" 1401.86 516.39 NA NA
"SSB_1992" "SSB_1992" 1649.87 562.71 NA NA
"SSB_1993" "SSB_1993" 1937.45 634.697 NA NA
"SSB_1994" "SSB_1994" 2024.4 664.289 NA NA
"SSB_1995" "SSB_1995" 1662.94 590.188 NA NA
"SSB_1996" "SSB_1996" 1815 579.482 NA NA
"SSB_1997" "SSB_1997" 2146.44 631.836 NA NA
"SSB_1998" "SSB_1998" 2388.37 676.511 NA NA
"SSB_1999" "SSB_1999" 1820 586.231 NA NA
"SSB_2000" "SSB_2000" 1550.82 483.342 NA NA
"SSB_2001" "SSB_2001" 1413.23 435.12 NA NA
"SSB_2002" "SSB_2002" 1443.64 448.997 NA NA
