id,Label,values,lambdas
30-CAAL-cUnc-cv2,TOTAL,833.995,
30-CAAL-cUnc-cv2,Catch,1.04761,
30-CAAL-cUnc-cv2,Equil_catch,0,
30-CAAL-cUnc-cv2,Survey,-29.0122,
30-CAAL-cUnc-cv2,Length_comp,107.711,
30-CAAL-cUnc-cv2,Age_comp,0.10678,
30-CAAL-cUnc-cv2,SizeFreq,753.491,
30-CAAL-cUnc-cv2,Recruitment,0.603846,1
30-CAAL-cUnc-cv2,InitEQ_Regime,0,1
30-CAAL-cUnc-cv2,Forecast_Recruitment,0.0203235,1
30-CAAL-cUnc-cv2,Parm_priors,0,1
30-CAAL-cUnc-cv2,Parm_softbounds,0.0265127,
30-CAAL-cUnc-cv2,Parm_devs,0,1
30-CAAL-cUnc-cv2,Crash_Pen,0,1
