id,sex,age,m,len,len_sd,wt,mat,mat_fec,sr
30-CAAL-cUnc-cv2,1,0,0.707867,78.1749,9.9314,3.5328,1.00104e-08,0,
30-CAAL-cUnc-cv2,1,1,0.4718,130.676,10.3539,21.3205,0.000369306,0.0132772,
30-CAAL-cUnc-cv2,1,2,0.4007,163.562,10.6185,47.2175,0.10188,6.37977,
30-CAAL-cUnc-cv2,1,3,0.3766,184.161,10.7843,71.9726,0.584362,46.533,
30-CAAL-cUnc-cv2,1,4,0.3669,197.064,10.8881,91.5834,0.870282,82.4184,
30-CAAL-cUnc-cv2,1,5,0.3629,205.146,10.9532,105.675,0.953426,102.075,
30-CAAL-cUnc-cv2,1,6,0.3612,210.208,10.9939,115.262,0.977892,113.448,
30-CAAL-cUnc-cv2,1,7,0.3605,213.38,11.0194,121.578,0.986617,120.436,
30-CAAL-cUnc-cv2,1,8,0.3602,215.366,11.0354,125.659,0.990346,124.814,
30-CAAL-cUnc-cv2,1,9,0.36,216.61,11.0454,128.265,0.992166,127.568,
30-CAAL-cUnc-cv2,1,10,0.36,217.8,11.0517,130.794,0.993611,130.216,
30-CAAL-cUnc-cv2,1,0.25,0.64885,93.6841,10.0562,6.62234,2.24673e-07,0,
30-CAAL-cUnc-cv2,1,1.25,0.454025,140.391,10.4321,27.4739,0.00243021,0.0132772,
30-CAAL-cUnc-cv2,1,2.25,0.394675,169.647,10.6675,53.7576,0.201757,6.37977,
30-CAAL-cUnc-cv2,1,3.25,0.374175,187.972,10.815,77.4133,0.686653,46.533,
30-CAAL-cUnc-cv2,1,4.25,0.3659,199.451,10.9073,95.5953,0.901955,82.4184,
30-CAAL-cUnc-cv2,1,5.25,0.362475,206.641,10.9652,108.445,0.962339,102.075,
30-CAAL-cUnc-cv2,1,6.25,0.361025,211.145,11.0015,117.103,0.980889,113.448,
30-CAAL-cUnc-cv2,1,7.25,0.360425,213.966,11.0242,122.773,0.987836,120.436,
30-CAAL-cUnc-cv2,1,8.25,0.36015,215.733,11.0384,126.425,0.99092,124.814,
30-CAAL-cUnc-cv2,1,9.25,0.36,216.84,11.0473,128.752,0.992466,127.568,
30-CAAL-cUnc-cv2,1,10.25,0.36,217.899,11.0517,131.006,0.99372,130.216,
30-CAAL-cUnc-cv2,1,0.5,0.589834,107.481,10.1672,10.7122,3.57831e-06,0,
30-CAAL-cUnc-cv2,1,1.5,0.43625,149.033,10.5016,33.9472,0.0116213,0.0132772,
30-CAAL-cUnc-cv2,1,2.5,0.38865,175.06,10.7111,60.1054,0.328378,6.37977,
30-CAAL-cUnc-cv2,1,3.5,0.37175,191.363,10.8423,82.498,0.766583,46.533,
30-CAAL-cUnc-cv2,1,4.5,0.3649,201.575,10.9244,99.2698,0.924802,82.4184,
30-CAAL-cUnc-cv2,1,5.5,0.36205,207.972,10.9759,110.953,0.968996,102.075,
30-CAAL-cUnc-cv2,1,6.5,0.36085,211.979,11.0082,118.758,0.983243,113.448,
30-CAAL-cUnc-cv2,1,7.5,0.36035,214.488,11.0284,123.844,0.988835,120.436,
30-CAAL-cUnc-cv2,1,8.5,0.3601,216.06,11.041,127.109,0.991405,124.814,
30-CAAL-cUnc-cv2,1,9.5,0.36,217.045,11.0489,129.186,0.992723,127.568,
30-CAAL-cUnc-cv2,1,10.5,0.36,217.987,11.0517,131.194,0.993815,130.216,
30-CAAL-cUnc-cv2,1,0.75,0.530817,119.756,10.266,15.6702,4.19206e-05,0,
30-CAAL-cUnc-cv2,1,1.75,0.418475,156.722,10.5635,40.5755,0.0400091,0.0132772,
30-CAAL-cUnc-cv2,1,2.75,0.382625,179.876,10.7498,66.1929,0.461766,6.37977,
30-CAAL-cUnc-cv2,1,3.75,0.369325,194.38,10.8665,87.2205,0.826478,46.533,
30-CAAL-cUnc-cv2,1,4.75,0.3639,203.465,10.9396,102.624,0.941347,82.4184,
30-CAAL-cUnc-cv2,1,5.75,0.361625,209.155,10.9854,113.218,0.974032,102.075,
30-CAAL-cUnc-cv2,1,6.75,0.360675,212.72,11.0141,120.244,0.985114,113.448,
30-CAAL-cUnc-cv2,1,7.75,0.360275,214.953,11.0321,124.802,0.989659,120.436,
30-CAAL-cUnc-cv2,1,8.75,0.36005,216.351,11.0433,127.72,0.991816,124.814,
30-CAAL-cUnc-cv2,1,9.75,0.36,217.227,11.0504,129.573,0.992945,127.568,
30-CAAL-cUnc-cv2,1,10.75,0.36,218.065,11.0517,131.362,0.993899,130.216,
