"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 12214.9 0 NA NA
"SSB_Initial" "SSB_Initial" 12214.9 0 NA NA
"SSB_1952" "SSB_1952" 12221.4 0 NA NA
"SSB_1953" "SSB_1953" 12168.4 0 NA NA
"SSB_1954" "SSB_1954" 10946.6 0 NA NA
"SSB_1955" "SSB_1955" 4521.91 0 NA NA
"SSB_1956" "SSB_1956" 3639.55 0 NA NA
"SSB_1957" "SSB_1957" 3637.77 0 NA NA
"SSB_1958" "SSB_1958" 3713.68 0 NA NA
"SSB_1959" "SSB_1959" 2826.93 0 NA NA
"SSB_1960" "SSB_1960" 2591.86 0 NA NA
"SSB_1961" "SSB_1961" 2423.32 0 NA NA
"SSB_1962" "SSB_1962" 1467.31 0 NA NA
"SSB_1963" "SSB_1963" 1132.89 0 NA NA
"SSB_1964" "SSB_1964" 836.097 0 NA NA
"SSB_1965" "SSB_1965" 1173.29 0 NA NA
"SSB_1966" "SSB_1966" 1142.31 0 NA NA
"SSB_1967" "SSB_1967" 803.551 0 NA NA
"SSB_1968" "SSB_1968" 1207.41 0 NA NA
"SSB_1969" "SSB_1969" 1658.99 0 NA NA
"SSB_1970" "SSB_1970" 1954.47 0 NA NA
"SSB_1971" "SSB_1971" 1365.32 0 NA NA
"SSB_1972" "SSB_1972" 971.535 0 NA NA
"SSB_1973" "SSB_1973" 986.805 0 NA NA
"SSB_1974" "SSB_1974" 959.487 0 NA NA
"SSB_1975" "SSB_1975" 989.003 0 NA NA
"SSB_1976" "SSB_1976" 1143.76 0 NA NA
"SSB_1977" "SSB_1977" 1282 0 NA NA
"SSB_1978" "SSB_1978" 1789.28 0 NA NA
"SSB_1979" "SSB_1979" 1640.8 0 NA NA
"SSB_1980" "SSB_1980" 1473.72 0 NA NA
"SSB_1981" "SSB_1981" 1794.31 0 NA NA
"SSB_1982" "SSB_1982" 1313.51 0 NA NA
"SSB_1983" "SSB_1983" 867.055 0 NA NA
"SSB_1984" "SSB_1984" 1169.63 0 NA NA
"SSB_1985" "SSB_1985" 1182.88 0 NA NA
"SSB_1986" "SSB_1986" 1041.98 0 NA NA
"SSB_1987" "SSB_1987" 1150.48 0 NA NA
"SSB_1988" "SSB_1988" 1331.09 0 NA NA
"SSB_1989" "SSB_1989" 1307.56 0 NA NA
"SSB_1990" "SSB_1990" 913.862 0 NA NA
"SSB_1991" "SSB_1991" 1013.2 0 NA NA
"SSB_1992" "SSB_1992" 1211.18 0 NA NA
"SSB_1993" "SSB_1993" 1408.12 0 NA NA
"SSB_1994" "SSB_1994" 1431.95 0 NA NA
"SSB_1995" "SSB_1995" 1158.55 0 NA NA
"SSB_1996" "SSB_1996" 1329.71 0 NA NA
"SSB_1997" "SSB_1997" 1353.81 0 NA NA
"SSB_1998" "SSB_1998" 1471.67 0 NA NA
"SSB_1999" "SSB_1999" 1535.14 0 NA NA
"SSB_2000" "SSB_2000" 1428.72 0 NA NA
"SSB_2001" "SSB_2001" 1640.87 0 NA NA
"SSB_2002" "SSB_2002" 1764.06 0 NA NA
"SSB_2003" "SSB_2003" 1469.82 0 NA NA
"SSB_2004" "SSB_2004" 1109.93 0 NA NA
"SSB_2005" "SSB_2005" 864.756 0 NA NA
"SSB_2006" "SSB_2006" 899.532 0 NA NA
"SSB_2007" "SSB_2007" 989.611 0 NA NA
"SSB_2008" "SSB_2008" 997.069 0 NA NA
"SSB_2009" "SSB_2009" 889.273 0 NA NA
"SSB_2010" "SSB_2010" 1038.27 0 NA NA
"SSB_2011" "SSB_2011" 1063.73 0 NA NA
"SSB_2012" "SSB_2012" 841.346 0 NA NA
"SSB_2013" "SSB_2013" 697.029 0 NA NA
"SSB_2014" "SSB_2014" 809.36 0 NA NA
"SSB_2015" "SSB_2015" 692.214 0 NA NA
"SSB_2016" "SSB_2016" 580.665 0 NA NA
"SSB_2017" "SSB_2017" 610.133 0 NA NA
"SSB_2018" "SSB_2018" 723.43 0 NA NA
"SSB_2019" "SSB_2019" 727.963 0 NA NA
"SSB_2020" "SSB_2020" 672.444 0 NA NA
"SSB_2021" "SSB_2021" 643.276 0 NA NA
"SSB_2022" "SSB_2022" 758.192 0 NA NA
"SSB_2023" "SSB_2023" 1070.11 0 NA NA
"Recr_Virgin" "Recr_Virgin" 172.334 0 NA NA
"Recr_Initial" "Recr_Initial" 172.334 0 NA NA
"Recr_1952" "Recr_1952" 173.269 0 NA NA
"Recr_1953" "Recr_1953" 173.328 0 NA NA
"Recr_1954" "Recr_1954" 172.088 0 NA NA
"Recr_1955" "Recr_1955" 156.655 0 NA NA
"Recr_1956" "Recr_1956" 151.113 0 NA NA
"Recr_1957" "Recr_1957" 151.145 0 NA NA
"Recr_1958" "Recr_1958" 151.743 0 NA NA
"Recr_1959" "Recr_1959" 143.639 0 NA NA
"Recr_1960" "Recr_1960" 140.761 0 NA NA
"Recr_1961" "Recr_1961" 138.505 0 NA NA
"Recr_1962" "Recr_1962" 118.898 0 NA NA
"Recr_1963" "Recr_1963" 107.323 0 NA NA
"Recr_1964" "Recr_1964" 93.3892 0 NA NA
"Recr_1965" "Recr_1965" 108.791 0 NA NA
"Recr_1966" "Recr_1966" 107.559 0 NA NA
"Recr_1967" "Recr_1967" 91.479 0 NA NA
"Recr_1968" "Recr_1968" 109.983 0 NA NA
"Recr_1969" "Recr_1969" 123.519 0 NA NA
"Recr_1970" "Recr_1970" 129.873 0 NA NA
"Recr_1971" "Recr_1971" 115.212 0 NA NA
"Recr_1972" "Recr_1972" 100.19 0 NA NA
"Recr_1973" "Recr_1973" 100.776 0 NA NA
"Recr_1974" "Recr_1974" 99.0717 0 NA NA
"Recr_1975" "Recr_1975" 100.887 0 NA NA
"Recr_1976" "Recr_1976" 108.682 0 NA NA
"Recr_1977" "Recr_1977" 111.46 0 NA NA
"Recr_1978" "Recr_1978" 118.801 0 NA NA
"Recr_1979" "Recr_1979" 121.574 0 NA NA
"Recr_1980" "Recr_1980" 120.597 0 NA NA
"Recr_1981" "Recr_1981" 114.373 0 NA NA
"Recr_1982" "Recr_1982" 102.539 0 NA NA
"Recr_1983" "Recr_1983" 84.3622 0 NA NA
"Recr_1984" "Recr_1984" 94.6875 0 NA NA
"Recr_1985" "Recr_1985" 96.1975 0 NA NA
"Recr_1986" "Recr_1986" 101.515 0 NA NA
"Recr_1987" "Recr_1987" 124.476 0 NA NA
"Recr_1988" "Recr_1988" 113.57 0 NA NA
"Recr_1989" "Recr_1989" 100.408 0 NA NA
"Recr_1990" "Recr_1990" 86.1298 0 NA NA
"Recr_1991" "Recr_1991" 97.7301 0 NA NA
"Recr_1992" "Recr_1992" 123.839 0 NA NA
"Recr_1993" "Recr_1993" 146.134 0 NA NA
"Recr_1994" "Recr_1994" 113.75 0 NA NA
"Recr_1995" "Recr_1995" 97.3143 0 NA NA
"Recr_1996" "Recr_1996" 204.227 0 NA NA
"Recr_1997" "Recr_1997" 132.975 0 NA NA
"Recr_1998" "Recr_1998" 168.179 0 NA NA
"Recr_1999" "Recr_1999" 161.533 0 NA NA
"Recr_2000" "Recr_2000" 80.0928 0 NA NA
"Recr_2001" "Recr_2001" 162.471 0 NA NA
"Recr_2002" "Recr_2002" 108.483 0 NA NA
"Recr_2003" "Recr_2003" 116.333 0 NA NA
"Recr_2004" "Recr_2004" 104.633 0 NA NA
"Recr_2005" "Recr_2005" 87.1413 0 NA NA
