id,Fleet,Time,Obs,Exp,sel_bio,sel_num,F,Like,Mult
19-CAAL-1979,1,1979.12,0.671,0.671,34.2399,0.671,0.00405063,1.69683e-09,1
19-CAAL-1979,1,1979.37,0.343,0.343,17.5097,0.343,0.00205948,1.69665e-09,1
19-CAAL-1979,1,1979.62,0.366,0.366,18.6566,0.366,0.00218442,1.65903e-09,1
19-CAAL-1979,1,1979.87,1.246,1.246,63.8302,1.246,0.00744311,1.65787e-09,1
19-CAAL-1979,1,1980.12,1.124,1.124,57.5439,1.124,0.00667021,1.64015e-09,1
19-CAAL-1979,1,1980.37,0.65,0.65,33.3551,0.65,0.00384337,1.65288e-09,1
19-CAAL-1979,1,1980.62,1.268,1.268,65.1203,1.268,0.00747568,1.63324e-09,1
19-CAAL-1979,1,1980.87,1.017,1.017,52.5686,1.017,0.00602207,1.62347e-09,1
19-CAAL-1979,1,1981.12,1.141,1.141,59.0922,1.141,0.00676714,1.63744e-09,1
19-CAAL-1979,1,1981.37,0.67,0.67,34.8728,0.67,0.00400631,1.68309e-09,1
19-CAAL-1979,1,1981.62,0.374,0.374,19.5336,0.374,0.00226156,1.70083e-09,1
19-CAAL-1979,1,1981.87,1.013,1.013,53.3238,1.013,0.0062501,1.76014e-09,1
19-CAAL-1979,1,1982.12,0.389,0.389,20.4703,0.389,0.00242906,1.80413e-09,1
19-CAAL-1979,1,1982.37,0.296,0.296,15.5768,0.296,0.00186971,1.87253e-09,1
19-CAAL-1979,1,1982.62,0.513,0.513,26.898,0.513,0.00326718,1.87808e-09,1
19-CAAL-1979,1,1982.87,0.204,0.204,10.7063,0.204,0.00131456,1.9079e-09,1
19-CAAL-1979,1,1983.12,0.219,0.219,11.4652,0.219,0.00141603,1.92995e-09,1
19-CAAL-1979,1,1983.37,0.071,0.071,3.72633,0.071,0.000461785,1.98915e-09,1
19-CAAL-1979,1,1983.62,0.156,0.156,8.20964,0.156,0.00102157,1.9938e-09,1
19-CAAL-1979,1,1983.87,0.768,0.767999,40.7596,0.767999,0.00510333,2.05821e-09,1
19-CAAL-1979,1,1984.12,0.877,0.876999,46.6636,0.876999,0.00589021,2.0997e-09,1
19-CAAL-1979,1,1984.37,0.654,0.654,34.9118,0.654,0.00446005,2.17868e-09,1
19-CAAL-1979,1,1984.62,0.263,0.263,14.0394,0.263,0.00182178,2.21774e-09,1
19-CAAL-1979,1,1984.87,0.66,0.66,35.3956,0.66,0.00465876,2.32274e-09,1
19-CAAL-1979,1,1985.12,0.397,0.397,21.2511,0.397,0.00282777,2.36993e-09,1
19-CAAL-1979,1,1985.37,0.316,0.316,16.8976,0.316,0.00227564,2.42682e-09,1
19-CAAL-1979,1,1985.62,0.431,0.431,22.9517,0.431,0.00313408,2.43725e-09,1
19-CAAL-1979,1,1985.87,0.537,0.537,28.6387,0.537,0.00395616,2.52436e-09,1
19-CAAL-1979,1,1986.12,0.364,0.364,19.2135,0.364,0.00266949,2.50673e-09,1
19-CAAL-1979,1,1986.37,0.377,0.377,19.6705,0.377,0.00273996,2.46423e-09,1
19-CAAL-1979,1,1986.62,0.386,0.386,19.8247,0.386,0.00275474,2.35654e-09,1
19-CAAL-1979,1,1986.87,0.714,0.713999,36.4221,0.713999,0.00501123,2.29331e-09,1
19-CAAL-1979,1,1987.12,0.197,0.197,9.8966,0.197,0.00133625,2.14234e-09,1
19-CAAL-1979,1,1987.37,0.056,0.056,2.78233,0.056,0.000367039,2.01069e-09,1
19-CAAL-1979,1,1987.62,0.602,0.602,29.5769,0.602,0.00379998,1.84729e-09,1
19-CAAL-1979,1,1987.87,0.605,0.605,29.7312,0.605,0.00370412,1.7546e-09,1
