"Num" "Label" "Value" "Active_Cnt" "Phase" "Min" "Max" "Init" "Used" "Status" "Parm_StDev" "Gradient" "Pr_type" "Prior" "Pr_SD" "Pr_Like" "Value_again" "Value-1.96*SD" "Value+1.96*SD" "V_1%" "V_10%" "V_20%" "V_30%" "V_40%" "V_50%" "V_60%" "V_70%" "V_80%" "V_90%" "V_99%" "P_val" "P_lowCI" "P_hiCI" "P_1%" "P_10%" "P_20%" "P_30%" "P_40%" "P_50%" "P_60%" "P_70%" "P_80%" "P_90%" "P_99%"
"Size_DblN_descend_se_F03_LL.JP.3(3)" 95 "Size_DblN_descend_se_F03_LL.JP.3(3)" -4.75837 70 5 -10 10 3.95241 3.95241 "OK" 44.2709 7.78543e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F03_LL.JP.3(3)" 96 "Size_DblN_start_logit_F03_LL.JP.3(3)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_F03_LL.JP.3(3)" 97 "Size_DblN_end_logit_F03_LL.JP.3(3)" 2.0651 71 3 -999 9 -0.203926 -0.203926 "HI" 2.18694 5.02e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F04_LL.JP.4(4)" 98 "Size_DblN_peak_F04_LL.JP.4(4)" 187.37 72 2 45 325 179.581 179.581 "OK" 1.29399 -1.17648e-06 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F04_LL.JP.4(4)" 99 "Size_DblN_top_logit_F04_LL.JP.4(4)" -10 NA -3 -10 10 -10 -10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F04_LL.JP.4(4)" 100 "Size_DblN_ascend_se_F04_LL.JP.4(4)" 7.32726 73 4 -10 10 7.22933 7.22933 "OK" 0.230292 6.1241e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F04_LL.JP.4(4)" 101 "Size_DblN_descend_se_F04_LL.JP.4(4)" -5.96476 74 5 -10 10 4.96125 4.96125 "OK" 38.9645 -6.66381e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F04_LL.JP.4(4)" 102 "Size_DblN_start_logit_F04_LL.JP.4(4)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_F04_LL.JP.4(4)" 103 "Size_DblN_end_logit_F04_LL.JP.4(4)" -0.330902 75 3 -999 9 -1.46735 -1.46735 "HI" 0.560645 4.31054e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P1_F05_LL.TW.4(5)" 104 "SizeSel_P1_F05_LL.TW.4(5)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P2_F05_LL.TW.4(5)" 105 "SizeSel_P2_F05_LL.TW.4(5)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F06_LL.AU.2(6)" 106 "Size_DblN_peak_F06_LL.AU.2(6)" 183.539 76 2 45 325 182.632 182.632 "OK" 0.866669 -1.43638e-08 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F06_LL.AU.2(6)" 107 "Size_DblN_top_logit_F06_LL.AU.2(6)" -10 NA -3 -10 10 -10 -10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F06_LL.AU.2(6)" 108 "Size_DblN_ascend_se_F06_LL.AU.2(6)" 5.53704 77 4 -10 10 5.66444 5.66444 "OK" 0.0982739 3.51323e-08 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F06_LL.AU.2(6)" 109 "Size_DblN_descend_se_F06_LL.AU.2(6)" 5.03208 78 5 -10 10 5.33581 5.33581 "OK" 0.220732 -1.99748e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F06_LL.AU.2(6)" 110 "Size_DblN_start_logit_F06_LL.AU.2(6)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_F06_LL.AU.2(6)" 111 "Size_DblN_end_logit_F06_LL.AU.2(6)" -0.8312 79 3 -999 9 -2.14536 -2.14536 "HI" 0.219747 7.92203e-08 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F07_LL.AU.3(7)" 112 "Size_DblN_peak_F07_LL.AU.3(7)" 188.618 80 2 45 325 187.246 187.246 "OK" 1.95872 -4.07848e-08 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F07_LL.AU.3(7)" 113 "Size_DblN_top_logit_F07_LL.AU.3(7)" -10 NA -3 -10 10 -10 -10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F07_LL.AU.3(7)" 114 "Size_DblN_ascend_se_F07_LL.AU.3(7)" 6.08295 81 4 -10 10 6.06471 6.06471 "OK" 0.166355 -1.42972e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F07_LL.AU.3(7)" 115 "Size_DblN_descend_se_F07_LL.AU.3(7)" 4.82629 82 5 -10 10 5.14204 5.14204 "OK" 0.597344 -1.64834e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F07_LL.AU.3(7)" 116 "Size_DblN_start_logit_F07_LL.AU.3(7)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_F07_LL.AU.3(7)" 117 "Size_DblN_end_logit_F07_LL.AU.3(7)" -0.350567 83 3 -999 9 -1.55445 -1.55445 "HI" 0.381587 9.36425e-08 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P1_F08_LL.NZ.3(8)" 118 "SizeSel_P1_F08_LL.NZ.3(8)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P2_F08_LL.NZ.3(8)" 119 "SizeSel_P2_F08_LL.NZ.3(8)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F09.REC.AU.3(9)" 120 "Size_DblN_peak_F09.REC.AU.3(9)" 195.048 84 2 45 325 183.489 183.489 "OK" 4.22825 -5.37443e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F09.REC.AU.3(9)" 121 "Size_DblN_top_logit_F09.REC.AU.3(9)" 0.000902894 85 3 -10 10 -0.686316 -0.686316 "OK" 220.789 9.68155e-10 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F09.REC.AU.3(9)" 122 "Size_DblN_ascend_se_F09.REC.AU.3(9)" 5.46778 86 4 -10 10 4.61448 4.61448 "OK" 0.460061 4.34446e-08 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F09.REC.AU.3(9)" 123 "Size_DblN_descend_se_F09.REC.AU.3(9)" 7.30009e-05 87 5 -10 10 -3.09942 -3.09942 "OK" 223.604 1.99674e-08 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F09.REC.AU.3(9)" 124 "Size_DblN_start_logit_F09.REC.AU.3(9)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_F09.REC.AU.3(9)" 125 "Size_DblN_end_logit_F09.REC.AU.3(9)" -999 NA -3 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_inflection_F10_REC.NZ.3(10)" 126 "Size_inflection_F10_REC.NZ.3(10)" 214.573 88 2 45 325 187.853 187.853 "OK" 9.49145 -3.91765e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_95%width_F10_REC.NZ.3(10)" 127 "Size_95%width_F10_REC.NZ.3(10)" 31.2238 89 3 0 500 19.5876 19.5876 "OK" 4.15208 -3.97216e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P1_F11_LL.ALL.1(11)" 128 "SizeSel_P1_F11_LL.ALL.1(11)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P2_F11_LL.ALL.1(11)" 129 "SizeSel_P2_F11_LL.ALL.1(11)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P1_F12_LL.ALL.2(12)" 130 "SizeSel_P1_F12_LL.ALL.2(12)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P2_F12_LL.ALL.2(12)" 131 "SizeSel_P2_F12_LL.ALL.2(12)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P1_F13_LL.ALL.3(13)" 132 "SizeSel_P1_F13_LL.ALL.3(13)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P2_F13_LL.ALL.3(13)" 133 "SizeSel_P2_F13_LL.ALL.3(13)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P1_F14_LL.ALL.4(14)" 134 "SizeSel_P1_F14_LL.ALL.4(14)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P2_F14_LL.ALL.4(14)" 135 "SizeSel_P2_F14_LL.ALL.4(14)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_S01_INDEX.1-4(15)" 136 "Size_DblN_peak_S01_INDEX.1-4(15)" 272.253 90 2 45 325 166.437 166.437 "OK" 214.819 -4.22182e-08 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_S01_INDEX.1-4(15)" 137 "Size_DblN_top_logit_S01_INDEX.1-4(15)" -0.000948662 91 3 -10 10 0.455676 0.455676 "OK" 223.603 -2.9804e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_S01_INDEX.1-4(15)" 138 "Size_DblN_ascend_se_S01_INDEX.1-4(15)" 8.24096 92 4 -10 10 6.25712 6.25712 "OK" 2.59996 1.57856e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_S01_INDEX.1-4(15)" 139 "Size_DblN_descend_se_S01_INDEX.1-4(15)" -9.17351e-06 93 5 -10 10 0.00392247 0.00392247 "OK" 223.603 -2.88203e-09 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_S01_INDEX.1-4(15)" 140 "Size_DblN_start_logit_S01_INDEX.1-4(15)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_S01_INDEX.1-4(15)" 141 "Size_DblN_end_logit_S01_INDEX.1-4(15)" -999 NA -3 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F01_LL.JP.1(1)" 142 "minage@sel=1_F01_LL.JP.1(1)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F01_LL.JP.1(1)" 143 "maxage@sel=1_F01_LL.JP.1(1)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F02_LL.JP.2(2)" 144 "minage@sel=1_F02_LL.JP.2(2)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F02_LL.JP.2(2)" 145 "maxage@sel=1_F02_LL.JP.2(2)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F03_LL.JP.3(3)" 146 "minage@sel=1_F03_LL.JP.3(3)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F03_LL.JP.3(3)" 147 "maxage@sel=1_F03_LL.JP.3(3)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F04_LL.JP.4(4)" 148 "minage@sel=1_F04_LL.JP.4(4)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F04_LL.JP.4(4)" 149 "maxage@sel=1_F04_LL.JP.4(4)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F05_LL.TW.4(5)" 150 "minage@sel=1_F05_LL.TW.4(5)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F05_LL.TW.4(5)" 151 "maxage@sel=1_F05_LL.TW.4(5)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F06_LL.AU.2(6)" 152 "minage@sel=1_F06_LL.AU.2(6)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F06_LL.AU.2(6)" 153 "maxage@sel=1_F06_LL.AU.2(6)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F07_LL.AU.3(7)" 154 "minage@sel=1_F07_LL.AU.3(7)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F07_LL.AU.3(7)" 155 "maxage@sel=1_F07_LL.AU.3(7)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F08_LL.NZ.3(8)" 156 "minage@sel=1_F08_LL.NZ.3(8)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F08_LL.NZ.3(8)" 157 "maxage@sel=1_F08_LL.NZ.3(8)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F09.REC.AU.3(9)" 158 "minage@sel=1_F09.REC.AU.3(9)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F09.REC.AU.3(9)" 159 "maxage@sel=1_F09.REC.AU.3(9)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F10_REC.NZ.3(10)" 160 "minage@sel=1_F10_REC.NZ.3(10)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F10_REC.NZ.3(10)" 161 "maxage@sel=1_F10_REC.NZ.3(10)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F11_LL.ALL.1(11)" 162 "minage@sel=1_F11_LL.ALL.1(11)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F11_LL.ALL.1(11)" 163 "maxage@sel=1_F11_LL.ALL.1(11)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F12_LL.ALL.2(12)" 164 "minage@sel=1_F12_LL.ALL.2(12)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F12_LL.ALL.2(12)" 165 "maxage@sel=1_F12_LL.ALL.2(12)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F13_LL.ALL.3(13)" 166 "minage@sel=1_F13_LL.ALL.3(13)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F13_LL.ALL.3(13)" 167 "maxage@sel=1_F13_LL.ALL.3(13)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F14_LL.ALL.4(14)" 168 "minage@sel=1_F14_LL.ALL.4(14)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F14_LL.ALL.4(14)" 169 "maxage@sel=1_F14_LL.ALL.4(14)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_S01_INDEX.1-4(15)" 170 "minage@sel=1_S01_INDEX.1-4(15)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_S01_INDEX.1-4(15)" 171 "maxage@sel=1_S01_INDEX.1-4(15)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
