"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 42455.2 1153.12 NA NA
"SSB_Initial" "SSB_Initial" 35265.3 1119.19 NA NA
"SSB_1979" "SSB_1979" 36022.8 2715.48 NA NA
"SSB_1980" "SSB_1980" 36868 2754.55 NA NA
"SSB_1981" "SSB_1981" 38049 2821.21 NA NA
"SSB_1982" "SSB_1982" 38081.4 2889.04 NA NA
"SSB_1983" "SSB_1983" 37560.8 2898.51 NA NA
"SSB_1984" "SSB_1984" 37308 2824.76 NA NA
"SSB_1985" "SSB_1985" 36724.1 2742.99 NA NA
"SSB_1986" "SSB_1986" 35529.3 2669.76 NA NA
"SSB_1987" "SSB_1987" 34314.7 2596.6 NA NA
"SSB_1988" "SSB_1988" 33825.6 2563.68 NA NA
"SSB_1989" "SSB_1989" 34996.9 2673.43 NA NA
"SSB_1990" "SSB_1990" 36622.3 2943.89 NA NA
"SSB_1991" "SSB_1991" 37661.9 3090.55 NA NA
"SSB_1992" "SSB_1992" 38040.2 3043.98 NA NA
"SSB_1993" "SSB_1993" 38357 2961.52 NA NA
"SSB_1994" "SSB_1994" 38507.6 2911.89 NA NA
"SSB_1995" "SSB_1995" 37947.6 2872.1 NA NA
"SSB_1996" "SSB_1996" 37738.9 2824.81 NA NA
"SSB_1997" "SSB_1997" 38057.1 2776.34 NA NA
"SSB_1998" "SSB_1998" 40390.7 2857.26 NA NA
"SSB_1999" "SSB_1999" 44024.3 3126.96 NA NA
"SSB_2000" "SSB_2000" 44768.6 3171.25 NA NA
"SSB_2001" "SSB_2001" 44444.5 3086.29 NA NA
"SSB_2002" "SSB_2002" 41317 2867.04 NA NA
"SSB_2003" "SSB_2003" 37420.9 2592.59 NA NA
"SSB_2004" "SSB_2004" 35677.7 2552.3 NA NA
"SSB_2005" "SSB_2005" 34914 2532.99 NA NA
"SSB_2006" "SSB_2006" 35651 2580.05 NA NA
"SSB_2007" "SSB_2007" 36779 2692.84 NA NA
"SSB_2008" "SSB_2008" 37194.4 2706.92 NA NA
"SSB_2009" "SSB_2009" 37385.4 2668.35 NA NA
"SSB_2010" "SSB_2010" 36952.6 2606.28 NA NA
"SSB_2011" "SSB_2011" 35634.8 2474.97 NA NA
"SSB_2012" "SSB_2012" 33921.4 2320.12 NA NA
"SSB_2013" "SSB_2013" 32546 2185.72 NA NA
"SSB_2014" "SSB_2014" 32064.1 2102.52 NA NA
"SSB_2015" "SSB_2015" 32092.1 2104.81 NA NA
"SSB_2016" "SSB_2016" 32650.1 2141.02 NA NA
"SSB_2017" "SSB_2017" 33073.7 2146.29 NA NA
"SSB_2018" "SSB_2018" 33754.1 2167.22 NA NA
"SSB_2019" "SSB_2019" 33795.3 2175.96 NA NA
"SSB_2020" "SSB_2020" 33429.9 2168.24 NA NA
"SSB_2021" "SSB_2021" 33977.6 2233.69 NA NA
"SSB_2022" "SSB_2022" 37618.9 2632.33 NA NA
"SSB_2023" "SSB_2023" 41883.2 3149.56 NA NA
"Recr_Virgin" "Recr_Virgin" 766.898 48.1629 NA NA
"Recr_Initial" "Recr_Initial" 757.248 47.7762 NA NA
"Recr_1979" "Recr_1979" 835.058 164.341 NA NA
"Recr_1980" "Recr_1980" 806.028 148.602 NA NA
"Recr_1981" "Recr_1981" 705.471 135.037 NA NA
"Recr_1982" "Recr_1982" 752.617 140.25 NA NA
"Recr_1983" "Recr_1983" 644.087 117.93 NA NA
"Recr_1984" "Recr_1984" 622.352 113.984 NA NA
"Recr_1985" "Recr_1985" 632.369 122.588 NA NA
"Recr_1986" "Recr_1986" 839.386 179.96 NA NA
"Recr_1987" "Recr_1987" 987.08 200.189 NA NA
"Recr_1988" "Recr_1988" 782.655 155.727 NA NA
"Recr_1989" "Recr_1989" 753.942 151.499 NA NA
"Recr_1990" "Recr_1990" 767.74 156.256 NA NA
"Recr_1991" "Recr_1991" 797.144 162.6 NA NA
"Recr_1992" "Recr_1992" 803.928 161.554 NA NA
"Recr_1993" "Recr_1993" 783.05 157.694 NA NA
"Recr_1994" "Recr_1994" 789.217 160.222 NA NA
"Recr_1995" "Recr_1995" 919.53 211.645 NA NA
"Recr_1996" "Recr_1996" 1432.59 221.524 NA NA
"Recr_1997" "Recr_1997" 764.429 134.879 NA NA
"Recr_1998" "Recr_1998" 1031.61 150.916 NA NA
"Recr_1999" "Recr_1999" 601.763 89.692 NA NA
"Recr_2000" "Recr_2000" 441.359 79.3402 NA NA
"Recr_2001" "Recr_2001" 902.692 140.698 NA NA
"Recr_2002" "Recr_2002" 655.347 119.737 NA NA
"Recr_2003" "Recr_2003" 847.697 168.49 NA NA
"Recr_2004" "Recr_2004" 852.26 164.948 NA NA
"Recr_2005" "Recr_2005" 713.423 134.674 NA NA
"Recr_2006" "Recr_2006" 827.183 159.998 NA NA
"Recr_2007" "Recr_2007" 714.999 132.972 NA NA
"Recr_2008" "Recr_2008" 637.172 113.248 NA NA
"Recr_2009" "Recr_2009" 613.6 110.827 NA NA
"Recr_2010" "Recr_2010" 615.753 107.931 NA NA
"Recr_2011" "Recr_2011" 629.595 112.977 NA NA
"Recr_2012" "Recr_2012" 682.161 123.007 NA NA
"Recr_2013" "Recr_2013" 761.236 116.733 NA NA
"Recr_2014" "Recr_2014" 640.308 104.114 NA NA
"Recr_2015" "Recr_2015" 753.694 114.083 NA NA
"Recr_2016" "Recr_2016" 668.03 104.497 NA NA
"Recr_2017" "Recr_2017" 642.594 98.4257 NA NA
"Recr_2018" "Recr_2018" 639.212 111.157 NA NA
"Recr_2019" "Recr_2019" 1072.06 208.03 NA NA
"Recr_2020" "Recr_2020" 1183.89 196.244 NA NA
"Recr_2021" "Recr_2021" 728.235 135.925 NA NA
"Recr_2022" "Recr_2022" 792.034 165.335 NA NA
"Recr_2023" "Recr_2023" 766.244 160.673 NA NA
"SPRratio_1979" "SPRratio_1979" 0.177415 0.0124638 -65.998 0
"SPRratio_1980" "SPRratio_1980" 0.129567 0.00931837 -93.4104 0
"SPRratio_1981" "SPRratio_1981" 0.244772 0.0163945 -46.0661 0
"SPRratio_1982" "SPRratio_1982" 0.238639 0.0160107 -47.5533 0
"SPRratio_1983" "SPRratio_1983" 0.147144 0.0101543 -83.99 0
"SPRratio_1984" "SPRratio_1984" 0.169465 0.0115601 -71.845 0
"SPRratio_1985" "SPRratio_1985" 0.174982 0.0120205 -68.6344 0
"SPRratio_1986" "SPRratio_1986" 0.154416 0.0109399 -77.2933 0
"SPRratio_1987" "SPRratio_1987" 0.145954 0.0104063 -82.07 0
"SPRratio_1988" "SPRratio_1988" 0.183089 0.0129544 -63.0605 0
"SPRratio_1989" "SPRratio_1989" 0.239875 0.0164131 -46.312 0
"SPRratio_1990" "SPRratio_1990" 0.167222 0.0121832 -68.3545 0
"SPRratio_1991" "SPRratio_1991" 0.135612 0.0099048 -87.2696 0
"SPRratio_1992" "SPRratio_1992" 0.126641 0.00926248 -94.29 0
"SPRratio_1993" "SPRratio_1993" 0.152956 0.0107734 -78.6237 0
"SPRratio_1994" "SPRratio_1994" 0.238707 0.0158166 -48.1324 0
"SPRratio_1995" "SPRratio_1995" 0.189521 0.0126183 -64.2305 0
"SPRratio_1996" "SPRratio_1996" 0.17114 0.0114959 -72.1004 0
"SPRratio_1997" "SPRratio_1997" 0.170458 0.011226 -73.8946 0
"SPRratio_1998" "SPRratio_1998" 0.2387 0.0148906 -51.1263 0
"SPRratio_1999" "SPRratio_1999" 0.221855 0.0138707 -56.0998 0
"SPRratio_2000" "SPRratio_2000" 0.200755 0.0126438 -63.2122 0
"SPRratio_2001" "SPRratio_2001" 0.200453 0.0128663 -62.1428 0
