id,Fleet,Fleet_name,Time,Obs,Exp,SE,Dev,Use
19-CAAL-1979,15,S01_INDEX.1-4,1979.83,1.86281,0.976744,0.523979,0.645617,1
19-CAAL-1979,15,S01_INDEX.1-4,1980.83,1.31391,1.00494,0.523317,0.268081,1
19-CAAL-1979,15,S01_INDEX.1-4,1981.83,1.2559,1.00752,0.523402,0.220358,1
19-CAAL-1979,15,S01_INDEX.1-4,1982.83,1.50646,0.988955,0.517153,0.420869,1
19-CAAL-1979,15,S01_INDEX.1-4,1983.83,0.922278,0.979739,0.52108,-0.0604396,1
19-CAAL-1979,15,S01_INDEX.1-4,1984.83,1.32673,0.95924,0.51412,0.324332,1
19-CAAL-1979,15,S01_INDEX.1-4,1985.83,0.877509,0.930603,0.512722,-0.0587451,1
19-CAAL-1979,15,S01_INDEX.1-4,1986.83,0.855618,0.905441,0.526053,-0.0565983,1
19-CAAL-1979,15,S01_INDEX.1-4,1987.83,0.835362,0.907202,0.536613,-0.0825003,1
19-CAAL-1979,15,S01_INDEX.1-4,1988.83,0.736157,0.939599,0.548397,-0.24401,1
19-CAAL-1979,15,S01_INDEX.1-4,1989.83,1.65752,0.966801,0.511416,0.539085,1
19-CAAL-1979,15,S01_INDEX.1-4,1990.83,1.13159,0.987077,0.527422,0.136631,1
19-CAAL-1979,15,S01_INDEX.1-4,1991.83,1.02708,0.9981,0.536473,0.0286221,1
19-CAAL-1979,15,S01_INDEX.1-4,1992.83,0.558306,1.01029,0.575191,-0.593086,1
19-CAAL-1979,15,S01_INDEX.1-4,1993.83,0.81207,1.01336,0.539697,-0.221439,1
19-CAAL-1979,15,S01_INDEX.1-4,1994.83,1.12053,1.00162,0.53193,0.112179,1
19-CAAL-1979,15,S01_INDEX.1-4,1995.83,1.11373,0.996888,0.549242,0.110831,1
19-CAAL-1979,15,S01_INDEX.1-4,1996.83,1.1907,1.0193,0.532667,0.155423,1
19-CAAL-1979,15,S01_INDEX.1-4,1997.83,1.31626,1.09425,0.538998,0.184723,1
19-CAAL-1979,15,S01_INDEX.1-4,1998.83,1.99334,1.15192,0.519467,0.548384,1
19-CAAL-1979,15,S01_INDEX.1-4,1999.83,1.18608,1.17102,0.560247,0.0127761,1
19-CAAL-1979,15,S01_INDEX.1-4,2000.83,0.788006,1.14675,0.574838,-0.375182,1
19-CAAL-1979,15,S01_INDEX.1-4,2001.83,0.727835,1.06963,0.571019,-0.384991,1
19-CAAL-1979,15,S01_INDEX.1-4,2002.83,0.803887,1.00181,0.552375,-0.220106,1
19-CAAL-1979,15,S01_INDEX.1-4,2003.83,1.3191,0.949634,0.535812,0.328629,1
19-CAAL-1979,15,S01_INDEX.1-4,2004.83,1.26325,0.934163,0.539745,0.301792,1
19-CAAL-1979,15,S01_INDEX.1-4,2005.83,1.04284,0.948419,0.555266,0.0949064,1
19-CAAL-1979,15,S01_INDEX.1-4,2006.83,0.740614,0.965723,0.56539,-0.265397,1
19-CAAL-1979,15,S01_INDEX.1-4,2007.83,0.829133,0.9814,0.554383,-0.1686,1
19-CAAL-1979,15,S01_INDEX.1-4,2008.83,1.047,0.980071,0.552237,0.0660593,1
19-CAAL-1979,15,S01_INDEX.1-4,2009.83,0.645173,0.964267,0.570791,-0.40185,1
19-CAAL-1979,15,S01_INDEX.1-4,2010.83,0.790723,0.932144,0.567114,-0.16454,1
19-CAAL-1979,15,S01_INDEX.1-4,2011.83,0.722675,0.89254,0.571027,-0.211112,1
19-CAAL-1979,15,S01_INDEX.1-4,2012.83,0.69595,0.860171,0.575333,-0.211854,1
19-CAAL-1979,15,S01_INDEX.1-4,2013.83,0.717588,0.850331,0.579687,-0.169731,1
19-CAAL-1979,15,S01_INDEX.1-4,2014.83,0.790042,0.853777,0.575679,-0.0775837,1
19-CAAL-1979,15,S01_INDEX.1-4,2015.83,0.78514,0.860653,0.577051,-0.0918293,1
19-CAAL-1979,15,S01_INDEX.1-4,2016.83,0.687733,0.873541,0.571492,-0.239154,1
19-CAAL-1979,15,S01_INDEX.1-4,2017.83,0.591417,0.885544,0.557913,-0.403681,1
19-CAAL-1979,15,S01_INDEX.1-4,2018.83,0.724244,0.887139,0.567553,-0.202873,1
19-CAAL-1979,15,S01_INDEX.1-4,2019.83,0.794833,0.884355,0.552768,-0.106727,1
19-CAAL-1979,15,S01_INDEX.1-4,2020.83,0.742562,0.923961,0.563178,-0.218563,1
19-CAAL-1979,15,S01_INDEX.1-4,2021.83,1.23811,1.01095,0.548316,0.202699,1
19-CAAL-1979,15,S01_INDEX.1-4,2022.83,0.912191,1.08465,0.574636,-0.173159,1
