id,sex,age,m,len,len_sd,wt,mat,mat_fec,sr
28-CAAL-noNZrec-ASPM,1,0,0.707867,86.4577,9.9314,5.00352,5.13734e-08,0,
28-CAAL-noNZrec-ASPM,1,1,0.4718,131.995,10.2882,22.0816,0.000465243,0.0171166,
28-CAAL-noNZrec-ASPM,1,2,0.4007,163.381,10.5341,47.0188,0.0985969,6.14489,
28-CAAL-noNZrec-ASPM,1,3,0.3766,185.014,10.7036,73.1477,0.608661,48.9172,
28-CAAL-noNZrec-ASPM,1,4,0.3669,199.925,10.8204,96.3841,0.908549,89.7001,
28-CAAL-noNZrec-ASPM,1,5,0.3629,210.202,10.9009,115.225,0.978354,113.442,
28-CAAL-noNZrec-ASPM,1,6,0.3612,217.285,10.9564,129.669,0.993215,129.058,
28-CAAL-noNZrec-ASPM,1,7,0.3605,222.167,10.9946,140.358,0.997123,140.08,
28-CAAL-noNZrec-ASPM,1,8,0.3602,225.532,11.021,148.085,0.99844,147.927,
28-CAAL-noNZrec-ASPM,1,9,0.36,227.852,11.0392,153.587,0.998984,153.481,
28-CAAL-noNZrec-ASPM,1,10,0.36,230.566,11.0517,160.208,0.999391,160.142,
28-CAAL-noNZrec-ASPM,1,0.25,0.64885,99.4765,10.0334,8.16183,6.98857e-07,0,
28-CAAL-noNZrec-ASPM,1,1.25,0.454025,140.968,10.3585,27.8656,0.00263765,0.0171166,
28-CAAL-noNZrec-ASPM,1,2.25,0.394675,169.566,10.5825,53.6515,0.198992,6.14489,
28-CAAL-noNZrec-ASPM,1,3.25,0.374175,189.277,10.737,79.3227,0.719854,48.9172,
28-CAAL-noNZrec-ASPM,1,4.25,0.3659,202.863,10.8434,101.524,0.937358,89.7001,
28-CAAL-noNZrec-ASPM,1,5.25,0.362475,212.227,10.9168,119.229,0.984277,113.442,
28-CAAL-noNZrec-ASPM,1,6.25,0.361025,218.681,10.9673,132.663,0.994669,129.058,
28-CAAL-noNZrec-ASPM,1,7.25,0.360425,223.129,11.0022,142.536,0.997581,140.08,
28-CAAL-noNZrec-ASPM,1,8.25,0.36015,226.195,11.0262,149.643,0.998619,147.927,
28-CAAL-noNZrec-ASPM,1,9.25,0.36,228.309,11.0428,154.688,0.999067,153.481,
28-CAAL-noNZrec-ASPM,1,10.25,0.36,230.782,11.0517,160.743,0.999416,160.142,
28-CAAL-noNZrec-ASPM,1,0.5,0.589834,111.339,10.1263,12.1183,7.53925e-06,0,
28-CAAL-noNZrec-ASPM,1,1.5,0.43625,149.144,10.4225,34.0252,0.011586,0.0171166,
28-CAAL-noNZrec-ASPM,1,2.5,0.38865,175.201,10.6267,60.2612,0.33129,6.14489,
28-CAAL-noNZrec-ASPM,1,3.5,0.37175,193.161,10.7674,85.2694,0.804824,48.9172,
28-CAAL-noNZrec-ASPM,1,4.5,0.3649,205.54,10.8644,106.377,0.956688,89.7001,
28-CAAL-noNZrec-ASPM,1,5.5,0.36205,214.072,10.9312,122.964,0.988352,113.442,
28-CAAL-noNZrec-ASPM,1,6.5,0.36085,219.953,10.9773,135.433,0.995734,129.058,
28-CAAL-noNZrec-ASPM,1,7.5,0.36035,224.006,11.009,144.543,0.997937,140.08,
28-CAAL-noNZrec-ASPM,1,8.5,0.3601,226.8,11.0309,151.073,0.998765,147.927,
28-CAAL-noNZrec-ASPM,1,9.5,0.36,228.725,11.046,155.697,0.999137,153.481,
28-CAAL-noNZrec-ASPM,1,10.5,0.36,230.978,11.0517,161.232,0.999438,160.142,
28-CAAL-noNZrec-ASPM,1,0.75,0.530817,122.147,10.211,16.7933,6.56796e-05,0,
28-CAAL-noNZrec-ASPM,1,1.75,0.418475,156.594,10.4809,40.4451,0.0386265,0.0171166,
28-CAAL-noNZrec-ASPM,1,2.75,0.382625,180.336,10.6669,66.7788,0.474847,6.14489,
28-CAAL-noNZrec-ASPM,1,3.75,0.369325,196.7,10.7951,90.9624,0.866067,48.9172,
28-CAAL-noNZrec-ASPM,1,4.75,0.3639,207.979,10.8835,110.943,0.969637,89.7001,
28-CAAL-noNZrec-ASPM,1,5.75,0.361625,215.753,10.9444,126.441,0.991197,113.442,
28-CAAL-noNZrec-ASPM,1,6.75,0.360675,221.112,10.9864,137.994,0.996525,129.058,
28-CAAL-noNZrec-ASPM,1,7.75,0.360275,224.805,11.0153,146.388,0.998217,140.08,
28-CAAL-noNZrec-ASPM,1,8.75,0.36005,227.35,11.0352,152.385,0.998885,147.927,
28-CAAL-noNZrec-ASPM,1,9.75,0.36,229.105,11.049,156.62,0.999196,153.481,
28-CAAL-noNZrec-ASPM,1,10.75,0.36,231.158,11.0517,161.678,0.999457,160.142,
