Label,ALL,F01_LL.JP.1,F02_LL.JP.2,F03_LL.JP.3,F04_LL.JP.4,F05_LL.TW.4,F06_LL.AU.2,F07_LL.AU.3,F08_LL.NZ.3,F09.REC.AU.3,F10_REC.NZ.3,F11_LL.ALL.1,F12_LL.ALL.2,F13_LL.ALL.3,F14_LL.ALL.4,F16_LL.JP.2_early,S01_INDEX.1-4,id
Catch_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32-CAAL-revASPM-02
Catch_like,0.0730344,0.00349376,0.000486643,0.00893074,0.00640524,0.000284916,0.000213133,0.00026815,0.000219241,0.000274175,0.00305314,0.000153533,0.00121509,0.000437985,8.26592e-05,0.047516,0,32-CAAL-revASPM-02
Init_equ_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32-CAAL-revASPM-02
Init_equ_like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32-CAAL-revASPM-02
Surv_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32-CAAL-revASPM-02
Surv_like,-31.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31.902,32-CAAL-revASPM-02
Surv_N_use,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,32-CAAL-revASPM-02
Surv_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32-CAAL-revASPM-02
Length_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32-CAAL-revASPM-02
Length_like,0,0,0,14.295,0,6.31022,0,0,0,0,21.7397,37.5718,0,0,28.4559,0,0,32-CAAL-revASPM-02
Length_N_use,,0,0,23,0,17,0,0,0,0,20,48,0,0,41,0,0,32-CAAL-revASPM-02
Length_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32-CAAL-revASPM-02
Age_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32-CAAL-revASPM-02
Age_like,0,0,0,0,0,0,0,0,0,0.0354122,0.0497877,0,0.0263915,0,0,0,0,32-CAAL-revASPM-02
Age_N_use,,0,0,0,0,0,0,0,0,22,28,0,25,0,0,0,0,32-CAAL-revASPM-02
Age_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32-CAAL-revASPM-02
SizeFreq_lambda:_1,,,1,0,,,0,0,,0,0,,,,,,0,32-CAAL-revASPM-02
SizeFreq_like:_1,86.6999,,86.6999,33.7564,,,396.39,205.815,,58.1172,61.057,,,,,,7.78506,32-CAAL-revASPM-02
