"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 22530.7 441.852 NA NA
"SSB_Initial" "SSB_Initial" 14063 389.087 NA NA
"SSB_1979" "SSB_1979" 13489.5 1038.46 NA NA
"SSB_1980" "SSB_1980" 14077 1129.12 NA NA
"SSB_1981" "SSB_1981" 15341.1 1205.4 NA NA
"SSB_1982" "SSB_1982" 15772 1284.94 NA NA
"SSB_1983" "SSB_1983" 15375.2 1324.96 NA NA
"SSB_1984" "SSB_1984" 15246.9 1286.7 NA NA
"SSB_1985" "SSB_1985" 15407.3 1250.45 NA NA
"SSB_1986" "SSB_1986" 14942.3 1234.31 NA NA
"SSB_1987" "SSB_1987" 14671.1 1203.25 NA NA
"SSB_1988" "SSB_1988" 14007.5 1190.54 NA NA
"SSB_1989" "SSB_1989" 14361.8 1223.68 NA NA
"SSB_1990" "SSB_1990" 15408.9 1367.59 NA NA
"SSB_1991" "SSB_1991" 16072 1454.83 NA NA
"SSB_1992" "SSB_1992" 16172.8 1420.98 NA NA
"SSB_1993" "SSB_1993" 16300.6 1377.79 NA NA
"SSB_1994" "SSB_1994" 16640.5 1389.48 NA NA
"SSB_1995" "SSB_1995" 16292 1398.05 NA NA
"SSB_1996" "SSB_1996" 16211.8 1376.51 NA NA
"SSB_1997" "SSB_1997" 15799 1311.15 NA NA
"SSB_1998" "SSB_1998" 16801.1 1335.22 NA NA
"SSB_1999" "SSB_1999" 19453.2 1474.88 NA NA
"SSB_2000" "SSB_2000" 20620.9 1578.6 NA NA
"SSB_2001" "SSB_2001" 20945 1553.18 NA NA
"SSB_2002" "SSB_2002" 19319.6 1442.25 NA NA
"SSB_2003" "SSB_2003" 17102 1301.76 NA NA
"SSB_2004" "SSB_2004" 15453.9 1253.67 NA NA
"SSB_2005" "SSB_2005" 15131.2 1236.89 NA NA
"SSB_2006" "SSB_2006" 16081.4 1285.29 NA NA
"SSB_2007" "SSB_2007" 16577.9 1301 NA NA
"SSB_2008" "SSB_2008" 16473.3 1260.11 NA NA
"SSB_2009" "SSB_2009" 15604 1173.94 NA NA
"SSB_2010" "SSB_2010" 14692.1 1083.37 NA NA
"SSB_2011" "SSB_2011" 13470.5 1000.99 NA NA
"SSB_2012" "SSB_2012" 11998.8 912.421 NA NA
"SSB_2013" "SSB_2013" 10873 847.69 NA NA
"SSB_2014" "SSB_2014" 10773.9 815.16 NA NA
"SSB_2015" "SSB_2015" 10909.3 840.837 NA NA
"SSB_2016" "SSB_2016" 11178.3 875.197 NA NA
"SSB_2017" "SSB_2017" 11809.9 908.668 NA NA
"SSB_2018" "SSB_2018" 12406.9 938.05 NA NA
"SSB_2019" "SSB_2019" 12963.1 968.843 NA NA
"SSB_2020" "SSB_2020" 13171.6 999.719 NA NA
"SSB_2021" "SSB_2021" 13626.1 1042.31 NA NA
"SSB_2022" "SSB_2022" 16249.7 1296.33 NA NA
"SSB_2023" "SSB_2023" 18848.7 1623.49 NA NA
"Recr_Virgin" "Recr_Virgin" 242.435 4.75441 NA NA
"Recr_Initial" "Recr_Initial" 233.642 4.76118 NA NA
"Recr_1979" "Recr_1979" 268.34 42.5854 NA NA
"Recr_1980" "Recr_1980" 287.885 43.5708 NA NA
"Recr_1981" "Recr_1981" 243.838 36.8454 NA NA
"Recr_1982" "Recr_1982" 205.673 33.7155 NA NA
"Recr_1983" "Recr_1983" 254.054 40.1895 NA NA
"Recr_1984" "Recr_1984" 188.218 30.6439 NA NA
"Recr_1985" "Recr_1985" 216.38 33.6576 NA NA
"Recr_1986" "Recr_1986" 166.521 26.2742 NA NA
"Recr_1987" "Recr_1987" 277.118 46.101 NA NA
"Recr_1988" "Recr_1988" 317.193 54.2198 NA NA
"Recr_1989" "Recr_1989" 233.909 40.3629 NA NA
"Recr_1990" "Recr_1990" 224.844 38.9469 NA NA
"Recr_1991" "Recr_1991" 227.785 40.1385 NA NA
"Recr_1992" "Recr_1992" 269.567 47.6977 NA NA
"Recr_1993" "Recr_1993" 258.96 46.346 NA NA
"Recr_1994" "Recr_1994" 255.378 44.1886 NA NA
"Recr_1995" "Recr_1995" 215.294 36.9151 NA NA
"Recr_1996" "Recr_1996" 325.029 48.6921 NA NA
"Recr_1997" "Recr_1997" 458.219 54.8004 NA NA
"Recr_1998" "Recr_1998" 316.445 37.4788 NA NA
"Recr_1999" "Recr_1999" 328.803 37.0544 NA NA
"Recr_2000" "Recr_2000" 198.167 23.5897 NA NA
"Recr_2001" "Recr_2001" 202.518 24.468 NA NA
"Recr_2002" "Recr_2002" 248.344 30.4284 NA NA
"Recr_2003" "Recr_2003" 259.917 39.378 NA NA
"Recr_2004" "Recr_2004" 296.257 44.1795 NA NA
"Recr_2005" "Recr_2005" 239.666 34.7278 NA NA
"Recr_2006" "Recr_2006" 224.142 29.594 NA NA
"Recr_2007" "Recr_2007" 202.715 28.1318 NA NA
"Recr_2008" "Recr_2008" 199.739 27.7438 NA NA
"Recr_2009" "Recr_2009" 165.429 22.5907 NA NA
"Recr_2010" "Recr_2010" 156.398 20.6324 NA NA
"Recr_2011" "Recr_2011" 156.74 19.8012 NA NA
"Recr_2012" "Recr_2012" 177.447 22.7318 NA NA
"Recr_2013" "Recr_2013" 199.766 22.8049 NA NA
"Recr_2014" "Recr_2014" 191.849 21.9698 NA NA
"Recr_2015" "Recr_2015" 200.606 23.3048 NA NA
"Recr_2016" "Recr_2016" 195.671 23.1093 NA NA
"Recr_2017" "Recr_2017" 216.414 25.6816 NA NA
"Recr_2018" "Recr_2018" 188.236 22.8173 NA NA
"Recr_2019" "Recr_2019" 218.015 27.3354 NA NA
"Recr_2020" "Recr_2020" 369.104 45.8269 NA NA
"Recr_2021" "Recr_2021" 312.65 43.9485 NA NA
"Recr_2022" "Recr_2022" 250.324 47.3939 NA NA
"Recr_2023" "Recr_2023" 239.511 48.1662 NA NA
"SPRratio_1979" "SPRratio_1979" 0.435763 0.0262004 -21.5354 3.94993e-103
"SPRratio_1980" "SPRratio_1980" 0.316403 0.020406 -33.4998 2.78363e-246
"SPRratio_1981" "SPRratio_1981" 0.526217 0.0296203 -15.9952 7.28729e-58
"SPRratio_1982" "SPRratio_1982" 0.527316 0.029547 -15.9977 6.99636e-58
"SPRratio_1983" "SPRratio_1983" 0.358965 0.0222868 -28.7631 3.50114e-182
"SPRratio_1984" "SPRratio_1984" 0.391757 0.0244355 -24.8918 5.0524e-137
"SPRratio_1985" "SPRratio_1985" 0.405953 0.0251049 -23.6626 4.81599e-124
"SPRratio_1986" "SPRratio_1986" 0.368978 0.0243949 -25.867 8.70927e-148
"SPRratio_1987" "SPRratio_1987" 0.369913 0.0241901 -26.0473 8.02316e-150
"SPRratio_1988" "SPRratio_1988" 0.434736 0.028391 -19.91 1.79811e-88
"SPRratio_1989" "SPRratio_1989" 0.506648 0.0318435 -15.493 2.03452e-54
"SPRratio_1990" "SPRratio_1990" 0.381335 0.0262808 -23.5405 8.63093e-123
"SPRratio_1991" "SPRratio_1991" 0.329252 0.0232919 -28.7975 1.29736e-182
"SPRratio_1992" "SPRratio_1992" 0.311618 0.0219421 -31.3727 2.71124e-216
