id,factor,fleet,value
05-exclude-bad-comp,4,1,0.1
05-exclude-bad-comp,7,1,0.1
05-exclude-bad-comp,4,2,0.0833333
05-exclude-bad-comp,7,2,0.1
05-exclude-bad-comp,4,3,0.1
05-exclude-bad-comp,7,3,0.1
05-exclude-bad-comp,4,4,0.1
05-exclude-bad-comp,7,4,0.1
05-exclude-bad-comp,4,5,0.1
05-exclude-bad-comp,7,5,0.1
05-exclude-bad-comp,4,6,0.0555556
05-exclude-bad-comp,7,6,0.1
05-exclude-bad-comp,4,7,0.1
05-exclude-bad-comp,7,7,0.1
05-exclude-bad-comp,4,8,0.1
05-exclude-bad-comp,7,8,0.1
05-exclude-bad-comp,4,9,0.1
05-exclude-bad-comp,7,9,0.0833333
05-exclude-bad-comp,4,10,0.1
05-exclude-bad-comp,7,10,0.0434783
05-exclude-bad-comp,4,11,0.0625
05-exclude-bad-comp,7,11,0.1
05-exclude-bad-comp,4,12,0.0294118
05-exclude-bad-comp,7,12,0.1
05-exclude-bad-comp,4,13,0.1
05-exclude-bad-comp,7,13,0.1
05-exclude-bad-comp,4,14,0.1
05-exclude-bad-comp,7,14,0.1
05-exclude-bad-comp,1,15,0.190777
05-exclude-bad-comp,4,15,0.0666667
05-exclude-bad-comp,7,15,0.0666667
