"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 11264.2 123.317 NA NA
"SSB_Initial" "SSB_Initial" 11264.2 123.317 NA NA
"SSB_1952" "SSB_1952" 11712 878.893 NA NA
"SSB_1953" "SSB_1953" 11795.7 864.07 NA NA
"SSB_1954" "SSB_1954" 10852.6 869.951 NA NA
"SSB_1955" "SSB_1955" 4892.1 851.39 NA NA
"SSB_1956" "SSB_1956" 4189.32 787.088 NA NA
"SSB_1957" "SSB_1957" 4121.81 765.035 NA NA
"SSB_1958" "SSB_1958" 4159.3 748.371 NA NA
"SSB_1959" "SSB_1959" 3285.23 685.616 NA NA
"SSB_1960" "SSB_1960" 3192.96 645.766 NA NA
"SSB_1961" "SSB_1961" 3132.71 607.54 NA NA
"SSB_1962" "SSB_1962" 2133.31 489.672 NA NA
"SSB_1963" "SSB_1963" 1878.85 338.159 NA NA
"SSB_1964" "SSB_1964" 1447.68 143.103 NA NA
"SSB_1965" "SSB_1965" 1840.92 302.887 NA NA
"SSB_1966" "SSB_1966" 1788.35 402.96 NA NA
"SSB_1967" "SSB_1967" 1519.95 448.648 NA NA
"SSB_1968" "SSB_1968" 1994.86 519.115 NA NA
"SSB_1969" "SSB_1969" 2476.11 599.751 NA NA
"SSB_1970" "SSB_1970" 2963.68 626.228 NA NA
"SSB_1971" "SSB_1971" 2293.88 542.037 NA NA
"SSB_1972" "SSB_1972" 1585.71 431.301 NA NA
"SSB_1973" "SSB_1973" 1361.64 365.179 NA NA
"SSB_1974" "SSB_1974" 1259.27 345.39 NA NA
"SSB_1975" "SSB_1975" 1291.32 368.197 NA NA
"SSB_1976" "SSB_1976" 1500.45 384.475 NA NA
"SSB_1977" "SSB_1977" 1586.68 395.971 NA NA
"SSB_1978" "SSB_1978" 2083.24 411.995 NA NA
"SSB_1979" "SSB_1979" 1894.9 358.464 NA NA
"SSB_1980" "SSB_1980" 1800.26 351.157 NA NA
"SSB_1981" "SSB_1981" 2432.35 353.736 NA NA
"SSB_1982" "SSB_1982" 2116.12 319.246 NA NA
"SSB_1983" "SSB_1983" 1642.86 291.976 NA NA
"SSB_1984" "SSB_1984" 1781.76 303.729 NA NA
"SSB_1985" "SSB_1985" 1814.75 300.17 NA NA
"SSB_1986" "SSB_1986" 1605.93 296.341 NA NA
"SSB_1987" "SSB_1987" 1599.65 282.024 NA NA
"SSB_1988" "SSB_1988" 1445.71 296.083 NA NA
"SSB_1989" "SSB_1989" 1337.76 325.867 NA NA
"SSB_1990" "SSB_1990" 1150.05 261.924 NA NA
"SSB_1991" "SSB_1991" 1200.57 295.562 NA NA
"SSB_1992" "SSB_1992" 1422.46 348.443 NA NA
"SSB_1993" "SSB_1993" 1803.37 413.449 NA NA
"SSB_1994" "SSB_1994" 2061.76 477.905 NA NA
"SSB_1995" "SSB_1995" 1751.36 450.525 NA NA
"SSB_1996" "SSB_1996" 1980.62 430.739 NA NA
"SSB_1997" "SSB_1997" 2103.62 429.141 NA NA
"SSB_1998" "SSB_1998" 2499.66 481.748 NA NA
"SSB_1999" "SSB_1999" 2967.88 510.978 NA NA
