Label,ALL,F01_LL.JP.1,F02_LL.JP.2,F03_LL.JP.3,F04_LL.JP.4,F05_LL.TW.4,F06_LL.AU.2,F07_LL.AU.3,F08_LL.NZ.3,F09.REC.AU.3,F10_REC.NZ.3,F11_LL.ALL.1,F12_LL.ALL.2,F13_LL.ALL.3,F14_LL.ALL.4,F16_LL.JP.2_early,S01_INDEX.1-4,id
Catch_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55-CAAL-NZdblnorm-01
Catch_like,0.78851,0.000704859,0.000472304,0.00188579,0.00125389,0.000166215,0.000214798,0.000271182,0.000214804,0.000223698,0.00216217,9.25476e-05,0.000798307,0.00039231,7.86024e-05,0.779579,0,55-CAAL-NZdblnorm-01
Init_equ_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55-CAAL-NZdblnorm-01
Init_equ_like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55-CAAL-NZdblnorm-01
Surv_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55-CAAL-NZdblnorm-01
Surv_like,-28.2607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.2607,55-CAAL-NZdblnorm-01
Surv_N_use,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,55-CAAL-NZdblnorm-01
Surv_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55-CAAL-NZdblnorm-01
Length_lambda,,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,55-CAAL-NZdblnorm-01
Length_like,108.725,0,0,14.0468,0,6.36281,0,0,0,0,20.8596,39.9546,0,0,27.5013,0,0,55-CAAL-NZdblnorm-01
Length_N_use,,0,0,23,0,17,0,0,0,0,20,48,0,0,41,0,0,55-CAAL-NZdblnorm-01
Length_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55-CAAL-NZdblnorm-01
Age_lambda,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,55-CAAL-NZdblnorm-01
Age_like,0.109414,0,0,0,0,0,0,0,0,0.0345642,0.0484676,0,0.0263819,0,0,0,0,55-CAAL-NZdblnorm-01
Age_N_use,,0,0,0,0,0,0,0,0,22,28,0,25,0,0,0,0,55-CAAL-NZdblnorm-01
Age_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55-CAAL-NZdblnorm-01
SizeFreq_lambda:_1,,,1,1,,,1,1,,1,1,,,,,,1,55-CAAL-NZdblnorm-01
SizeFreq_like:_1,756.998,,85.5451,32.9781,,,333.684,186.765,,54.9288,55.4615,,,,,,7.63624,55-CAAL-NZdblnorm-01
