"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 11421.3 560.304 NA NA
"SSB_Initial" "SSB_Initial" 11421.3 560.304 NA NA
"SSB_1952" "SSB_1952" 11754.5 990.972 NA NA
"SSB_1953" "SSB_1953" 11857.3 983.258 NA NA
"SSB_1954" "SSB_1954" 10850.8 973.202 NA NA
"SSB_1955" "SSB_1955" 5514.14 1037.45 NA NA
"SSB_1956" "SSB_1956" 4580.68 900.977 NA NA
"SSB_1957" "SSB_1957" 4425.12 823.421 NA NA
"SSB_1958" "SSB_1958" 4408.35 795.432 NA NA
"SSB_1959" "SSB_1959" 3495.88 740.012 NA NA
"SSB_1960" "SSB_1960" 3289.79 708.754 NA NA
"SSB_1961" "SSB_1961" 3173.96 684.431 NA NA
"SSB_1962" "SSB_1962" 2259.63 610.729 NA NA
"SSB_1963" "SSB_1963" 1930.23 538.556 NA NA
"SSB_1964" "SSB_1964" 1582.62 480.088 NA NA
"SSB_1965" "SSB_1965" 1990.35 526.673 NA NA
"SSB_1966" "SSB_1966" 2031.14 558.018 NA NA
"SSB_1967" "SSB_1967" 1726.4 569.337 NA NA
"SSB_1968" "SSB_1968" 2162.08 598.725 NA NA
"SSB_1969" "SSB_1969" 2683.04 642.935 NA NA
"SSB_1970" "SSB_1970" 3104.1 673.985 NA NA
"SSB_1971" "SSB_1971" 2383.56 595.609 NA NA
"SSB_1972" "SSB_1972" 1718.9 479.619 NA NA
"SSB_1973" "SSB_1973" 1531.57 407.469 NA NA
"SSB_1974" "SSB_1974" 1471.24 395.803 NA NA
"SSB_1975" "SSB_1975" 1574.7 411.934 NA NA
"SSB_1976" "SSB_1976" 1779.85 421.215 NA NA
"SSB_1977" "SSB_1977" 1859.35 426.608 NA NA
"SSB_1978" "SSB_1978" 2330.79 439.46 NA NA
"SSB_1979" "SSB_1979" 2104.29 398.375 NA NA
"SSB_1980" "SSB_1980" 2004.83 390.678 NA NA
"SSB_1981" "SSB_1981" 2556.99 381.687 NA NA
"SSB_1982" "SSB_1982" 2154.47 341.933 NA NA
"SSB_1983" "SSB_1983" 1666.54 309.382 NA NA
"SSB_1984" "SSB_1984" 1806.08 313.256 NA NA
"SSB_1985" "SSB_1985" 1813.16 309.59 NA NA
"SSB_1986" "SSB_1986" 1635.76 295.598 NA NA
"SSB_1987" "SSB_1987" 1553.41 272.835 NA NA
"SSB_1988" "SSB_1988" 1429.93 290.454 NA NA
"SSB_1989" "SSB_1989" 1417.16 307.535 NA NA
"SSB_1990" "SSB_1990" 1318.4 287.011 NA NA
"SSB_1991" "SSB_1991" 1378.69 295.356 NA NA
"SSB_1992" "SSB_1992" 1506.12 319.529 NA NA
"SSB_1993" "SSB_1993" 1758.55 359.092 NA NA
"SSB_1994" "SSB_1994" 1910.1 398.326 NA NA
"SSB_1995" "SSB_1995" 1652.4 368.026 NA NA
"SSB_1996" "SSB_1996" 1757.98 340.899 NA NA
"SSB_1997" "SSB_1997" 1836.64 340.589 NA NA
"SSB_1998" "SSB_1998" 2095.91 361.776 NA NA
"SSB_1999" "SSB_1999" 2301.2 386.288 NA NA
"SSB_2000" "SSB_2000" 2149.97 403.537 NA NA
"SSB_2001" "SSB_2001" 2398.7 423.869 NA NA
"SSB_2002" "SSB_2002" 2505.41 392.793 NA NA
"SSB_2003" "SSB_2003" 2129.45 334.813 NA NA
"SSB_2004" "SSB_2004" 1679.08 287.947 NA NA
"SSB_2005" "SSB_2005" 1323.45 261.4 NA NA
"SSB_2006" "SSB_2006" 1337.1 265.49 NA NA
"SSB_2007" "SSB_2007" 1482.5 289.855 NA NA
"SSB_2008" "SSB_2008" 1539.76 310.977 NA NA
"SSB_2009" "SSB_2009" 1523.13 315.559 NA NA
"SSB_2010" "SSB_2010" 1634.98 303.488 NA NA
"SSB_2011" "SSB_2011" 1570.89 274.193 NA NA
"SSB_2012" "SSB_2012" 1278.89 236.609 NA NA
"SSB_2013" "SSB_2013" 1050.12 205.291 NA NA
"SSB_2014" "SSB_2014" 1131.01 191.18 NA NA
"SSB_2015" "SSB_2015" 968.028 172.73 NA NA
"SSB_2016" "SSB_2016" 864.524 168.475 NA NA
"SSB_2017" "SSB_2017" 895.346 176.111 NA NA
"SSB_2018" "SSB_2018" 1006.58 194.67 NA NA
"SSB_2019" "SSB_2019" 992.734 198.537 NA NA
"SSB_2020" "SSB_2020" 913.028 201.739 NA NA
"SSB_2021" "SSB_2021" 863.247 228.678 NA NA
"SSB_2022" "SSB_2022" 1057.4 324.276 NA NA
"SSB_2023" "SSB_2023" 1546.84 513.223 NA NA
"Recr_Virgin" "Recr_Virgin" 160.913 4.27152 NA NA
"Recr_Initial" "Recr_Initial" 160.913 4.27152 NA NA
"Recr_1952" "Recr_1952" 183.981 37.481 NA NA
"Recr_1953" "Recr_1953" 179.801 35.9332 NA NA
"Recr_1954" "Recr_1954" 172.334 34.0401 NA NA
"Recr_1955" "Recr_1955" 159.829 31.5265 NA NA
"Recr_1956" "Recr_1956" 158.311 31.3426 NA NA
"Recr_1957" "Recr_1957" 161.755 32.187 NA NA
